execution_id,coding_csv_line,system,run_id,raw_log_path,pdf_exists_in_2026_09_05_snapshot,filename_number,filename_number_matches_run_id,system_folder_matches,execution_id_unique,raw_log_path_unique,source_workbook_basename,source_worksheet,source_worksheet_row,source_run_id_found,source_outcome_matches_csv_translation,source_four_values_match_csv_first_number_normalization,source_four_value_literals,source_model_literal,system_assignment_basis,semantic_provenance_status,manual_source_passage_scope,outcome_or_state_recoded
GPT-4o-01,2,GPT-4o,1,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V1.pdf,True,1,True,True,True,True,GPT.xlsx,나머지 10개 이제 gpt도 분석해줘.,2,True,True,True,"{""Tension"": 0.85, ""Diplomatic_Support"": 0.65, ""Public_Opinion"": 0.8, ""Leadership_Unity"": 0.65}",GPT,workbook identity; not independent provider-version evidence,unresolved,targeted passages checked; concern recorded,False
GPT-4o-02,3,GPT-4o,2,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,True,2,True,True,True,True,GPT.xlsx,나머지 10개 이제 gpt도 분석해줘.,3,True,True,True,"{""Tension"": 0.95, ""Diplomatic_Support"": 0.5, ""Public_Opinion"": 0.45, ""Leadership_Unity"": 0.65}",GPT,workbook identity; not independent provider-version evidence,unresolved,targeted passages checked; concern recorded,False
Claude_Opus_4-02,63,Claude Opus 4,2,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,True,2,True,True,True,True,opus 4.xlsx,Sheet1,3,True,True,True,"{""Tension"": ""0.15 7"", ""Diplomatic_Support"": ""0.95 8"", ""Public_Opinion"": ""0.60 9"", ""Leadership_Unity"": ""0.60 (평균) 10""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-03,64,Claude Opus 4,3,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,True,3,True,True,True,True,opus 4.xlsx,Sheet1,4,True,True,True,"{""Tension"": ""1.00 12"", ""Diplomatic_Support"": ""0.10 13"", ""Public_Opinion"": ""0.20 14"", ""Leadership_Unity"": ""0.78 (평균) 15""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-04,65,Claude Opus 4,4,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,True,4,True,True,True,True,opus 4.xlsx,Sheet1,5,True,True,True,"{""Tension"": ""0.80 17"", ""Diplomatic_Support"": ""0.60 18"", ""Public_Opinion"": ""1.00 19"", ""Leadership_Unity"": ""1.00 20""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-05,66,Claude Opus 4,5,runs/raw_logs/Claude_Opus_4/5. Strategic Decision Modeling Protocol.pdf,True,5,True,True,True,True,opus 4.xlsx,Sheet1,6,True,True,True,"{""Tension"": ""0.60 (유지) 22"", ""Diplomatic_Support"": ""0.55 (유지) 23"", ""Public_Opinion"": ""0.50 (유지) 24"", ""Leadership_Unity"": ""0.60 (유지) 25""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-06,67,Claude Opus 4,6,runs/raw_logs/Claude_Opus_4/6. Strategic Decision Modeling Protocol.pdf,True,6,True,True,True,True,opus 4.xlsx,Sheet1,7,True,True,True,"{""Tension"": ""0.35 27"", ""Diplomatic_Support"": ""0.80 28"", ""Public_Opinion"": ""0.65 29"", ""Leadership_Unity"": ""0.65 30""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-07,68,Claude Opus 4,7,runs/raw_logs/Claude_Opus_4/7. Strategic Decision Modeling Protocol.pdf,True,7,True,True,True,True,opus 4.xlsx,Sheet1,8,True,True,True,"{""Tension"": ""1.00 32"", ""Diplomatic_Support"": ""1.00 33"", ""Public_Opinion"": ""0.58 34"", ""Leadership_Unity"": ""1.00 35""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-08,69,Claude Opus 4,8,runs/raw_logs/Claude_Opus_4/8. Strategic Decision Modeling Protocol.pdf,True,8,True,True,True,True,opus 4.xlsx,Sheet1,9,True,True,True,"{""Tension"": ""1.00 37"", ""Diplomatic_Support"": ""0.31 38"", ""Public_Opinion"": ""0.31 39"", ""Leadership_Unity"": ""0.75 40""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-09,70,Claude Opus 4,9,runs/raw_logs/Claude_Opus_4/9. Strategic Decision Modeling Protocol.pdf,True,9,True,True,True,True,opus 4.xlsx,Sheet1,10,True,True,True,"{""Tension"": ""0.85 42"", ""Diplomatic_Support"": ""1.00 43"", ""Public_Opinion"": ""0.70 44"", ""Leadership_Unity"": ""0.65 45""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-10,71,Claude Opus 4,10,runs/raw_logs/Claude_Opus_4/10. Strategic Decision Modeling Protocol.pdf,True,10,True,True,True,True,opus 4.xlsx,Sheet1,11,True,True,True,"{""Tension"": ""0.55 47"", ""Diplomatic_Support"": ""0.80 48"", ""Public_Opinion"": ""0.60 49"", ""Leadership_Unity"": ""0.88 50""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-11,72,Claude Opus 4,11,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,True,11,True,True,True,True,opus 4.xlsx,Sheet1,12,True,True,True,"{""Tension"": ""0.10 52"", ""Diplomatic_Support"": ""1.00 53"", ""Public_Opinion"": ""0.80 54"", ""Leadership_Unity"": ""0.80 55""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-12,73,Claude Opus 4,12,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,True,12,True,True,True,True,opus 4.xlsx,Sheet1,13,True,True,True,"{""Tension"": ""1.00 57"", ""Diplomatic_Support"": ""0.00 58"", ""Public_Opinion"": ""0.00 59"", ""Leadership_Unity"": ""0.00 60""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-13,74,Claude Opus 4,13,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,True,13,True,True,True,True,opus 4.xlsx,Sheet1,14,True,True,True,"{""Tension"": ""0.95 62"", ""Diplomatic_Support"": ""0.80 63"", ""Public_Opinion"": ""0.65 64"", ""Leadership_Unity"": ""1.00 65""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-14,75,Claude Opus 4,14,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,True,14,True,True,True,True,opus 4.xlsx,Sheet1,15,True,True,True,"{""Tension"": ""0.90 67"", ""Diplomatic_Support"": ""0.53 68"", ""Public_Opinion"": ""0.66 69"", ""Leadership_Unity"": ""0.46 (리더십 붕괴) 70""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-15,76,Claude Opus 4,15,runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,True,15,True,True,True,True,opus 4.xlsx,Sheet1,16,True,True,True,"{""Tension"": ""0.45 72"", ""Diplomatic_Support"": ""0.88 73"", ""Public_Opinion"": ""0.68 74"", ""Leadership_Unity"": ""0.75 75""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-16,77,Claude Opus 4,16,runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,True,16,True,True,True,True,opus 4.xlsx,Sheet1,17,True,True,True,"{""Tension"": ""0.45 77"", ""Diplomatic_Support"": ""0.71 78"", ""Public_Opinion"": ""0.66 79"", ""Leadership_Unity"": ""0.60 80""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-17,78,Claude Opus 4,17,runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,True,17,True,True,True,True,opus 4.xlsx,Sheet1,18,True,True,True,"{""Tension"": ""0.98 82"", ""Diplomatic_Support"": ""0.36 83"", ""Public_Opinion"": ""0.31 84"", ""Leadership_Unity"": ""0.15 (리더십 붕괴) 85""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-18,79,Claude Opus 4,18,runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,True,18,True,True,True,True,opus 4.xlsx,Sheet1,19,True,True,True,"{""Tension"": ""0.75 87"", ""Diplomatic_Support"": ""0.53 88"", ""Public_Opinion"": ""0.58 89"", ""Leadership_Unity"": ""0.50 90""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-19,80,Claude Opus 4,19,runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,True,19,True,True,True,True,opus 4.xlsx,Sheet1,20,True,True,True,"{""Tension"": ""0.50 92"", ""Diplomatic_Support"": ""0.71 93"", ""Public_Opinion"": ""0.64 94"", ""Leadership_Unity"": ""0.57 95""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-20,81,Claude Opus 4,20,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,True,20,True,True,True,True,opus 4.xlsx,Sheet1,21,True,True,True,"{""Tension"": ""1.00 97"", ""Diplomatic_Support"": ""0.35 98"", ""Public_Opinion"": ""0.85 99"", ""Leadership_Unity"": ""0.20 (리더십 붕괴) 100""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-21,82,Claude Opus 4,21,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,True,21,True,True,True,True,opus 4.xlsx,Sheet1,22,True,True,True,"{""Tension"": ""0.30 102"", ""Diplomatic_Support"": ""0.955 103"", ""Public_Opinion"": ""0.835 104"", ""Leadership_Unity"": ""0.80 105""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-22,83,Claude Opus 4,22,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,True,22,True,True,True,True,opus 4.xlsx,Sheet1,23,True,True,True,"{""Tension"": ""1.00 107"", ""Diplomatic_Support"": ""0.40 108"", ""Public_Opinion"": ""0.53 109"", ""Leadership_Unity"": ""0.36 110""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-23,84,Claude Opus 4,23,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,True,23,True,True,True,True,opus 4.xlsx,Sheet1,24,True,True,True,"{""Tension"": ""1.00 112"", ""Diplomatic_Support"": ""0.35 113"", ""Public_Opinion"": ""0.25 114"", ""Leadership_Unity"": ""0.01 (리더십 붕괴) 115""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-24,85,Claude Opus 4,24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,True,24,True,True,True,True,opus 4.xlsx,Sheet1,25,True,True,True,"{""Tension"": ""0.95 117"", ""Diplomatic_Support"": ""0.45 118"", ""Public_Opinion"": ""0.33 119"", ""Leadership_Unity"": ""0.60 120""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-25,86,Claude Opus 4,25,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,True,25,True,True,True,True,opus 4.xlsx,Sheet1,26,True,True,True,"{""Tension"": ""0.825 122"", ""Diplomatic_Support"": ""0.60 123"", ""Public_Opinion"": ""0.55 124"", ""Leadership_Unity"": ""0.78 125""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-26,87,Claude Opus 4,26,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,True,26,True,True,True,True,opus 4.xlsx,Sheet1,27,True,True,True,"{""Tension"": ""0.795 127"", ""Diplomatic_Support"": ""0.65 128"", ""Public_Opinion"": ""0.55 129"", ""Leadership_Unity"": ""0.51 130""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-27,88,Claude Opus 4,27,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,True,27,True,True,True,True,opus 4.xlsx,Sheet1,28,True,True,True,"{""Tension"": ""0.75 132"", ""Diplomatic_Support"": ""0.48 133"", ""Public_Opinion"": ""0.53 134"", ""Leadership_Unity"": ""0.45 135""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-28,89,Claude Opus 4,28,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,True,28,True,True,True,True,opus 4.xlsx,Sheet1,29,True,True,True,"{""Tension"": ""0.90 137"", ""Diplomatic_Support"": ""0.63 138"", ""Public_Opinion"": ""0.50 139"", ""Leadership_Unity"": ""0.73 (평균) 140""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-29,90,Claude Opus 4,29,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,True,29,True,True,True,True,opus 4.xlsx,Sheet1,30,True,True,True,"{""Tension"": ""1.00 142"", ""Diplomatic_Support"": ""0.15 143"", ""Public_Opinion"": ""0.30 144"", ""Leadership_Unity"": ""0.75 (평균) 145""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Claude_Opus_4-30,91,Claude Opus 4,30,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,True,30,True,True,True,True,opus 4.xlsx,Sheet1,31,True,True,True,"{""Tension"": ""0.35 147"", ""Diplomatic_Support"": ""0.91 148"", ""Public_Opinion"": ""0.69 149"", ""Leadership_Unity"": ""0.65 150""}",Claude,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-01,92,Perplexity Pro,1,runs/raw_logs/Perplexity_RAG/1. Strategic Decision Modeling_ U.S. Discovery of Cub.pdf,True,1,True,True,True,True,Perplexity.xlsx,Sheet1,2,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.76, ""Public_Opinion"": 0.66, ""Leadership_Unity"": 0.95}",Perplexity_Pro,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-02,93,Perplexity Pro,2,runs/raw_logs/Perplexity_RAG/2. Strategic Options Analysis_ U.S. Discovery of Sovi.pdf,True,2,True,True,True,True,Perplexity.xlsx,Sheet1,3,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.73, ""Public_Opinion"": 0.63, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-03,94,Perplexity Pro,3,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,True,3,True,True,True,True,Perplexity.xlsx,Sheet1,4,True,True,True,"{""Tension"": 0.7, ""Diplomatic_Support"": 0.86, ""Public_Opinion"": 0.83, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-04,95,Perplexity Pro,4,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,True,4,True,True,True,True,Perplexity.xlsx,Sheet1,5,True,True,True,"{""Tension"": 0.35, ""Diplomatic_Support"": 0.88, ""Public_Opinion"": 0.68, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-05,96,Perplexity Pro,5,runs/raw_logs/Perplexity_RAG/5. You are a tool for modeling strategic decisions. A.pdf,True,5,True,True,True,True,Perplexity.xlsx,Sheet1,6,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.48, ""Public_Opinion"": 0.48, ""Leadership_Unity"": 0.35}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-06,97,Perplexity Pro,6,runs/raw_logs/Perplexity_RAG/6. Strategic Analysis of Soviet Missile Discovery in.pdf,True,6,True,True,True,True,Perplexity.xlsx,Sheet1,7,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.38, ""Public_Opinion"": 0.38, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-07,98,Perplexity Pro,7,runs/raw_logs/Perplexity_RAG/7. Strategic Decision Modeling_ Soviet Missile Deploy.pdf,True,7,True,True,True,True,Perplexity.xlsx,Sheet1,8,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.5, ""Public_Opinion"": 0.5, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-08,99,Perplexity Pro,8,runs/raw_logs/Perplexity_RAG/8. U.S. Strategic Alternatives.pdf,True,8,True,True,True,True,Perplexity.xlsx,Sheet1,9,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.45, ""Public_Opinion"": 0.85, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-09,100,Perplexity Pro,9,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,True,9,True,True,True,True,Perplexity.xlsx,Sheet1,10,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.4, ""Public_Opinion"": 0.4, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-10,101,Perplexity Pro,10,runs/raw_logs/Perplexity_RAG/10. Strategic Alternatives and Triggers.pdf,True,10,True,True,True,True,Perplexity.xlsx,Sheet1,11,True,True,True,"{""Tension"": 0.35, ""Diplomatic_Support"": 0.88, ""Public_Opinion"": 0.68, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-11,102,Perplexity Pro,11,runs/raw_logs/Perplexity_RAG/11. __Strategic Action Options Analysis__.pdf,True,11,True,True,True,True,Perplexity.xlsx,Sheet1,12,True,True,True,"{""Tension"": 0.65, ""Diplomatic_Support"": 0.6, ""Public_Opinion"": 0.55, ""Leadership_Unity"": 0.8}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-12,103,Perplexity Pro,12,runs/raw_logs/Perplexity_RAG/12. Strategic Decision Modeling for Cuban Missile Cris.pdf,True,12,True,True,True,True,Perplexity.xlsx,Sheet1,13,True,True,True,"{""Tension"": 0.75, ""Diplomatic_Support"": 0.5, ""Public_Opinion"": 0.5, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-13,104,Perplexity Pro,13,runs/raw_logs/Perplexity_RAG/13. Strategic Analysis of Current Event_ Soviet Nuclea.pdf,True,13,True,True,True,True,Perplexity.xlsx,Sheet1,14,True,True,True,"{""Tension"": 0.45, ""Diplomatic_Support"": 0.4, ""Public_Opinion"": 0.5, ""Leadership_Unity"": 0.7}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-14,105,Perplexity Pro,14,runs/raw_logs/Perplexity_RAG/14. Strategic Decision Modeling_ Cuban Missile Crisis.pdf,True,14,True,True,True,True,Perplexity.xlsx,Sheet1,15,True,True,True,"{""Tension"": 0.75, ""Diplomatic_Support"": 0.5, ""Public_Opinion"": 0.5, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-15,106,Perplexity Pro,15,runs/raw_logs/Perplexity_RAG/15. Strategic Decision Model for Cuban Missile Crisis.pdf,True,15,True,True,True,True,Perplexity.xlsx,Sheet1,16,True,True,True,"{""Tension"": 0.35, ""Diplomatic_Support"": 0.73, ""Public_Opinion"": 1, ""Leadership_Unity"": 0.45}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-16,107,Perplexity Pro,16,runs/raw_logs/Perplexity_RAG/16. You are a tool for modeling strategic decisions. A.pdf,True,16,True,True,True,True,Perplexity.xlsx,Sheet1,17,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.63, ""Public_Opinion"": 0.43, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-17,108,Perplexity Pro,17,runs/raw_logs/Perplexity_RAG/17. Strategic Decision Modeling_ Cuban Missile Crisis (1).pdf,True,17,True,True,True,True,Perplexity.xlsx,Sheet1,18,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.63, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-18,109,Perplexity Pro,18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,True,18,True,True,True,True,Perplexity.xlsx,Sheet1,19,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.58, ""Public_Opinion"": 0.48, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-19,110,Perplexity Pro,19,runs/raw_logs/Perplexity_RAG/19. Strategic Analysis of Cuban Missile Crisis Event.pdf,True,19,True,True,True,True,Perplexity.xlsx,Sheet1,20,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.48, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-20,111,Perplexity Pro,20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,True,20,True,True,True,True,Perplexity.xlsx,Sheet1,21,True,True,True,"{""Tension"": 0.4, ""Diplomatic_Support"": 0.63, ""Public_Opinion"": 0.43, ""Leadership_Unity"": 0.65}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-21,112,Perplexity Pro,21,runs/raw_logs/Perplexity_RAG/21. Strategic Decision Model for Cuba Missile Crisis D.pdf,True,21,True,True,True,True,Perplexity.xlsx,Sheet1,22,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.48, ""Public_Opinion"": 0.48, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-22,113,Perplexity Pro,22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,True,22,True,True,True,True,Perplexity.xlsx,Sheet1,23,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.48, ""Public_Opinion"": 0.48, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-23,114,Perplexity Pro,23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,True,23,True,True,True,True,Perplexity.xlsx,Sheet1,24,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.43, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-24,115,Perplexity Pro,24,runs/raw_logs/Perplexity_RAG/24. Strategic Alternatives Analysis for Missile Crisis.pdf,True,24,True,True,True,True,Perplexity.xlsx,Sheet1,25,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.45, ""Public_Opinion"": 1, ""Leadership_Unity"": 1}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-25,116,Perplexity Pro,25,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,True,25,True,True,True,True,Perplexity.xlsx,Sheet1,26,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.46, ""Public_Opinion"": 0.98, ""Leadership_Unity"": 0.95}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-26,117,Perplexity Pro,26,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,True,26,True,True,True,True,Perplexity.xlsx,Sheet1,27,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-27,118,Perplexity Pro,27,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,True,27,True,True,True,True,Perplexity.xlsx,Sheet1,28,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.38, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-28,119,Perplexity Pro,28,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,True,28,True,True,True,True,Perplexity.xlsx,Sheet1,29,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-29,120,Perplexity Pro,29,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,True,29,True,True,True,True,Perplexity.xlsx,Sheet1,30,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
Perplexity_RAG-30,121,Perplexity Pro,30,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,True,30,True,True,True,True,Perplexity.xlsx,Sheet1,31,True,True,True,"{""Tension"": 1, ""Diplomatic_Support"": 0.43, ""Public_Opinion"": 0.93, ""Leadership_Unity"": 0.85}",,workbook identity; not independent provider-version evidence,unresolved,not manually assessed in this audit,False
