case_id,run_id,domain,turn,ai_status,checked_pages,question,observed_output,judgment_reason,scope_limit,evidence_note,source_url,source_sha256,original_check_id,old_card_ai_status,reviewer_type,human_reviewer,human_review_date,human_status,human_reason,original_rule,source_mode,comparison_note
HR-023,GEM-10,Local alternative-pair generation,4,U,"14–24, 중심 20–24",전 턴에서 종료됐다고 기록한 경로에도 추가 행동쌍을 요구할 수 있는가?,첫째·셋째 경로에는 주요 조합과 추가 조합이 있다. 둘째는 이전 턴의 전면적 종결 상태를 전제로 정치적 선택이 더 없다고 쓰고 하나의 조합만 제시한다.,"추가 조합이 없는 사실은 확인된다. 그러나 이미 종료된 것으로 기록된 부모에 다음 턴의 요구를 어떻게 적용하는지 원지시가 정하지 않아, 전체 항목을 C 또는 명백한 V로 단정하지 않는다.",종료를 정당한 자동 면제로 승인한 것이 아니다. 종료 상태 자체의 타당성과 추가 대안 의무의 적용 공백을 구분한 U이다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/10.pdf,af69ef34182f9377e7841f1d52bead035465690250852c6534352750132c57a1,A2-GEM-10-T4_BRANCH,판정 불가,AI,,,,,"For each 'scenario combination', specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-024,GEM-24,Specified event decision conditions,T4,C,22–28,4턴의 복합 사건을 경로별 판단에 실제로 사용했는가?,"첫 경로는 혼합 지시와 경계 격상을 최종 협상·압박의 이유로 쓴다. 전쟁 경로는 상반된 명령을 지휘 혼란과 연결하고, 합의 경로는 잠수함 사건과 경계 상태를 합의 이행 통제의 문제로 다룬다.",이벤트 조건이 단순 제목이 아니라 실제 선택의 이유에 들어 있다. 같은 조건을 경로마다 달리 해석했다는 사실만으로 위반으로 보지 않는다.,표현된 결과의 개연성 전체나 모든 사건–효과 매핑을 승인하는 것은 아니다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/24.pdf,9638caa8bc4fa08de4553906e1c5f485dbb91a60ac0fb4c28ae40f3d841cad38,SEM-B-V2-GEM-24-T4_EVENT,준수,AI,,,,,A Soviet official meeting issued instructions to de-escalate the crisis while simultaneously preparing for all-out war. The Soviet nuclear submarine B-59 surfaced in response to U.S. depth charges. The U.S. issued DEFCON 2.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-025,GEM-25,Specified event decision conditions,T2,V,8–11,"지정된 2턴 사건을 유지했는가, 다른 사건으로 바꿨는가?",9쪽 두 번째 경로는 2턴 사건이 봉쇄가 아니라 진행 중인 군사충돌이라고 명시적으로 바꾼 후 그 전제로 다음 행동을 결정한다.,이것은 주어진 사건에 다른 반응을 한 것이 아니라 입력 사건 자체의 교체이다. 경로와 사건이 어울리지 않는다는 모델 설명만으로 원지시에 없던 교체 권한이 생기지는 않는다.,어느 사건이 역사적으로 자연스러운지를 평가한 것은 아니다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/25.pdf,cc8ae9cce3fa6720e3e004d5795c653b28396fd13694062ec29cc3059fae60bb,SEM-B-V2-GEM-25-T2_EVENT,위반,AI,,,,,"The U.S. issued DEFCON 3. During a U.S. naval blockade operation, a Soviet vessel was intercepted; non-military cargo was inspected and allowed to proceed, while military cargo was forced to stop, retreat, or alter its course.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-026,GEM-02,Specified event decision conditions,4,U,"11–17, 중심 15–17",모든 4턴 경로에 새 사건을 적용한 것으로 판단할 수 있는가?,합의·진행 중 대립 경로에서는 경계 격상과 완화 지시가 반영된다. 다른 경로는 전 턴에 이미 종결 상태라고 기록한 뒤 새 사건이 의미 없다고 처리한다.,"일부 경로의 반영은 확인되지만, 종료된 부모에 공식 회의 지시와 경계 변화가 어떤 지위를 갖는지 원지시만으로 결정하기 어렵다. 그래서 전체 항목은 U이다.","반영된 경로까지 실패로 묶지 않으며, 종료를 임의로 허용했다고 단정하지도 않는다.",,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/2.pdf,f60a793430a7ec5a8d7948d4d8877506baf6a7c56e7f77de8451d1d02533a744,A2-GEM-02-T4_EVENT,판정 불가,AI,,,,,A Soviet official meeting issued instructions to de-escalate the crisis while simultaneously preparing for all-out war. The Soviet nuclear submarine B-59 surfaced in response to U.S. depth charges. The U.S. issued DEFCON 2.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-027,GEM-23,Previous parent-path coverage,T2,C,4–13,1턴의 세 결과 경로가 2턴 처리 대상에 모두 포함됐는가?,"1턴 주요·군사·완화 경로가 각각 로그를 갖고, 2턴에서도 이 세 경로가 시작 상태와 함께 다시 등장한다.","부모 처리범위만 보면 세 경로를 모두 다뤘다. 두 경로에서 입력 사건을 바꾼 문제는 따로 있지만, 그 때문에 경로가 아예 없었다고 볼 수는 없다.",이 C는 사건 반영의 C가 아니다. 같은 출력이 부모 범위에서는 준수하고 사건 유지에서는 문제가 될 수 있음을 보여준다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/23.pdf,939e97ca32c21fcc8ba046295057b74065589dbd0a1cc4571edc78dfc53a589f,SEM-B-V2-GEM-23-T2_PARENT_COVERAGE,준수,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-028,GEM-16,Previous parent-path coverage,3,V,8–14,명시적 상태로그가 남아 있는 합의 경로를 3턴에서도 이어 다뤘는가?,2턴의 11쪽에 합의 경로의 양국 상태가 남아 있다. 3턴은 이 경로에 대해 항복하는 쪽이 적대행동을 할 수 없다는 이유로 더 진행하지 않겠다고 밝힌다.,"앞선 결과는 행위자와 상태가 소멸한 완전 종결 상태가 아니다. 출력은 항복과 후속 사건이 양립할 수 없다는 새 전제를 넣어, 계속하라는 요구의 대상 경로를 제거했다. 그 중단을 허용하는 원규칙은 확인되지 않는다.",미로그 후보의 활성 여부나 이미 완전 종료된 경로의 적용 문제와 구분한다. 해석상 중단 사유를 설명했다는 것만으로 계속 처리한 것이 되지는 않는다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,GEM-16-SEM2-T3_PARENT_COVERAGE,위반,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-029,GEM-10,Previous parent-path coverage,4,U,14–24,이전 후보 전부와 대표 상태로그 중 어느 집합이 4턴 부모였는가?,3턴의 대표 세 상태로그는 4턴의 세 경로와 대응한다. 하지만 3턴의 추가 후보들까지 다음 턴의 부모로 유지하는 규칙은 충분히 지정되지 않았다.,대표 세 경로의 계속 처리는 확인되지만 전체 활성 부모 집합을 확정할 수 없다. 동일한 세 표제가 남았다는 이유만으로 전체 범위를 C로 올리지 않는다.,수치 승계나 이미 종결된 부모의 별도 문제도 이 항목 하나로 해결되지 않는다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/10.pdf,af69ef34182f9377e7841f1d52bead035465690250852c6534352750132c57a1,A2-GEM-10-T4_PARENT_COVERAGE,판정 불가,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-030,PER-13,Initial actor-setting compatibility,T1,C,"1–4, 핵심 2–3",미국의 행동대안과 선택 근거가 미국 프로필과 맞는가?,"미국 대안은 1쪽이 아니라 2쪽부터 나온다. 봉쇄·군사행동·공개외교 및 비공개 교섭을 제시하고, 군사 대안에서는 불완전한 제거와 보복 가능성도 인정한다. 3쪽의 주요 조합은 봉쇄이다.",관련 기관의 우선순위와 제한을 연결한 설명으로 초기 설정에 양립한다. 소련 설명으로 시작하는 1쪽 발췌만 보고 미국의 적합성을 판정하면 안 된다.,기존 카드의 대표 페이지를 2–3쪽으로 보완해야 한다. 외부 인용과 예상 수치의 타당성은 이 C가 보증하지 않는다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/13.%20Strategic%20Analysis%20of%20Current%20Event_%20Soviet%20Nuclea.pdf,5b712a6d1b6c251a9027e011f4e6250e2f6c80a5620bdb283829af5f25f3900f,SEM-B-V2-PER-13-T1_US_ROLE,준수,AI,,,,,"For both the United States and the Soviet Union, identify 2-3 'realistic and plausible' alternative strategic actions for the current event, and for each alternative, clearly state the rationale based on the JSON information.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님); 근거 위치 또는 설명 보완
HR-031,PER-02,Initial actor-setting compatibility,T1,V,1–3,"군사 대안의 근거가 목표를 말한 것인가, 완전한 결과를 보장한 것인가?",1쪽 표는 보복 위험을 인정하면서도 미사일 파괴를 보장한다는 식으로 대안을 정당화한다.,여기서는 상대적 선호나 목표를 넘어 결과를 단정한다. 보복 위험의 인정은 제거가 불완전할 수 있다는 별도의 제약을 충족하는 설명이 아니다.,"행동 선택 자체를 금지한 것이 아니며, every guarantee라는 키워드 규칙을 적용한 것도 아니다.",,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/2.%20Strategic%20Options%20Analysis_%20U.S.%20Discovery%20of%20Sovi.pdf,bdd671738db7d1f126dbe72a53027c5970ac761a90731b39a00766aa34082e53,SEM-B-V2-PER-02-T1_US_ROLE,위반,AI,,,,,"For both the United States and the Soviet Union, identify 2-3 'realistic and plausible' alternative strategic actions for the current event, and for each alternative, clearly state the rationale based on the JSON information.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-032,PER-26,Local alternative-pair generation,T4,C,13–16,4턴에서 각 기존 경로에 주요 조합과 추가 조합이 있는가?,"14·15·16쪽의 Plausible Paths 표가 세 부모 각각에 Most Plausible과 Alternative Path를 제시하고, 양측의 선택을 짝지어 구분한다.",각 부모 안에 두 개의 다른 행동 조합이 확인된다. 전체 세 표의 행은 이 국소 생성 요구의 직접 근거이다.,"표 속 과장된 결과 예측, 가중치 귀속, 수치 계산은 별도 진단 대상이다.",,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,SEM-B-V2-PER-26-T4_BRANCH,준수,AI,,,,,"For each 'scenario combination', specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-033,PER-20,Local alternative-pair generation,T3,V,11–14,3턴의 각 처리 부모 안에서 추가 행동 조합을 생성했는가?,세 가족 경로 각각에서 한 쌍의 선택과 상태 결과만 이어 쓴다. 11쪽 상단의 Alternative Path는 구분선 앞에 있으며 앞선 턴의 끝부분이다.,이전 턴에 있던 대안을 현재 턴의 추가 조합으로 세면 안 된다. 3턴 응답 범위에서는 각 부모의 추가 행동쌍을 확인할 수 없다.,이 항목은 PER-20의 부모 누락에 대한 별도 정정과 다른 질문이다. 국소 생성과 부모범위를 합산하지 않는다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/20.%20Strategic%20Analysis%20for%20Cuban%20Missile%20Crisis%20%28Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,SEM-B-V2-PER-20-T3_BRANCH,위반,AI,,,,,"For each 'scenario combination', specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-034,PER-17,Specified event decision conditions,T3,C,11–15,3턴 사건이 행동과 대응의 판단 근거로 쓰였는가?,"첫 경로는 사건에 대한 대응과 책임 설명, 강경 경로는 대립 심화, 외교 경로는 국제적 문제 제기와 책임 수습 선택을 제시한다.",지정 사건이 각각의 경로에서 선택 이유를 바꾼 전제로 드러난다. 사건 이후에도 협상을 제안할 수 있으므로 유일한 반응을 강제하지 않는다.,"수치 조건의 적용, 역할별 권한 인용, 결과의 필연성 표현은 별도의 검사이다.",,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/17.%20Strategic%20Decision%20Modeling_%20Cuban%20Missile%20Crisis%20%281%29.pdf,7fe13a44539c6e256f7983e49ac38b8a3e62df817de6878b69711ab3c0dd03c2,SEM-B-V2-PER-17-T3_EVENT,준수,AI,,,,,"A U.S. U-2 reconnaissance plane was shot down over Cuba, and the pilot was killed.",보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-035,PER-08,Specified event decision conditions,T4,U,13–17,4턴 복합 사건 전체의 결정조건 반영을 확인할 수 있는가?,"상태표는 일반적인 Strike 효과를 적용한다. 행동 이유에는 앞선 정찰기 사건이 중심이지만, 15쪽에는 잠수함 사건을 부인하며 휴전을 제안하는 대안과 DEFCON2를 압박으로 쓰는 설명도 실제로 있다.",새 사건이 전혀 없었다고 설명하면 원문과 다르다. 일부 반영은 확인되지만 소련의 상반된 공식 지시까지 포함한 핵심 조건들이 각 판단에 어떻게 사용됐는지 충분히 연결되지 않아 전체 항목은 U로 둔다.,사건명 누락만으로 V를 주거나 잠수함·DEFCON2 단어만으로 C를 주지 않는다. U를 유지하더라도 기존 이유는 부분 반영을 인정하도록 보완한다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/8.%20U.S.%20Strategic%20Alternatives.pdf,f28dfb54f3011bdc879738da1a4ca595625a79451f3ffd79b8d1ecaaf848223b,SEM-B-V2-PER-08-T4_EVENT,판정 불가,AI,,,,,A Soviet official meeting issued instructions to de-escalate the crisis while simultaneously preparing for all-out war. The Soviet nuclear submarine B-59 surfaced in response to U.S. depth charges. The U.S. issued DEFCON 2.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님); 근거 위치 또는 설명 보완
HR-036,PER-12,Previous parent-path coverage,T2,C,3–11,1턴에서 별도 상태를 기록한 세 경로를 2턴에서 모두 처리했는가?,"주요 경로, Aggressive Showdown, Diplomatic Gambit이 1턴에 별도 결과로 남고, 2턴에서도 같은 세 부모가 각자의 상태와 선택으로 이어진다.",이 단계의 명시 부모 세 개 모두를 현재 처리범위와 대응할 수 있다. 국가별 항목 순서나 새 대안 표제가 달라도 문맥상 연결이 유지된다.,계산된 값이 정확하거나 모든 후속 대안이 적합하다는 판정은 아니다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/12.%20Strategic%20Decision%20Modeling%20for%20Cuban%20Missile%20Cris.pdf,80fdaba7f1f0a872aecb0d610fb8bf792b288f88a30d14b3a6095def4627fcf5,SEM-B-V2-PER-12-T2_PARENT_COVERAGE,준수,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,보존 PDF의 이전 전체 추출문에서 지정 범위와 카드 발췌 대조,9월14일 카드 판정 유지(새로운 독립성·정확도 증명이 아님)
HR-037,PER-11,Previous parent-path coverage,T4,U,10–15,3턴 추가 후보마다 독립 결과가 있었고 4턴이 이를 누락한 것인가?,3턴에는 여러 조합을 제시하지만 모든 추가 조합에 별도 완결 상태가 있는 것은 아니다. 4턴은 세 가족 경로를 계속한다.,기존 카드의 모든 추가 후보에 개별 결과가 있다는 설명은 지나치게 강하다. 미로그 후보와 활성 부모의 경계가 불명확하므로 V를 유지하기보다 U로 구분한다.,대표 세 가족이 처리됐다고 전체 C도 아니다. 9월20일 재검토의 V→U와 동일한 처리이며 새 정정 건수로 중복 계산하지 않는다.,,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/11.%20__Strategic%20Action%20Options%20Analysis__.pdf,c4bde1b8fb8f558cb6480afe71d3266fb879254fed954e6dfde8cb0b248d2fbe,SEM-B-V2-PER-11-T4_PARENT_COVERAGE,위반,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,해시 일치 PDF의 신규 추출문 및 보존 추출문 대조; 화면 확인 범위는 별도 표시,9월14일 카드와 다름; 9월20일 판정기준 보완과 같은 방향
HR-038,PER-21,Previous parent-path coverage,T3,V,7–16,3턴이 2턴의 별도 결과 경로를 모두 이어받았는가?,2턴 주요 경로 안의 Alternative A는 독자적인 행동로그와 8쪽 상태(긴장 .60 등)를 갖는다. 다음 턴은 주요 대치·외교·강경 세 가족만 이어가며 이 별도 상태의 연속 경로를 남기지 않는다.,"이는 이름만 제시한 후보가 아니라 별도 결과를 가진 이전 경로의 누락이다. 다른 외교 경로가 존재한다고 같은 것이라고 할 수 없으며, 원문에 이들을 합치는 규칙이나 합병 설명도 없다.",표의 숫자 계산을 검증한 것은 아니다. 이 U→V 역시 9월20일 정정에 이미 포함되어 있다.,원본 PDF 7–8쪽 및 이후 턴 대조,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/21.%20Strategic%20Decision%20Model%20for%20Cuba%20Missile%20Crisis%20D.pdf,b4020fece93a951229c550c8ebadd25d6e2b12de5f793de110be6c9031874342,SEM-B-V2-PER-21-T3_PARENT_COVERAGE,판정 불가,AI,,,,,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,해시 일치 PDF의 신규 추출문 및 보존 추출문 대조; 화면 확인 범위는 별도 표시,9월14일 카드와 다름; 9월20일 판정기준 보완과 같은 방향
TRACE-CLA01,CLA-01,Conditional state arithmetic and rule conflict,4 / FINAL,V,22–23,같은 경로의 이전 상태에 명시한 두 효과를 적용하면 보고값이 나오는가?,"이전 상태는 (.85,.65,.70,1.00)이고, 결과는 Strong_Leadership와 Diplomatic_Success를 적용했다고 기록한다. 완전한 두 행을 합치고 0–1로 제한하면 (.75,.80,.85,1.00)이다. 출력은 (.75,.80,.80,1.00)이다.",여론 항목은 .70+.10+.05=.85이므로 기록 .80과 .05 차이가 난다. 다른 세 성분의 일치는 이 한 성분의 계산 불일치를 없애지 않는다.,"명명된 사건을 적용한다는 조건부 산술 판정이다. 행동–사건 대응이나 선택 이전 협상 금지의 예외를 승인하지 않으며, 전체 경로를 일괄 V로 분류하지 않는다.",원본 PDF 22–23쪽 화면과 별도 Decimal 재계산,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/1.%20Strategic%20Decision%20Modeling%20Protocol.pdf,40d5cae1d73766c272755651180a2bd68fc15bcba8e8b191d49ea919c615a314,local_trace,local discrepancy; full path not certified,AI,,,,,"comment: Cautions 1 = Values must be adjusted using max(0, min(1, value)) after calculation.
$.event_driven_adjustments.Diplomatic_Success.Tension = -0.05
$.event_driven_adjustments.Diplomatic_Success.Diplomatic_Support = 0.1
$.event_driven_adjustments.Diplomatic_Success.Public_Opinion = 0.05
$.event_driven_adjustments.Diplomatic_Success.Leadership_Unity = 0.05
$.event_driven_adjustments.Strong_Leadership.Tension = -0.05
$.event_driven_adjustments.Strong_Leadership.Diplomatic_Support = 0.05
$.event_driven_adjustments.Strong_Leadership.Public_Opinion = 0.1
$.event_driven_adjustments.Strong_Leadership.Leadership_Unity = 0.1",해시 일치 PDF의 신규 추출문 및 보존 추출문 대조; 화면 확인 범위는 별도 표시,기존 국소 불일치 진단을 이번 질문 범위의 V로 표시
TRACE-GEM28,GEM-28,Report 2 correspondence to its recorded last-turn values,4 / FINAL,V,14·20,최종 보고서가 자기 경로의 마지막 로그값을 그대로 설명했는가?,"20쪽은 마지막 턴의 로그에서 외교지지·여론·단결이 0이 되었다고 서술한다. 14쪽 같은 경로의 값은 미국 .30/.30/.10, 소련 .30/.25/.10으로 모두 0이 아니다.",문장이 나중에 가정한 별도 미래가 아니라 마지막 턴 로그의 내용이라고 명시하므로 수치 인용이 맞지 않는다.,해당 수치 설명의 국소 불일치이다. 최종 서사의 모든 문장이나 전체 120회 시나리오가 잘못됐다는 뜻은 아니다.,원본 PDF 14·20쪽 화면 대조,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/28.pdf,070afef4916b15e5e456ad4d640e3987cbea13c5d6a17385d09dcf7ffd7cae08,SUP-NARR-GEM-28-02,local discrepancy; full path not certified,AI,,,,,"Based on the accumulated simulation logs (turn-by-turn strategic actions, variable changes, and trigger occurrences) for each 'Scenario Combination' derived from previous turns, generate one complete scenario planning report for each combination.",해시 일치 PDF의 신규 추출문 및 보존 추출문 대조; 화면 확인 범위는 별도 표시,기존 국소 불일치 진단을 이번 질문 범위의 V로 표시
