requirement_id,source_file,json_path_or_page,original_requirement,type,applicability,expected_observable,decision_method,ambiguity,input_version,domain,actor,audit_rule_id
US-A03-TRIGGER02,actor_json/us_gpt.json,$.actors[2].behavior_algorithm.trigger_thresholds[1],"Hostile Soviet or Cuban military action: If U.S. forces come under attack – for example, a U-2 reconnaissance plane is shot down or a Soviet ship fires on the U.S. Navy – the Defense Department would treat it as the threshold for war and execute offensive operations at once, seeing further diplomacy as futile.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음. 대통령 승인 제약과 즉시 공격 지시가 충돌할 수 있음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Department of Defense (Sec. McNamara & Joint Chiefs),ACTOR-TRIGGER
US-A03-TRIGGER03,actor_json/us_gpt.json,$.actors[2].behavior_algorithm.trigger_thresholds[2],"Presidential go-order: Ultimately, a direct order from the Commander-in-Chief to initiate an attack is the final trigger. The Pentagon has plans queued up (air strike and invasion schedules) so that if Kennedy gives the word – say, if the quarantine fails to resolve the crisis by a set time – they will move immediately into action according to those pre-made plans:contentReference[oaicite:32]{index=32}.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Department of Defense (Sec. McNamara & Joint Chiefs),ACTOR-TRIGGER
US-A04-STANCE,actor_json/us_gpt.json,$.actors[3].stance,"Cautiously hawkish but divided. As of October 21, 1962, the American public is largely unaware of the secret missile crisis (the administration has not yet informed them of the Soviet missiles in Cuba):contentReference[oaicite:33]{index=33}. Generally, public sentiment supports a tough U.S. stance against any Soviet weapons in Cuba – reflecting anger at the idea of a Soviet threat so close to home and a belief in defending the Monroe Doctrine principle:contentReference[oaicite:34]{index=34}. However, this desire for strength is tempered by a deep fear of nuclear war. Opinion polls from September 1962 show that many Americans favored U.S. military action against Cuba in principle, but that support dropped dramatically if people thought such action might trigger a world war:contentReference[oaicite:35]{index=35}. In essence, the public’s stance is: “We must not let the Soviets get away with this in Cuba, but we also must avoid blowing up the world.” Once the crisis becomes public (after Oct 22), a rally-around-the-flag effect is likely, with strong initial support for the President’s quarantine decision – as long as it is seen as firm but not outright war.",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,stance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-IDEOLOGY,actor_json/us_gpt.json,$.actors[3].ideology,"Patriotic anti-communism mixed with survival instincts. The American public in 1962 broadly endorses the Cold War consensus of containing communism – they do not want the Soviet Union installing offensive weapons in the Western Hemisphere and many feel the U.S. must assert its power. At the same time, average citizens are acutely aware of the horrors of nuclear war (doing ""duck and cover"" drills and building fallout shelters). Thus, their “ideology” is not monolithic: it’s a mix of strong anti-Soviet, pro-national security sentiment and a hope to live in peace. They support the idea of the U.S. standing tough (""not appeasing"" Moscow), but also favor any solution that can resolve the crisis without war, reflecting a practical desire to survive.",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,ideology에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-RISK_TOLERANCE,actor_json/us_gpt.json,$.actors[3].risk_tolerance,low,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,risk_tolerance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-CONFLICT_AVOIDANCE,actor_json/us_gpt.json,$.actors[3].conflict_avoidance,high,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,conflict_avoidance에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-DIPLOMACY_PREFERENCE,actor_json/us_gpt.json,$.actors[3].diplomacy_preference,medium,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,diplomacy_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-MILITARY_PREFERENCE,actor_json/us_gpt.json,$.actors[3].military_preference,medium,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 제안·행동,military_preference에 맞는 판단 근거와 목표 간 절충이 실제 대안·행동에 반영됨,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,정성/숫자 선호를 절대 금지 또는 선택확률로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-PREFERENCE
US-A04-POWER,actor_json/us_gpt.json,$.actors[3].power_weight,0.15,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 국내 의사결정 조합·선택,해당 영향력 값을 사용한 선택 근거; 수식이 제공된 경우에 한해 재계산,값 인용·계산식이 노출된 부분만 독립 검산. 정의되지 않은 선택확률·최다득표 규칙을 생성하지 않음.,국가수준 권력비중의 실제 집계·효용 결합·샘플링 알고리즘이 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-WEIGHT
US-A04-GOAL01,actor_json/us_gpt.json,$.actors[3].goals[0],"Remove the immediate nuclear threat from Cuba – Americans want the Soviet missiles gone so that U.S. cities are safe from attack. Once they learn of the missiles (which will occur on Oct 22), a top public priority will be that those weapons be eliminated, one way or another, to restore their sense of security.",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-GOAL
US-A04-GOAL02,actor_json/us_gpt.json,$.actors[3].goals[1],Avoid a catastrophic war with the Soviet Union. Preserving peace (or at least avoiding a nuclear exchange) is a fundamental goal for the public. People do not want their country or families subjected to nuclear holocaust over Cuba; in polls a majority would not support an invasion if they believed it would lead to world war:contentReference[oaicite:36]{index=36}.,선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-GOAL
US-A04-GOAL03,actor_json/us_gpt.json,$.actors[3].goals[2],"Uphold American honor and the policy of containment. There is a widespread feeling that the U.S. must not appear weak. Many Americans remember President Kennedy’s earlier statements that the U.S. would not tolerate offensive missiles in Cuba, so they expect him to act. They also want communism checked in the Americas. In short, the public wants the U.S. to come out of the crisis having stood firm against the USSR (and ideally having dealt a setback to communism, such as by forcing the removal of the weapons or even seeing Castro humbled).",선호·목표,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 선택,목표를 추구하거나 다른 명시 목표와의 절충을 보여 주는 선택·이유,인간 검토: 각 선택의 목표·위험·타협 근거와 대안의 상대적 우선순위를 대조. 선호와 다른 행동 하나 또는 불리한 결말만으로 위반 처리하지 않음.,목표 달성의 실패는 그 자체로 준수 위반이 아님.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-GOAL
US-A04-CONSTRAINT01,actor_json/us_gpt.json,$.actors[3].constraints[0],"Lack of information and reliance on leadership: The public is operating in the dark until official communications are made. By Oct 21, they have no confirmed knowledge of the missiles (the White House deliberately kept it secret:contentReference[oaicite:37]{index=37}), so public opinion is speculative and heavily influenced by whatever signals or rumors emerge. They must trust the President once he addresses them, as he controls the flow of facts about the crisis.",정보 접근 조건,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",관찰자·공적 서사의 지식과 해당 행위자가 접근 가능한 정보의 구분이 필요.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-INFO
US-A04-CONSTRAINT02,actor_json/us_gpt.json,$.actors[3].constraints[1],"Fear of nuclear war and casualty aversion: The terrifying prospect of nuclear war strongly constrains public support for aggressive action. Polling shows that if Americans think attacking Cuba could lead to World War III, most oppose it:contentReference[oaicite:38]{index=38}. This anxiety acts as a break on how far public opinion will go in endorsing military solutions – people want the missiles gone, but not at the cost of a nuclear exchange. Similarly, memories of World War II destruction and the knowledge of nuclear bombs make the public cautious about rushing into conflict.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-CONSTRAINT
US-A04-CONSTRAINT03,actor_json/us_gpt.json,$.actors[3].constraints[2],"Diverse domestic political voices: Public opinion is not uniform; it’s shaped by political leaders and media. For example, Republican critics are loudly demanding forceful action in Cuba:contentReference[oaicite:39]{index=39}, which can sway part of the public to be more hawkish. On the other hand, some voices in media or among the public urge restraint to avoid war. This mix means the administration faces both encouragement and pressure from different segments of society. Overall, though, in a crisis most Americans tend to rally behind the President initially, granting him some leeway – so long as they perceive he is acting to protect the country.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 조건이 성립하는 행동·대안,해당 제약을 반영한 행동 및 제한·승인·정보 상태,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",상황·위험·자원상의 제약으로 코딩. 모든 위험행동의 절대 금지로 해석하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-CONSTRAINT
US-A04-DECISION_RULE,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.decision_rule,"Collective sentiment coalesces based on perceived efficacy and risk of U.S. actions. In effect, public support will be high for policies that promise to remove the Cuban missile threat without a high likelihood of war, and will drop if policies seem to invite nuclear conflict. When informed, the majority of Americans ‘decide’ their stance by following a common-sense rule: support strong action up to the point that their personal survival is not gravely endangered. They rally behind firm leadership, but if events suggest that war is spiraling out of control, public opinion would quickly shift to demand de-escalation or a diplomatic resolution.",수행 절차·출력 형식,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 대안 평가·선택,실제 대안의 비교·선택 근거에 의사결정 방식/효용 성분이 반영됨,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",효용 성분의 측정값/척도 또는 연산식이 없으면 효용 최적화 성공으로 판정할 수 없음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-DECISION
US-A04-UTILITY_FORMULA,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.utility_formula,"Public utility ~ (security achieved – war risk incurred). In other words, the public weighs the benefit of eliminating the Soviet missiles and protecting the homeland against the potential cost in lives and cities if war breaks out. Key variables include: (1) Confidence that U.S. actions will succeed in removing the threat; (2) Perceived risk of nuclear war or American casualties; (3) Trust in the President’s handling of the situation; (4) Alignment with American values (e.g., not appeasing the enemy, maintaining national pride). If a course of action can solve the crisis with low risk (e.g., a peaceful Soviet withdrawal), it has very high utility to the public. A course that might provoke nuclear war has deeply negative utility, no matter the strategic gain.",가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 행위자의 대안 평가·선택,실제 대안의 비교·선택 근거에 의사결정 방식/효용 성분이 반영됨,구체적 성분값·척도·연산식이 모두 기록된 경우 Python 계산. 함수 f(...) 또는 미정 계수/성분은 정성 근거 대조 및 판정 불가.,효용 성분의 측정값/척도 또는 연산식이 없으면 효용 최적화 성공으로 판정할 수 없음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-DECISION
US-A04-WEIGHT-personal_survival,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.priority_weights.personal_survival,0.4,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-WEIGHT
US-A04-WEIGHT-national_security,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.priority_weights.national_security,0.3,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-WEIGHT
US-A04-WEIGHT-principles_and_patriotism,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.priority_weights.principles_and_patriotism,0.2,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-WEIGHT
US-A04-WEIGHT-international_opinion,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.priority_weights.international_opinion,0.1,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 효용 평가,선택 근거에서 해당 효용 성분의 상대적 중요성 반영; 노출된 수치만 재계산,값·성분·집계식이 확인된 경우에만 재계산. 완전한 식이 없으면 수치준수 판정 불가.,가중치가 선택확률을 뜻하지 않음. 명시되지 않은 정규화 합=1 규칙을 추가하지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-WEIGHT
US-A04-TRIGGER01,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.trigger_thresholds[0],"Official revelation of the threat: When President Kennedy informs the nation of the missiles (triggered on Oct 22), public opinion is galvanized – there is a surge of support for taking action to resolve the crisis. The knowledge of a clear and present danger triggers a rally-around-the-flag effect, with most Americans backing the President’s quarantine and demands to remove the missiles.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-TRIGGER
US-A04-TRIGGER02,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.trigger_thresholds[1],"Expectation of nuclear war becomes high: If the crisis visibly escalates toward imminent war (for instance, if news reports indicate that Soviet ships and U.S. Navy vessels clash or if evacuations begin), public mood could shift to panic and a strong desire to avoid annihilation. This threshold – the belief that “war is likely within days” – would trigger public pressure on leaders to find a peaceful compromise or to do everything possible to back down from the brink.:contentReference[oaicite:40]{index=40}In contrast, as long as people believe war can be avoided, they are willing to endure confrontation. Thus, perceived war probability is a key trigger: low perceived risk keeps them resolved; high perceived risk makes them favor de-escalation.",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-TRIGGER
US-A04-TRIGGER03,actor_json/us_gpt.json,$.actors[3].behavior_algorithm.trigger_thresholds[2],"Outcome of first U.S.-Soviet showdown: The public’s reaction will also be triggered by early results of U.S. action. For example, if the naval quarantine stops Soviet ships without incident and appears to be working, the public will grow more confident and continue to support a firm line. If, however, the Soviets refuse to budge or an American plane is shot down, those events would trigger intense public reactions (either anger and a demand for retaliation, or increased fear). In short, success or failure in the initial phase of the crisis will quickly reset public opinion either toward greater hawkishness (if the U.S. seems to be succeeding at low cost) or toward alarm (if the conflict worsens).",조건부 규칙,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 원문 trigger 전건이 성립한 경우,전건 성립 시 원문에 명시된 준비·검토·협상·행동 변화,"인간 검토: 해당 행위자의 제안·선택·행동·이유 및 조건 성립을 원문 인용으로 대조. 자기진술은 증거로 사용하지 않음. 명백한 반대 행동만 위반, 관찰 부족/충돌은 판정 불가.",조건의 의미와 실제 성립 여부는 인간 검토; may/consider/prefer를 필수 실행으로 바꾸지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,역할·행동 통제,Public Opinion (U.S. populace at large),ACTOR-TRIGGER
US-EFFECT-military_alert-tension,actor_json/us_gpt.json,$.effect_rules.military_alert.tension,0.3,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 actor effect_rule이 적용되는 경우,행동과 명시 effect의 대응 및 적용 전후 값,효과가 증분인지 상태 할당인지·초기값인지 원기록에서 확정된 경우만 계산. 추정하지 않음.,actor effect_rules에 초기값 표시는 없음. 절대값/증분/초기값 의미와 VDM 우선순위가 불명확; diplomatic_room과 diplomatic_support의 대응도 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,행동–VDM 효과,,ACTOR-EFFECT-AMBIGUITY
US-EFFECT-military_alert-leadership_unity,actor_json/us_gpt.json,$.effect_rules.military_alert.leadership_unity,0.8,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 actor effect_rule이 적용되는 경우,행동과 명시 effect의 대응 및 적용 전후 값,효과가 증분인지 상태 할당인지·초기값인지 원기록에서 확정된 경우만 계산. 추정하지 않음.,actor effect_rules에 초기값 표시는 없음. 절대값/증분/초기값 의미와 VDM 우선순위가 불명확; diplomatic_room과 diplomatic_support의 대응도 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,행동–VDM 효과,,ACTOR-EFFECT-AMBIGUITY
US-EFFECT-public_appeal-public_opinion,actor_json/us_gpt.json,$.effect_rules.public_appeal.public_opinion,0.5,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 actor effect_rule이 적용되는 경우,행동과 명시 effect의 대응 및 적용 전후 값,효과가 증분인지 상태 할당인지·초기값인지 원기록에서 확정된 경우만 계산. 추정하지 않음.,actor effect_rules에 초기값 표시는 없음. 절대값/증분/초기값 의미와 VDM 우선순위가 불명확; diplomatic_room과 diplomatic_support의 대응도 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,행동–VDM 효과,,ACTOR-EFFECT-AMBIGUITY
US-EFFECT-covert_detection-tension,actor_json/us_gpt.json,$.effect_rules.covert_detection.tension,0.3,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 actor effect_rule이 적용되는 경우,행동과 명시 effect의 대응 및 적용 전후 값,효과가 증분인지 상태 할당인지·초기값인지 원기록에서 확정된 경우만 계산. 추정하지 않음.,actor effect_rules에 초기값 표시는 없음. 절대값/증분/초기값 의미와 VDM 우선순위가 불명확; diplomatic_room과 diplomatic_support의 대응도 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,행동–VDM 효과,,ACTOR-EFFECT-AMBIGUITY
US-EFFECT-covert_detection-diplomatic_room,actor_json/us_gpt.json,$.effect_rules.covert_detection.diplomatic_room,0.65,가중치·수치 계산,실행의 actor JSON 버전이 본 파일로 식별되거나 내용상 일치가 확인된 경우; 미확인 시 조건부 대조 / 해당 actor effect_rule이 적용되는 경우,행동과 명시 effect의 대응 및 적용 전후 값,효과가 증분인지 상태 할당인지·초기값인지 원기록에서 확정된 경우만 계산. 추정하지 않음.,actor effect_rules에 초기값 표시는 없음. 절대값/증분/초기값 의미와 VDM 우선순위가 불명확; diplomatic_room과 diplomatic_support의 대응도 명시되지 않음.,0c6701c7923ff3bb5e06413fe5d460da7c91a3422d26d3944f84b0f0fae2e15f,행동–VDM 효과,,ACTOR-EFFECT-AMBIGUITY
