check_id,reference_field,historical_extraction_reference,extraction_availability,alternative_source_file,alternative_source_commit,alternative_source_url,alternative_source_sha256,recorded_page,recorded_excerpt_field,recorded_excerpt_nonempty,fixed_label_aggregation_requires_missing_extraction,full_window_or_coverage_equivalence_certified,alternative_status
CLA-11-SEM2-T4_BRANCH,evidence_file,cla_gem2_evidence/CLA-11-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,22-29,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-11-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-11-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,22-29,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-11-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-11-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,22-29,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-11-SEM2-T2_EVENT,evidence_file,cla_gem2_evidence/CLA-11-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,8-15,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-11-SEM2-T3_EVENT,evidence_file,cla_gem2_evidence/CLA-11-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,15-22,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-11-SEM2-T4_EVENT,evidence_file,cla_gem2_evidence/CLA-11-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,22-29,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T1_US_ROLE,evidence_file,cla_gem2_evidence/CLA-12-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,1-4,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T1_SU_ROLE,evidence_file,cla_gem2_evidence/CLA-12-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,1-4,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T2_BRANCH,evidence_file,cla_gem2_evidence/CLA-12-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,8-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,8-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,8-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T3_BRANCH,evidence_file,cla_gem2_evidence/CLA-12-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,14-21,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T3_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,14-21,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T3_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,14-21,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T4_BRANCH,evidence_file,cla_gem2_evidence/CLA-12-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,21-28,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,21-28,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-12-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,21-28,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T2_EVENT,evidence_file,cla_gem2_evidence/CLA-12-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,8-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T3_EVENT,evidence_file,cla_gem2_evidence/CLA-12-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,14-21,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-12-SEM2-T4_EVENT,evidence_file,cla_gem2_evidence/CLA-12-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,21-28,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T1_US_ROLE,evidence_file,cla_gem2_evidence/CLA-13-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,1-5,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T1_SU_ROLE,evidence_file,cla_gem2_evidence/CLA-13-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,1-5,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T2_BRANCH,evidence_file,cla_gem2_evidence/CLA-13-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,9-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,9-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,9-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T3_BRANCH,evidence_file,cla_gem2_evidence/CLA-13-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,14-20,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T3_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,14-20,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T3_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,14-20,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T4_BRANCH,evidence_file,cla_gem2_evidence/CLA-13-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,20-26,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,20-26,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T4_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-13-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,20-26,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T2_EVENT,evidence_file,cla_gem2_evidence/CLA-13-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,9-14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T3_EVENT,evidence_file,cla_gem2_evidence/CLA-13-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,14-20,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-13-SEM2-T4_EVENT,evidence_file,cla_gem2_evidence/CLA-13-T4.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,20-26,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T1_US_ROLE,evidence_file,cla_gem2_evidence/CLA-14-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,1-8,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T1_SU_ROLE,evidence_file,cla_gem2_evidence/CLA-14-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,1-8,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T2_BRANCH,evidence_file,cla_gem2_evidence/CLA-14-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,11-16,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-14-T1.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,11-16,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T2_BRANCH,coverage_evidence_files,cla_gem2_evidence/CLA-14-T2.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,11-16,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
CLA-14-SEM2-T3_BRANCH,evidence_file,cla_gem2_evidence/CLA-14-T3.txt,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16-21,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
