check_id,run_id,source_file,page,turn,branch,actor,variable,requirement_id,domain,unit,status,reported_value,recomputed_value,evidence,reason,method,uncertainty,human_review_required,numeric_comparison_status,extraction,candidate_only,review_completed
PDFIUM-CLA-24-N-00029,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,7,1,Combination 1,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.61,0.61,• leadership_unity: 0.61 (0.7 * 0.8 + 0.05 = 0.56 + 0.05 = 0.61),"명시 산식 0.7 * 0.8 + 0.05 = 0.61; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00040,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,8,1,Combination 2,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,"• tension: 1.0 (0.5 + 0.15 + 0.45 = 1.10, clamped to 1.0)","명시 산식 0.5 + 0.15 + 0.45 = 1.1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00043,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,8,1,Combination 2,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.65,0.65,• diplomatic_support: 0.65 (0.7 - 0.05 + 0.0 = 0.65),"명시 산식 0.7 - 0.05 + 0.0 = 0.65; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00046,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,8,1,Combination 2,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,• public_opinion: 0.55 (0.6 - 0.05 + 0.0 = 0.55),"명시 산식 0.6 - 0.05 + 0.0 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00049,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,8,1,Combination 2,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,판정 불가,"0.46 (0.7 - 0.10 = 0.6, then * 0.65 = 0.39, but applying sequentially: 0.7 - 0.10 = 0.6, then Soviet military_alert multiplies existing by 0.65, so 0.6 * 0.65 = 0.39)",,"• leadership_unity: 0.46 (0.7 - 0.10 = 0.6, then * 0.65 = 0.39, but applying sequentially: 0.7 - 0.10 = 0.6, then Soviet military_alert multiplies existing by 0.65, so 0.6 * 0.65 = 0.39)",평균·정성·추가 조정의 완전한 식이 없음,Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. ,예,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00059,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,9,1,Combination 3,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.9,0.9,• tension: 0.90 (0.5 - 0.05 + 0.45 = 0.90),"명시 산식 0.5 - 0.05 + 0.45 = 0.9; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00062,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,9,1,Combination 3,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,"• diplomatic_support: 0.48 (0.7 + 0.10 = 0.8, then * 0.6 = 0.48)","명시 산식 (0.7 + 0.10)*(0.6) = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00065,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,9,1,Combination 3,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.65,0.65,• public_opinion: 0.65 (0.6 + 0.05 + 0.0 = 0.65),"명시 산식 0.6 + 0.05 + 0.0 = 0.65; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00068,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,9,1,Combination 3,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.75,0.75,• leadership_unity: 0.75 (0.7 + 0.05 + 0.0 = 0.75),"명시 산식 0.7 + 0.05 + 0.0 = 0.75; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00103,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 1,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,판정 불가,"0.60 (0.75 - 0.05 - 0.05 = 0.65, further reduced by mutual diplomacy)",,"• tension: 0.60 (0.75 - 0.05 - 0.05 = 0.65, further reduced by mutual diplomacy)",평균·정성·추가 조정의 완전한 식이 없음,Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. ,예,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00106,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 1,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,• diplomatic_support: 1.0 (0.80 + 0.10 + 0.10 = 1.0),"명시 산식 0.80 + 0.10 + 0.10 = 1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00109,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 1,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.75,0.75,• public_opinion: 0.75 (0.65 + 0.05 + 0.05 = 0.75),"명시 산식 0.65 + 0.05 + 0.05 = 0.75; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00112,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 1,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.71,0.71,• leadership_unity: 0.71 (0.61 + 0.05 + 0.05 = 0.71),"명시 산식 0.61 + 0.05 + 0.05 = 0.71; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00122,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 2,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.63,0.63,• diplomatic_support: 0.63 (0.65 - 0.02 = 0.63),"명시 산식 0.65 - 0.02 = 0.63; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00125,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 2,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.53,0.53,• public_opinion: 0.53 (0.55 - 0.02 = 0.53),"명시 산식 0.55 - 0.02 = 0.53; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00128,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,15,2,Combination 2,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.39,0.39,• leadership_unity: 0.39 (0.39 - 0.05 + 0.05 = 0.39),"명시 산식 0.39 - 0.05 + 0.05 = 0.39; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00135,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,16,2,Combination 3,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,• tension: 1.0 (0.90 + 0.05 + 0.05 = 1.0),"명시 산식 0.90 + 0.05 + 0.05 = 1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00138,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,16,2,Combination 3,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.44,0.44,• diplomatic_support: 0.44 (0.48 - 0.02 - 0.02 = 0.44),"명시 산식 0.48 - 0.02 - 0.02 = 0.44; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00141,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,16,2,Combination 3,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.63,0.63,• public_opinion: 0.63 (0.65 - 0.02 = 0.63),"명시 산식 0.65 - 0.02 = 0.63; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00144,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,16,2,Combination 3,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.7,0.7,• leadership_unity: 0.70 (0.75 - 0.05 = 0.70),"명시 산식 0.75 - 0.05 = 0.7; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00176,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 1,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,위반,0.6,0.65,• tension: 0.60 (0.60 + 0.15 - 0.05 - 0.05 = 0.65),"명시 산식 0.60 + 0.15 - 0.05 - 0.05 = 0.65; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00181,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 1,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,위반,0.75,0.7,• public_opinion: 0.75 (0.75 - 0.10 + 0.05 = 0.70),"명시 산식 0.75 - 0.10 + 0.05 = 0.7; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00184,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 1,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.71,0.71,• leadership_unity: 0.71 (0.71 - 0.05 + 0.05 = 0.71),"명시 산식 0.71 - 0.05 + 0.05 = 0.71; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00192,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 2,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,• diplomatic_support: 0.48 (0.63 - 0.05 - 0.10 = 0.48),"명시 산식 0.63 - 0.05 - 0.10 = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00195,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 2,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.38,0.38,• public_opinion: 0.38 (0.53 - 0.05 - 0.10 = 0.38),"명시 산식 0.53 - 0.05 - 0.10 = 0.38; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00198,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,22,3,Combination 2,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.19,0.19,• leadership_unity: 0.19 (0.39 - 0.10 - 0.10 = 0.19),"명시 산식 0.39 - 0.10 - 0.10 = 0.19; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00204,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,23,3,Combination 3,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.37,0.37,• diplomatic_support: 0.37 (0.44 - 0.05 - 0.02 = 0.37),"명시 산식 0.44 - 0.05 - 0.02 = 0.37; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00207,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,23,3,Combination 3,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.63,0.63,• public_opinion: 0.63 (0.63 + 0.05 - 0.05 = 0.63),"명시 산식 0.63 + 0.05 - 0.05 = 0.63; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00210,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,23,3,Combination 3,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.65,0.65,• leadership_unity: 0.65 (0.70 - 0.05 = 0.65),"명시 산식 0.70 - 0.05 = 0.65; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00244,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,28,4,Combination 1,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.65,0.65,• tension: 0.65 (0.65 + 0.10 - 0.05 - 0.05 = 0.65),"명시 산식 0.65 + 0.10 - 0.05 - 0.05 = 0.65; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00249,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,28,4,Combination 1,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.8,0.8,• public_opinion: 0.80 (0.70 + 0.05 + 0.05 = 0.80),"명시 산식 0.70 + 0.05 + 0.05 = 0.8; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00252,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,28,4,Combination 1,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.81,0.81,• leadership_unity: 0.81 (0.71 + 0.05 + 0.05 = 0.81),"명시 산식 0.71 + 0.05 + 0.05 = 0.81; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-CLA-24-N-00258,CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,29,4,Combination 2,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.33,0.33,• diplomatic_support: 0.33 (0.48 - 0.05 - 0.10 = 0.33),"명시 산식 0.48 - 0.05 - 0.10 = 0.33; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
