check_id,run_id,source_file,source_sha256,page,page_end,turn,turn_precision,branch,unit,requirement_id,domain,rule_file,rule_path,rule_type,applicability,expected_observation,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,limitation_category,human_review_required,input_version_caveat,does_not_certify,source_page_text
GEM-15-EU-007-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,11,11,T3,fixed source-reviewed result-block assignment,"Result Log Scenario Context: Secret negotiations had just begun when the U-2 was shot down, killing the pilot. This event shatters the fragile progress. The U.S. DoD's trigger for this exact event is ""execute offensive operations at once"". With Leadership Unity collapsing, the pressure to retaliate becomes immense. The Soviets, to save the talks, will likely deflect blame. The most plausible path is a U.S. retaliatory strike met by a Soviet denial of responsibility. Selected Actor: United States Selected Action: Execute Retaliatory Air Strike (Interpreted as ""Strike"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Failure,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Failure,,"Selected Actor: Soviet Union Selected Action: Claim Cuban Responsibility / Deny Orders (Interpreted as ""Diplomatic_Failure"" as it fails to de-escalate) Predicted Variable Change: tension [+0.25], diplomatic_support [-0.15], public_opinion [-0.10], leadership_unity [-0.15] Generated Triggers: Variable Trigger (Tension): The variable has reached 0.85 (clamped to 1.0), crossing the >= 0.8 threshold. Policy is now ""Diplomatic Negotiation Disabled, Military Options Preferred"". Variable Trigger (Leadership Unity): The variable has fallen to 0.40, crossing the <= 0.5 threshold and triggering ""Decision Delay, Radical Policy Preference"". Soviet Trigger: A U.S. attack on Cuba will trigger Khrushchev's order to ""Initiate military response, including possible tactical nuclear use"". [",미국의 실제 보복 공습과 소련의 책임 부인이 완화에 실패하는 선택 쌍을 명시한다. 실패한 회담 진전과 단순 부인을 구분했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EU-008-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,12,12,T3,fixed source-reviewed result-block assignment,"Result Log Scenario Context: Following the exposure of their lies and the successful U.S. interception, the Soviets have now shot down a U.S. plane. For the U.S., this is the final provocation. The Tension variable crosses the critical 0.8 threshold, making aggressive military action the default policy. The most plausible path is for the U.S. to launch the air strikes it has been preparing for, while the Soviets, anticipating the assault, prepare their designated military response. Selected Actor: United States
Selected Action: Launch Full Air Strikes (Interpreted as ""Strike"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: Soviet Union Selected Action: Ready Tactical Nuclear Weapons for Retaliation (Interpreted as ""Defense_Prep"" event) Predicted Variable Change: tension [+0.20], diplomatic_support [-0.07], public_opinion [-0.07], leadership_unity [-0.15] Generated Triggers: Variable Trigger (Tension): The variable has reached 0.90 (clamped to 1.0), crossing the >= 0.8 threshold. ""Diplomatic Negotiation"" is now ""Disabled"". Variable Trigger (Leadership Unity): The variable has fallen to 0.30, indicating ""Severe Internal Conflict"". Variable Trigger (Public Opinion): The variable has fallen to 0.41, moving closer to the <=0.4 ""Collapse Risk"" threshold. [",소련은 실제 공격 전 전술핵을 준비하고 미국은 공습을 실행한다(p11–12). 소련 준비와 미국 공격의 두 단계를 구별하여 공동 효과에 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EU-009-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,12,12,T3,fixed source-reviewed result-block assignment,"Result Log Scenario Context: A full-scale war is already underway. The U.S. is invading Cuba, and the Soviets have authorized tactical nuclear use. The downing of a U-2 is a predictable event in this context. The only plausible path is for the established war plans to proceed. The Soviets will use the nuclear weapons they have readied, and the U.S. must escalate its global alert status in response to the use of nuclear weapons. Selected Actor: United States Selected Action: Escalate to Strategic Alert (DEFCON 2) (Interpreted as ""Strike"" event due to its escalatory nature)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: Use of Tactical Nuclear Weapons (Interpreted as ""Strike"" event) Predicted Variable Change: tension [+0.30], diplomatic_support [-0.10], public_opinion [-0.10], leadership_unity [-0.20] Generated Triggers: All variables are now at or near their absolute minimums/maximums. The system has reached a state of total conflict. The primary trigger is the ""imminent_nuclear_war"" condition in the Soviet Presidium profile and the ""nuclear retaliation risk"" constraint for the U.S. President, both of which have now been realized. [",군사 보복·전술핵 실제 사용·양국 계속 공격·전략핵 발사를 기록한다. 공동 효과 합계 및 원문에 별도로 있는 미국 준비의 잘못된 Strike 분류는 추가 항목으로 분리했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EU-010-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,14,14,T4,fixed source-reviewed result-block assignment,"Result Log Scenario Context: In the midst of maximum tension and after a U.S. retaliatory strike, the Soviets have sent a mixed signal of de-escalation and preparation for war. The U.S. is at DEFCON 2. The most plausible path is that the ""de-escalate"" portion of the Soviet signal is a preamble to a concrete offer. President Kennedy, driven by his goal to avoid nuclear war, seizes this fragile opening. Selected Actor: United States Selected Action: Accept De-escalation Channel, Propose a Summit (Interpreted as ""Diplomatic_Success"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Offer Missile Withdrawal for Turkey Missile Removal and Non-Invasion Pledge (Interpreted as ""Diplomatic_Success"" event) Predicted Variable Change: tension [-0.10], diplomatic_support [+0.20], public_opinion [+0.10], leadership_unity [+0.10] Generated Triggers: Variable Trigger (Diplomatic Support): The variable has risen to 0.66. The state ""Diplomatic Negotiation Strongly Encouraged"" is reinforced, creating a positive feedback loop for negotiation. U.S. Trigger: A potential settlement that removes the missiles achieves Kennedy's primary goal (""Eliminate the threat"") while also avoiding war, aligning perfectly with his behavior algorithm. Soviet Trigger: A deal securing a non-invasion pledge for Cuba achieves Khrushchev's primary goal (""Deter U.S. invasion of Cuba"") and the removal of missiles in Turkey provides a face-saving victory to bolster his ""credibility"". [","소련이 회담 개시에 동의하고, 다른 단계에는 미국이 완화 채널을 수용해 정상회담을 제안하며 소련이 구체 철수 조건으로 호응한다. 실제 선택 쌍의 양자 진전이다. 4번 Tension 합산 오류와 별개다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EU-011-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,15,15,T4,fixed source-reviewed result-block assignment,"Result Log Scenario Context: The U.S. is in the middle of a full-scale air assault on Cuba. The Soviet de-escalation signal comes amidst this hot war. Given the extremely high tension, near-zero diplomatic support, and an ""Aggressive"" military posture, the U.S. military command is overwhelmingly likely to interpret the signal as a deceptive tactic. The most plausible path is for the attack to continue. Selected Actor: United States
Selected Action: Ignore Diplomatic Signal, Continue Full-Scale Attack (Interpreted as a ""Strike"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: Launch Retaliatory Strikes (Interpreted as a ""Strike"" event) Predicted Variable Change: tension [+0.30], diplomatic_support [-0.10], public_opinion [-0.10], leadership_unity [-0.20] Generated Triggers: Variable Trigger (Leadership Unity): The variable has fallen to 0.10, indicating a near-total collapse of coherent political leadership in favor of military command. Variable Trigger (Diplomatic Support): The variable has fallen to 0.16, meaning there is no international or internal support for any path other than war. U.S. / Soviet Trigger: The cycle of strike and retaliation has become self-sustaining. The primary trigger for both sides is now the other's military action, creating a feedback loop of pure conflict. [",군사 보복·전술핵 실제 사용·양국 계속 공격·전략핵 발사를 기록한다. 공동 효과 합계 및 원문에 별도로 있는 미국 준비의 잘못된 Strike 분류는 추가 항목으로 분리했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EU-012-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,15,15,T4,fixed source-reviewed result-block assignment,"Result Log Scenario Context: In the previous turn, tactical nuclear weapons were used. The crisis has already escalated past the point of political decision-making. The event of a Soviet ""de-escalation"" signal is not plausible in this narrative. The only logical event is the next step in the escalatory ladder: a strategic exchange. Selected Actor: United States Selected Action: Launch Full Strategic Strike (Interpreted as ""Strike"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: Launch Full Strategic Strike (Launch on Warning) (Interpreted as ""Strike"" event) Predicted Variable Change: tension [+0.00], diplomatic_support [-0.00], public_opinion [-0.00], leadership_unity [-0.00] Generated Triggers: All variables are at their minimum or maximum values and cannot change further. The simulation has reached its terminal state. The only active triggers are the automated war plans of both nations' strategic forces. [",군사 보복·전술핵 실제 사용·양국 계속 공격·전략핵 발사를 기록한다. 공동 효과 합계 및 원문에 별도로 있는 미국 준비의 잘못된 Strike 분류는 추가 항목으로 분리했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-15-EFFECT-EXTRA-001,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,8,8,T2,direct source review,Most Plausible Path,source finding,P-EFFECT-01,행동–효과 추가 대조,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments; normalization comments,조건부 규칙,,,위반,0.00,-.10,Strong_Leadership ... Diplomatic_Success ... tension [0.00],같은 조합의 미국 Strong_Leadership와 소련 Diplomatic_Success는 각각 Tension -.05인데 0으로 합산했다. 아래 고정 사건 집합을 Python Decimal로 별도 재계산한다.,AI source interpretation; calculation independently replayed where fully specified,True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,,"Based on the variable states from the previous turn and the events of Turn 2, the following result logs are 
generated for each scenario. All judgments and calculations are derived strictly from the provided JSON files.
Scenario 1: Most Plausible Path - Result Log
Scenario Context: Following the U.S. quarantine and a Soviet deterrent threat, the U.S. successfully intercepts 
a Soviet vessel without violence. This is interpreted as a ""Strong_Leadership"" event for the U.S. and a 
""Diplomatic_Failure"" for the USSR. The most plausible path is that the U.S. leverages this success to open 
secret talks while maintaining the quarantine, and the Soviets, seeing the blockade is real, agree to negotiate 
to achieve their core goals.
Selected Actor: United States
Selected Action: Maintain Quarantine & Open Backchannel (Interpreted as ""Strong_Leadership"" event)
Selected Actor: Soviet Union
Selected Action: Seek Secret Negotiations (Interpreted as ""Diplomatic_Success"" event, as they are agreeing to 
talks)
Predicted Variable Change: tension [0.00], diplomatic_support [+0.15], public_opinion [+0.15], 
leadership_unity [+0.15]
Generated Triggers:
Variable Trigger (Leadership Unity): The variable has risen to 0.55, crossing the > 0.5 threshold. The risk 
of ""Internal Division"" recedes, and policy shifts to ""Stable Decision"" and ""Restrained"" military action.
Variable Trigger (Diplomatic Support): The variable has risen to 0.61, crossing the > 0.5 threshold. 
""Diplomatic Negotiation"" is now ""Strongly Encouraged,"" and the ""Diplomatic Isolation"" trigger is removed.
[RECONFIRM VARIABLE STATUS]
tension: 0.60
diplomatic_support: 0.61
military_posture: Limited
public_opinion: 0.61
leadership_unity: 0.55
Scenario 2: Alternative Plausible Path A - Result Log
Scenario Context: The U.S. quarantine has exposed the Soviet ""Deny and Delay"" tactic as a lie by 
intercepting a vessel with military cargo. This is a major public embarrassment for the Soviets and a 
vindication for the U.S. The most plausible path is for the U.S. to use this proof to maximize public pressure, 
while the cornered Soviet leadership urgently seeks a secret deal to cut their losses.
Selected Actor: United States
Selected Action: Publicly Expose Soviet Deception (Interpreted as ""Strong_Leadership"" event)
Selected Actor: Soviet Union"
GEM-15-EFFECT-EXTRA-002,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,11,11,T3,direct source review,Most Plausible Path,source finding,VDM-CLAMP,행동–효과 추가 대조,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments; normalization comments,조건부 규칙,,,위반,1.00,.85,0.85 (clamped to 1.0),"원공식 max(0,min(1,.85))는 .85다. 임계값 .8을 넘었다는 사실은 값을1로 올리는 근거가 아니다.",AI source interpretation; calculation independently replayed where fully specified,True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,,"Based on the variable states from the previous turn and the event of Turn 3, the following result logs are 
generated for each scenario. All judgments and calculations are derived strictly from the provided JSON files.
Scenario 1: Most Plausible Path - Result Log
Scenario Context: Secret negotiations had just begun when the U-2 was shot down, killing the pilot. This 
event shatters the fragile progress. The U.S. DoD's trigger for this exact event is ""execute offensive 
operations at once"". With Leadership Unity collapsing, the pressure to retaliate becomes immense. The 
Soviets, to save the talks, will likely deflect blame. The most plausible path is a U.S. retaliatory strike met 
by a Soviet denial of responsibility.
Selected Actor: United States
Selected Action: Execute Retaliatory Air Strike (Interpreted as ""Strike"" event)
Selected Actor: Soviet Union
Selected Action: Claim Cuban Responsibility / Deny Orders (Interpreted as ""Diplomatic_Failure"" as it fails to 
de-escalate)
Predicted Variable Change: tension [+0.25], diplomatic_support [-0.15], public_opinion [-0.10], 
leadership_unity [-0.15]
Generated Triggers:
Variable Trigger (Tension): The variable has reached 0.85 (clamped to 1.0), crossing the >= 0.8 threshold. 
Policy is now ""Diplomatic Negotiation Disabled, Military Options Preferred"".
Variable Trigger (Leadership Unity): The variable has fallen to 0.40, crossing the <= 0.5 threshold and 
triggering ""Decision Delay, Radical Policy Preference"".
Soviet Trigger: A U.S. attack on Cuba will trigger Khrushchev's order to ""Initiate military response, including 
possible tactical nuclear use"".
[RECONFIRM VARIABLE STATUS]
tension: 1.00
diplomatic_support: 0.46
military_posture: Aggressive
public_opinion: 0.51
leadership_unity: 0.40
Scenario 2: Alternative Plausible Path A - Result Log
Scenario Context: Following the exposure of their lies and the successful U.S. interception, the Soviets have 
now shot down a U.S. plane. For the U.S., this is the final provocation. The Tension variable crosses the 
critical 0.8 threshold, making aggressive military action the default policy. The most plausible path is for the 
U.S. to launch the air strikes it has been preparing for, while the Soviets, anticipating the assault, prepare 
their designated military response.
Selected Actor: United States"
GEM-15-EFFECT-EXTRA-003,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,12,12,T3,direct source review,Alternative Plausible Path A,source finding,VDM-CLAMP,행동–효과 추가 대조,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments; normalization comments,조건부 규칙,,,위반,1.00,.90,0.90 (clamped to 1.0),"원공식 max(0,min(1,.90))는 .90다. 임계값 판단과 상태값 강제 상향을 혼동했다.",AI source interpretation; calculation independently replayed where fully specified,True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,,"Selected Action: Launch Full Air Strikes (Interpreted as ""Strike"" event)
Selected Actor: Soviet Union
Selected Action: Ready Tactical Nuclear Weapons for Retaliation (Interpreted as ""Defense_Prep"" event)
Predicted Variable Change: tension [+0.20], diplomatic_support [-0.07], public_opinion [-0.07], 
leadership_unity [-0.15]
Generated Triggers:
Variable Trigger (Tension): The variable has reached 0.90 (clamped to 1.0), crossing the >= 0.8 threshold. 
""Diplomatic Negotiation"" is now ""Disabled"".
Variable Trigger (Leadership Unity): The variable has fallen to 0.30, indicating ""Severe Internal Conflict"".
Variable Trigger (Public Opinion): The variable has fallen to 0.41, moving closer to the <=0.4 ""Collapse 
Risk"" threshold.
[RECONFIRM VARIABLE STATUS]
tension: 1.00
diplomatic_support: 0.26
military_posture: Aggressive
public_opinion: 0.41
leadership_unity: 0.30
Scenario 3: Alternative Plausible Path B - Result Log
Scenario Context: A full-scale war is already underway. The U.S. is invading Cuba, and the Soviets have 
authorized tactical nuclear use. The downing of a U-2 is a predictable event in this context. The only 
plausible path is for the established war plans to proceed. The Soviets will use the nuclear weapons they 
have readied, and the U.S. must escalate its global alert status in response to the use of nuclear weapons.
Selected Actor: United States
Selected Action: Escalate to Strategic Alert (DEFCON 2) (Interpreted as ""Strike"" event due to its escalatory 
nature)
Selected Actor: Soviet Union
Selected Action: Use of Tactical Nuclear Weapons (Interpreted as ""Strike"" event)
Predicted Variable Change: tension [+0.30], diplomatic_support [-0.10], public_opinion [-0.10], 
leadership_unity [-0.20]
Generated Triggers:
All variables are now at or near their absolute minimums/maximums. The system has reached a state of total 
conflict. The primary trigger is the ""imminent_nuclear_war"" condition in the Soviet Presidium profile and the 
""nuclear retaliation risk"" constraint for the U.S. President, both of which have now been realized.
[RECONFIRM VARIABLE STATUS]
tension: 1.00
diplomatic_support: 0.05"
GEM-15-EFFECT-EXTRA-004,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,12,12,T3,direct source review,Alternative Plausible Path B / United States,source finding,P-VDM-01,행동–효과 추가 대조,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments; normalization comments,조건부 규칙,,,위반,,,"Escalate to Strategic Alert (DEFCON 2) (Interpreted as ""Strike"" event due to its escalatory nature)",실제 소련 핵사용에 미국이 전략 경계 격상으로 대응하는 행동인데 경계 상승의 강도만으로 미국에도 Strike 효과를 부여한다. 같은 단계 공격 실행과 준비를 별개로 대조했다.,AI source interpretation; calculation independently replayed where fully specified,True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,,"Selected Action: Launch Full Air Strikes (Interpreted as ""Strike"" event)
Selected Actor: Soviet Union
Selected Action: Ready Tactical Nuclear Weapons for Retaliation (Interpreted as ""Defense_Prep"" event)
Predicted Variable Change: tension [+0.20], diplomatic_support [-0.07], public_opinion [-0.07], 
leadership_unity [-0.15]
Generated Triggers:
Variable Trigger (Tension): The variable has reached 0.90 (clamped to 1.0), crossing the >= 0.8 threshold. 
""Diplomatic Negotiation"" is now ""Disabled"".
Variable Trigger (Leadership Unity): The variable has fallen to 0.30, indicating ""Severe Internal Conflict"".
Variable Trigger (Public Opinion): The variable has fallen to 0.41, moving closer to the <=0.4 ""Collapse 
Risk"" threshold.
[RECONFIRM VARIABLE STATUS]
tension: 1.00
diplomatic_support: 0.26
military_posture: Aggressive
public_opinion: 0.41
leadership_unity: 0.30
Scenario 3: Alternative Plausible Path B - Result Log
Scenario Context: A full-scale war is already underway. The U.S. is invading Cuba, and the Soviets have 
authorized tactical nuclear use. The downing of a U-2 is a predictable event in this context. The only 
plausible path is for the established war plans to proceed. The Soviets will use the nuclear weapons they 
have readied, and the U.S. must escalate its global alert status in response to the use of nuclear weapons.
Selected Actor: United States
Selected Action: Escalate to Strategic Alert (DEFCON 2) (Interpreted as ""Strike"" event due to its escalatory 
nature)
Selected Actor: Soviet Union
Selected Action: Use of Tactical Nuclear Weapons (Interpreted as ""Strike"" event)
Predicted Variable Change: tension [+0.30], diplomatic_support [-0.10], public_opinion [-0.10], 
leadership_unity [-0.20]
Generated Triggers:
All variables are now at or near their absolute minimums/maximums. The system has reached a state of total 
conflict. The primary trigger is the ""imminent_nuclear_war"" condition in the Soviet Presidium profile and the 
""nuclear retaliation risk"" constraint for the U.S. President, both of which have now been realized.
[RECONFIRM VARIABLE STATUS]
tension: 1.00
diplomatic_support: 0.05"
GEM-16-EU-001-MAP,GEM-16,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,5,5,T1,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Institute a Naval Quarantine Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: Diplomatic Isolation, Internal Division Scenario Combination Name: Most Plausible Path ",p5에서 양국 행동을 Defense_Prep로 명시하며 봉쇄·고도 경계에 대응한다. 단순 수치 패턴으로 사건을 추정한 것이 아니다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-16-EU-002-MAP,GEM-16,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,5,5,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: Soviet Union Selected Action: Await U.S. Action While Placing Forces on High Alert Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: Diplomatic Isolation, Internal Division [",p5에서 양국 행동을 Defense_Prep로 명시하며 봉쇄·고도 경계에 대응한다. 단순 수치 패턴으로 사건을 추정한 것이 아니다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-16-EU-003-MAP,GEM-16,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,6,6,T1,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Hawkish Escalation Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States Selected Action: Launch an Immediate Air Strike Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: Diplomatic Isolation, Internal Division, Soviet Retaliation Scenario Combination Name: Hawkish Escalation Path ",p6은 실제 미국 공습 사건의 효과를 양국에 적용한다고 명시한다. 소련 칸의 Reacting을 독립 소련 공격이라고 바꾸지 않고 피해 사건의 귀속을 확인했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-16-EU-004-MAP,GEM-16,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,6,6,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Hawkish Escalation Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: (Reacting to U.S. Strike) Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: Diplomatic Isolation, Internal Division, Retaliation per War Plans (as per Armed Forces direct_attack threshold) [",p6은 실제 미국 공습 사건의 효과를 양국에 적용한다고 명시한다. 소련 칸의 Reacting을 독립 소련 공격이라고 바꾸지 않고 피해 사건의 귀속을 확인했다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-16-EU-005-MAP,GEM-16,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,7,7,T1,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Failed De-escalation Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep;$.event_driven_adjustments.Diplomatic_Failure,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep;Diplomatic_Failure,,"Selected Actor: United States Selected Action: Institute a Naval Quarantine (while rejecting backchannel offer) Predicted Variable Change: tension [+0.15], diplomatic_support [-0.12], public_opinion [-0.07], leadership_unity [-0.10] Generated Triggers: Diplomatic Isolation, Internal Division Scenario Combination Name: Failed De-escalation Path ",p6–7에서 봉쇄 시행과 미국이 소련 제안을 거절해 실패한 회담을 두 사건으로 명시한다. 공동 효과를 양국에 적용하는 방식은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
