run_id,phase,source_file,pages,available_response_pages,unit_status,review_completed,not_reviewed_reason
CLA-27,FINAL,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,28;29;30;31;32;33;34;35,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-28,T1,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-28,T2,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,8;9;10;11;12;13;14;15;16,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-28,T3,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,16;17;18;19;20;21;22;23;24,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-28,T4,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,24;25;26;27;28;29;30;31;32,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-28,FINAL,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,33;34;35;36;37;38;39;40;41;42;43;44,12,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-29,T1,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-29,T2,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,7;8;9;10;11;12;13;14,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-29,T3,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,14;15;16;17;18;19;20,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-29,T4,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,20;21;22;23;24;25;26;27,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-29,FINAL,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,29;30;31;32;33;34;35;36;37;38;39;40,12,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-30,T1,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-30,T2,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,8;9;10;11;12;13,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-30,T3,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,14;15;16;17;18;19,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-30,T4,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,19;20;21;22;23;24;25,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
CLA-30,FINAL,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,26;27;28;29;30;31;32;33;34;35;36,11,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-01,T1,runs/raw_logs/Gemini_2.5_Flash/1.pdf,1;2;3;4;5;6;7;8;9,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-01,T2,runs/raw_logs/Gemini_2.5_Flash/1.pdf,9;10;11;12;13;14,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-01,T3,runs/raw_logs/Gemini_2.5_Flash/1.pdf,15;16;17;18;19;20,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-01,T4,runs/raw_logs/Gemini_2.5_Flash/1.pdf,21;22;23;24,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-01,FINAL,runs/raw_logs/Gemini_2.5_Flash/1.pdf,25;26;27;28;29;30;31,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-02,T1,runs/raw_logs/Gemini_2.5_Flash/2.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-02,T2,runs/raw_logs/Gemini_2.5_Flash/2.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-02,T3,runs/raw_logs/Gemini_2.5_Flash/2.pdf,11;12;13;14,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-02,T4,runs/raw_logs/Gemini_2.5_Flash/2.pdf,15;16;17,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-02,FINAL,runs/raw_logs/Gemini_2.5_Flash/2.pdf,18;19;20;21;22;23;24,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-03,T1,runs/raw_logs/Gemini_2.5_Flash/3.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-03,T2,runs/raw_logs/Gemini_2.5_Flash/3.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-03,T3,runs/raw_logs/Gemini_2.5_Flash/3.pdf,11;12;13;14,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-03,T4,runs/raw_logs/Gemini_2.5_Flash/3.pdf,15;16;17;18,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-03,FINAL,runs/raw_logs/Gemini_2.5_Flash/3.pdf,19;20;21;22;23;24;25,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-04,T1,runs/raw_logs/Gemini_2.5_Flash/4.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-04,T2,runs/raw_logs/Gemini_2.5_Flash/4.pdf,8;9;10;11;12;13;14,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-04,T3,runs/raw_logs/Gemini_2.5_Flash/4.pdf,15;16;17;18;19;20;21,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-04,T4,runs/raw_logs/Gemini_2.5_Flash/4.pdf,22;23;24;25;26;27,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-04,FINAL,runs/raw_logs/Gemini_2.5_Flash/4.pdf,28;29;30;31;32;33;34,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-05,T1,runs/raw_logs/Gemini_2.5_Flash/5.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-05,T2,runs/raw_logs/Gemini_2.5_Flash/5.pdf,7;8;9,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-05,T3,runs/raw_logs/Gemini_2.5_Flash/5.pdf,10;11;12,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-05,T4,runs/raw_logs/Gemini_2.5_Flash/5.pdf,13;14;15,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-05,FINAL,runs/raw_logs/Gemini_2.5_Flash/5.pdf,16;17;18;19;20;21;22,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-06,T1,runs/raw_logs/Gemini_2.5_Flash/6.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-06,T2,runs/raw_logs/Gemini_2.5_Flash/6.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-06,T3,runs/raw_logs/Gemini_2.5_Flash/6.pdf,11;12;13;14,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-06,T4,runs/raw_logs/Gemini_2.5_Flash/6.pdf,15;16;17;18,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-06,FINAL,runs/raw_logs/Gemini_2.5_Flash/6.pdf,19;20;21;22;23;24;25,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-07,T1,runs/raw_logs/Gemini_2.5_Flash/7.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-07,T2,runs/raw_logs/Gemini_2.5_Flash/7.pdf,8;9;10;11;12;13,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-07,T3,runs/raw_logs/Gemini_2.5_Flash/7.pdf,14;15;16;17;18,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-07,T4,runs/raw_logs/Gemini_2.5_Flash/7.pdf,19;20;21;22,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-07,FINAL,runs/raw_logs/Gemini_2.5_Flash/7.pdf,23;24;25;26;27;28;29,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-08,T1,runs/raw_logs/Gemini_2.5_Flash/8.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-08,T2,runs/raw_logs/Gemini_2.5_Flash/8.pdf,8;9;10;11;12;13,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-08,T3,runs/raw_logs/Gemini_2.5_Flash/8.pdf,14;15;16;17;18;19,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-08,T4,runs/raw_logs/Gemini_2.5_Flash/8.pdf,20;21;22;23;24;25,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-08,FINAL,runs/raw_logs/Gemini_2.5_Flash/8.pdf,26;27;28;29;30;31;32,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-09,T1,runs/raw_logs/Gemini_2.5_Flash/9.pdf,1;2;3;4;5;6,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-09,T2,runs/raw_logs/Gemini_2.5_Flash/9.pdf,6;7;8,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-09,T3,runs/raw_logs/Gemini_2.5_Flash/9.pdf,9;10;11,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-09,T4,runs/raw_logs/Gemini_2.5_Flash/9.pdf,12;13;14,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-09,FINAL,runs/raw_logs/Gemini_2.5_Flash/9.pdf,15;16;17;18;19;20;21,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-10,T1,runs/raw_logs/Gemini_2.5_Flash/10.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-10,T2,runs/raw_logs/Gemini_2.5_Flash/10.pdf,8;9;10;11;12;13,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-10,T3,runs/raw_logs/Gemini_2.5_Flash/10.pdf,14;15;16;17;18;19,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-10,T4,runs/raw_logs/Gemini_2.5_Flash/10.pdf,20;21;22;23;24,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-10,FINAL,runs/raw_logs/Gemini_2.5_Flash/10.pdf,25;26;27;28;29;30;31,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-11,T1,runs/raw_logs/Gemini_2.5_Flash/11.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-11,T2,runs/raw_logs/Gemini_2.5_Flash/11.pdf,8;9;10;11,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-11,T3,runs/raw_logs/Gemini_2.5_Flash/11.pdf,12;13;14;15,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-11,T4,runs/raw_logs/Gemini_2.5_Flash/11.pdf,16;17;18;19,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-11,FINAL,runs/raw_logs/Gemini_2.5_Flash/11.pdf,20;21;22;23;24;25;26,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-12,T1,runs/raw_logs/Gemini_2.5_Flash/12.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-12,T2,runs/raw_logs/Gemini_2.5_Flash/12.pdf,7;8;9,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-12,T3,runs/raw_logs/Gemini_2.5_Flash/12.pdf,10;11;12,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-12,T4,runs/raw_logs/Gemini_2.5_Flash/12.pdf,13;14;15,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-12,FINAL,runs/raw_logs/Gemini_2.5_Flash/12.pdf,16;17;18;19;20;21;22,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-13,T1,runs/raw_logs/Gemini_2.5_Flash/13.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-13,T2,runs/raw_logs/Gemini_2.5_Flash/13.pdf,7;8;9;10;11;12,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-13,T3,runs/raw_logs/Gemini_2.5_Flash/13.pdf,13;14;15;16;17,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-13,T4,runs/raw_logs/Gemini_2.5_Flash/13.pdf,18;19;20;21;22,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-13,FINAL,runs/raw_logs/Gemini_2.5_Flash/13.pdf,23;24;25;26;27;28;29,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-14,T1,runs/raw_logs/Gemini_2.5_Flash/14.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-14,T2,runs/raw_logs/Gemini_2.5_Flash/14.pdf,7;8;9;10;11;12,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-14,T3,runs/raw_logs/Gemini_2.5_Flash/14.pdf,13;14;15;16;17;18,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-14,T4,runs/raw_logs/Gemini_2.5_Flash/14.pdf,19;20;21;22;23;24,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-14,FINAL,runs/raw_logs/Gemini_2.5_Flash/14.pdf,25;26;27;28;29;30;31,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-15,T1,runs/raw_logs/Gemini_2.5_Flash/15.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-15,T2,runs/raw_logs/Gemini_2.5_Flash/15.pdf,8;9;10,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-15,T3,runs/raw_logs/Gemini_2.5_Flash/15.pdf,11;12;13,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-15,T4,runs/raw_logs/Gemini_2.5_Flash/15.pdf,14;15;16,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-15,FINAL,runs/raw_logs/Gemini_2.5_Flash/15.pdf,17;18;19;20;21;22;23,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-16,T1,runs/raw_logs/Gemini_2.5_Flash/16.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-16,T2,runs/raw_logs/Gemini_2.5_Flash/16.pdf,8;9;10;11,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-16,T3,runs/raw_logs/Gemini_2.5_Flash/16.pdf,12;13;14,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-16,T4,runs/raw_logs/Gemini_2.5_Flash/16.pdf,15;16;17,3,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-16,FINAL,runs/raw_logs/Gemini_2.5_Flash/16.pdf,18;19;20;21;22;23;24,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-17,T1,runs/raw_logs/Gemini_2.5_Flash/17.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-17,T2,runs/raw_logs/Gemini_2.5_Flash/17.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-17,T3,runs/raw_logs/Gemini_2.5_Flash/17.pdf,11;12;13;14,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-17,T4,runs/raw_logs/Gemini_2.5_Flash/17.pdf,15;16;17;18,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-17,FINAL,runs/raw_logs/Gemini_2.5_Flash/17.pdf,19;20;21;22;23;24;25;26,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-18,T1,runs/raw_logs/Gemini_2.5_Flash/18.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-18,T2,runs/raw_logs/Gemini_2.5_Flash/18.pdf,8;9;10;11;12,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-18,T3,runs/raw_logs/Gemini_2.5_Flash/18.pdf,13;14;15;16;17,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-18,T4,runs/raw_logs/Gemini_2.5_Flash/18.pdf,18;19;20;21;22,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-18,FINAL,runs/raw_logs/Gemini_2.5_Flash/18.pdf,23;24;25;26;27;28;29,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-19,T1,runs/raw_logs/Gemini_2.5_Flash/19.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-19,T2,runs/raw_logs/Gemini_2.5_Flash/19.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-19,T3,runs/raw_logs/Gemini_2.5_Flash/19.pdf,11;12;13;14,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-19,T4,runs/raw_logs/Gemini_2.5_Flash/19.pdf,15;16;17;18,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-19,FINAL,runs/raw_logs/Gemini_2.5_Flash/19.pdf,19;20;21;22;23;24;25,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-20,T1,runs/raw_logs/Gemini_2.5_Flash/20.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-20,T2,runs/raw_logs/Gemini_2.5_Flash/20.pdf,8;9;10;11,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-20,T3,runs/raw_logs/Gemini_2.5_Flash/20.pdf,12;13;14;15,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-20,T4,runs/raw_logs/Gemini_2.5_Flash/20.pdf,16;17;18;19,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-20,FINAL,runs/raw_logs/Gemini_2.5_Flash/20.pdf,20;21;22;23;24;25,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-21,T1,runs/raw_logs/Gemini_2.5_Flash/21.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-21,T2,runs/raw_logs/Gemini_2.5_Flash/21.pdf,7;8;9;10;11;12,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-21,T3,runs/raw_logs/Gemini_2.5_Flash/21.pdf,12;13;14;15;16,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-21,T4,runs/raw_logs/Gemini_2.5_Flash/21.pdf,16;17;18;19;20,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-21,FINAL,runs/raw_logs/Gemini_2.5_Flash/21.pdf,20;21;22;23;24;25;26;27;28,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-22,T1,runs/raw_logs/Gemini_2.5_Flash/22.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-22,T2,runs/raw_logs/Gemini_2.5_Flash/22.pdf,7;8;9;10;11,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-22,T3,runs/raw_logs/Gemini_2.5_Flash/22.pdf,11;12;13;14;15,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-22,T4,runs/raw_logs/Gemini_2.5_Flash/22.pdf,15;16;17;18;19,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-22,FINAL,runs/raw_logs/Gemini_2.5_Flash/22.pdf,19;20;21;22;23;24;25,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-23,T1,runs/raw_logs/Gemini_2.5_Flash/23.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-23,T2,runs/raw_logs/Gemini_2.5_Flash/23.pdf,7;8;9;10;11;12;13;14,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-23,T3,runs/raw_logs/Gemini_2.5_Flash/23.pdf,14;15;16;17;18;19;20,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-23,T4,runs/raw_logs/Gemini_2.5_Flash/23.pdf,20;21;22;23;24;25,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-23,FINAL,runs/raw_logs/Gemini_2.5_Flash/23.pdf,25;26;27;28;29;30;31,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-24,T1,runs/raw_logs/Gemini_2.5_Flash/24.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-24,T2,runs/raw_logs/Gemini_2.5_Flash/24.pdf,7;8;9;10;11;12;13;14;15,9,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-24,T3,runs/raw_logs/Gemini_2.5_Flash/24.pdf,15;16;17;18;19;20;21;22,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-24,T4,runs/raw_logs/Gemini_2.5_Flash/24.pdf,22;23;24;25;26;27;28;29,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-24,FINAL,runs/raw_logs/Gemini_2.5_Flash/24.pdf,29;30;31;32;33;34;35,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-25,T1,runs/raw_logs/Gemini_2.5_Flash/25.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-25,T2,runs/raw_logs/Gemini_2.5_Flash/25.pdf,8;9;10;11;12,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-25,T3,runs/raw_logs/Gemini_2.5_Flash/25.pdf,12;13;14;15;16,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-25,T4,runs/raw_logs/Gemini_2.5_Flash/25.pdf,16;17;18;19;20,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-25,FINAL,runs/raw_logs/Gemini_2.5_Flash/25.pdf,20;21;22;23;24;25;26;27,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-26,T1,runs/raw_logs/Gemini_2.5_Flash/26.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-26,T2,runs/raw_logs/Gemini_2.5_Flash/26.pdf,7;8;9;10;11;12;13,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-26,T3,runs/raw_logs/Gemini_2.5_Flash/26.pdf,13;14;15;16;17;18;19,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-26,T4,runs/raw_logs/Gemini_2.5_Flash/26.pdf,19;20;21;22;23;24,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-26,FINAL,runs/raw_logs/Gemini_2.5_Flash/26.pdf,24;25;26;27;28;29;30;31,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-27,T1,runs/raw_logs/Gemini_2.5_Flash/27.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-27,T2,runs/raw_logs/Gemini_2.5_Flash/27.pdf,7;8;9;10;11;12;13,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-27,T3,runs/raw_logs/Gemini_2.5_Flash/27.pdf,13;14;15;16;17;18,6,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-27,T4,runs/raw_logs/Gemini_2.5_Flash/27.pdf,18;19;20;21;22,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-27,FINAL,runs/raw_logs/Gemini_2.5_Flash/27.pdf,22;23;24;25;26;27;28,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-28,T1,runs/raw_logs/Gemini_2.5_Flash/28.pdf,1;2;3;4;5;6;7,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-28,T2,runs/raw_logs/Gemini_2.5_Flash/28.pdf,7;8;9;10,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-28,T3,runs/raw_logs/Gemini_2.5_Flash/28.pdf,10;11;12;13,4,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-28,T4,runs/raw_logs/Gemini_2.5_Flash/28.pdf,13;14;15;16;17,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-28,FINAL,runs/raw_logs/Gemini_2.5_Flash/28.pdf,17;18;19;20;21;22;23,7,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-29,T1,runs/raw_logs/Gemini_2.5_Flash/29.pdf,1;2;3;4;5;6;7;8,8,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
GEM-29,T2,runs/raw_logs/Gemini_2.5_Flash/29.pdf,8;9;10;11;12,5,대조대상 목록 확보,false,이 인벤토리 생성은 내용 판정이 아님
