check_id,run_id,source_file,source_sha256,page,page_end,turn,branch,unit,requirement_id,domain,rule_file,rule_path,rule_type,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,limitation_category,human_review_required,source_anchor_pass,input_version_caveat
CLA-12-ES-012-MAP,CLA-12,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,28,29,T4,"rces' emphasis on ""force preservation"" (0.3 weight) while preparing for U.S. attack. • Next Event Triggers: • Inevitable: Visible military preparations • Potential: Pre-emption temptation
• Potential: Command breakdown Most Plausible Strategic Combination U.S. ASW Intensification + Soviet Maximum Defense • Logic: Military escalation continues but below nuclear threshold Alternative Paths 1. U.S. Alpha Strike + Soviet Nuclear Dispersal • Logic: Maximum escalation toward nuclear exchange U.S. Total Blockade + Soviet Berlin Contingency • Logic: Geographic escalation avoiding direct confrontation ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Defense_Prep,조건부 규칙,판정 불가,Defense_Prep,,"RESULT LOG - Most Plausible (ASW + Maximum Defense) • U.S. Variable Changes: Military intensification but no specific event match • Soviet Variable Changes: Defense_Prep: Tension +0.05, Diplomatic_Support -0.02, Public_Opinion -0.02, Leadership_Unity -0.05 • Variable Status: • tension: 1.0 + 0.05 = 1.05 → 1.0 (clamped) • diplomatic_support: 0.48 - 0.02 = 0.46 • public_opinion: 0.43 - 0.02 = 0.41 • leadership_unity: 0.80 - 0.05 = 0.75",소련 최대 방어 태세는 대비에 대응하나 미국 대잠전 강화에는 원 효과가 없다고 기록한다. 실제 교전 여부가 불명확해 타격을 추정하지 않는다.,"AI direct source interpretation, frozen annotation",True,partial_mapping_uncertain,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
CLA-20-ES-001-MAP,CLA-20,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,5,6,T1,"backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; outline-color: hsl(var(--accent-secondary-100)); scrollbar-width: thin; scrollbar-color: hsla(var(--border-300)/35%) transparent; display: grid; grid-template-columns: repeat(1, minmax(0px, 1fr)); gap: 0.625rem;""> Based on the JSON files and Variable-Decision Matrix, I'll calculate the predicted outcomes for each strategic combination. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:military_alert,조건부 규칙,판정 불가,US:military_alert,,"RESULT LOG - Scenario 1: ""Most Plausible Path"" United States • Selected Action: Naval Quarantine/Blockade • Predicted Variable Change: • tension: +0.3 (per military_alert effect rule) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: No direct rule (remains unchanged) • leadership_unity: +0.8 (per military_alert effect rule)
Generated Triggers: Soviet ships approaching quarantine line, International diplomatic pressure Soviet Union • Selected Action: Secret Diplomatic Outreach • Predicted Variable Change: • tension: No direct rule for diplomatic action (remains unchanged) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: No direct rule (remains unchanged) • leadership_unity: No direct rule (remains unchanged) Generated Triggers: Backchannel communication established, Continued missile site construction ",검역 경계는 대응하나 소련 비밀 접촉의 효과는 없다고 기록한다. 외교 채널 개설과 효과 발동의 원 경계를 확정할 수 없다.,"AI direct source interpretation, frozen annotation",True,partial_mapping_uncertain,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
CLA-20-ES-002-MAP,CLA-20,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,6,7,T1," No direct rule (remains unchanged) Generated Triggers: Backchannel communication established, Continued missile site construction RECONFIRM VARIABLE STATUS - Scenario 1 United States: • tension: 0.3 (baseline 0 + 0.3) • diplomatic_support: 0.5 (baseline unchanged) • military_posture: Alert/Active • public_opinion: 0.5 (baseline unchanged) • leadership_unity: 0.8 (baseline 0 + 0.8) Soviet Union: • tension: 0.5 (baseline unchanged) • diplomatic_support: 0.5 (baseline unchanged) • military_posture: Defensive • public_opinion: 0.5 (baseline unchanged) • leadership_unity: 0.5 (baseline unchanged) ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:military_alert;SU:military_alert,조건부 규칙,위반,US:military_alert;SU:military_alert,,"RESULT LOG - Scenario 2: ""Hardline Response Path"" United States • Selected Action: Immediate Air Strikes • Predicted Variable Change: • tension: +0.3 (per military_alert effect rule) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: No direct rule (remains unchanged) • leadership_unity: +0.8 (per military_alert effect rule) Generated Triggers: Soviet military response, Allied diplomatic crisis Soviet Union • Selected Action: Accelerate Missile Deployment
• Predicted Variable Change: • tension: +0.45 (per military_alert effect rule) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: No direct rule (remains unchanged) • leadership_unity: +0.65 (per military_alert effect rule) Generated Triggers: U.S. detection of acceleration, Military confrontation risk ",소련 배치 가속의 경계 효과와 달리 미국은 Immediate Air Strikes를 실제 선택하고 소련 군사 대응을 예측하면서도 경계 효과만 적용한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
CLA-20-ES-003-MAP,CLA-20,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,7,8,T1,"military_alert effect rule) Generated Triggers: U.S. detection of acceleration, Military confrontation risk RECONFIRM VARIABLE STATUS - Scenario 2 United States: • tension: 0.3 (baseline 0 + 0.3) • diplomatic_support: 0.5 (baseline unchanged) • military_posture: Offensive/Strike Ready • public_opinion: 0.5 (baseline unchanged) • leadership_unity: 0.8 (baseline 0 + 0.8) Soviet Union: • tension: 0.45 (baseline 0 + 0.45) • diplomatic_support: 0.5 (baseline unchanged) • military_posture: Aggressive/Accelerated • public_opinion: 0.5 (baseline unchanged) • leadership_unity: 0.65 (baseline 0 + 0.65) ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:public_appeal;SU:public_appeal;SU:military_alert,조건부 규칙,준수,US:public_appeal;SU:public_appeal;SU:military_alert,,"RESULT LOG - Scenario 3: ""Diplomatic Resolution Path"" United States • Selected Action: Diplomatic Freeze Initiative • Predicted Variable Change: • tension: No direct rule for pure diplomatic action (remains unchanged) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: +0.55 (per public_appeal effect rule) • leadership_unity: No direct rule (remains unchanged) Generated Triggers: UN Security Council debate, Soviet diplomatic response Soviet Union • Selected Action: Public Denial with Military Readiness • Predicted Variable Change: • tension: +0.45 (per military_alert effect rule) • diplomatic_support: No direct rule (remains unchanged) • public_opinion: +0.55 (per public_appeal effect rule)
• leadership_unity: +0.65 (per military_alert effect rule) Generated Triggers: International pressure increase, U.S. evidence presentation ","미국 공개 동결 제안의 UN 논의, 소련 공개 부인과 군사 경계가 각각 해당 행동 의미와 대응한다. 미국 공중 호소 .55 값은 별도 위반이다.","AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-02-ES-001-MAP,GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,f60a793430a7ec5a8d7948d4d8877506baf6a7c56e7f77de8451d1d02533a744,9,9,T2,"culation: 1.0 + 0.05 - 0.05 = 1.0) diplomatic_support: 0.43 (Calculation: 0.40 - 0.02 + 0.05 = 0.43) military_posture: Radical Adoption public_opinion: 0.48 (Calculation: 0.40 - 0.02 + 0.10 = 0.48) leadership_unity: 0.25 (Calculation: 0.30 - 0.05 + 0.10 - 0.10 = 0.25) Result Log: Scenario 3 - Diplomatic Stalemate Path (Previous State: Tension: 0.90, Diplomatic Support: 0.40, Public Opinion: 0.45, Leadership Unity: 0.45) (Turn 2 Event Effect - ""Defense_Prep"": Tension +0.05, Diplomatic Support -0.02, Public Opinion -0.02, Leadership Unity -0.05) Scenario Combination Name: The Point of No Return ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States Selected Action: Authorize Air Strikes Against Missile Sites (Classified as ""Strike"") Rationale: Diplomacy failed in Turn 1, and the ","p9 원문 전체에는 군부의 직접 위협 제거 공습을 선택하며, p13은 이전 턴 US strikes가 이미 전쟁을 만들었다고 명시한다. 예측된 공습 실행과 Strike가 연결된다. 검색기의 current state 정지로 잘린 부분을 원문에서 복구했다.","AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-05-ES-001-MAP,GEM-05,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,4,4,T1,"result logs are generated. All calculations adhere strictly to the event_driven_adjustments and trigger_thresholds defined in the Variable-Decision Matrix.json file. Note: An initial neutral value of 0.5 is assumed for all variables before applying the changes from the selected actions. Scenario 1: Most Plausible Combination In this scenario, the U.S. enacts a naval quarantine and public address (Defense_Prep + Strong_Leadership), and the Soviet Union responds with denial and military alert (Diplomatic_Failure + Defense_Prep). [RESULT LOG] Scenario Combination Name: Most Plausible Combination ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,,조건부 규칙,판정 불가,,,"Selected Actors: United States / Soviet Union Selected Actions: United States: Naval Quarantine & Public Address Soviet Union: Public Denial & High Alert Predicted Variable Change: Tension: (+0.05) + (-0.05) + (+0.10) + (+0.05) = +0.15 Diplomatic_Support: (-0.02) + (+0.05) + (-0.10) + (-0.02) = -0.09 Public_Opinion: (-0.02) + (+0.10) + (-0.05) + (-0.02) = +0.01 Leadership_Unity: (-0.05) + (+0.10) + (-0.05) + (-0.05) = -0.05 Generated Triggers: Diplomatic Isolation (Diplomatic_Support at 0.41 is <= 0.5) Internal Division, Coup Risk (Leadership_Unity at 0.45 is <= 0.5) [",T1 봉쇄·공개연설·소련 부인·경계의 네 증분을 기록하지만 적용한 사건 이름이 없다. 수치 벡터만으로 Strong_Leadership/Diplomatic_Failure를 역추정하지 않는다.,"AI direct source interpretation, frozen annotation",True,record_effect_mapping_unreported,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-05-ES-002-MAP,GEM-05,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,5,5,T1,"05) + (+0.10) + (-0.05) + (-0.05) = -0.05 Generated Triggers: Diplomatic Isolation (Diplomatic_Support at 0.41 is <= 0.5) Internal Division, Coup Risk (Leadership_Unity at 0.45 is <= 0.5) [RECONFIRM VARIABLE STATUS] Tension: 0.65 Diplomatic_Support: 0.41 Military_Posture: Aggressive Public_Opinion: 0.51 Leadership_Unity: 0.45 Scenario 2: Alternative Plausible Path 1 (Hawkish Escalation) In this scenario, the U.S. launches an immediate air strike (Strike), and the Soviet Union retaliates in kind (Strike). [RESULT LOG]
Scenario Combination Name: Alternative Plausible Path 1 (Hawkish Escalation) ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,,조건부 규칙,판정 불가,,,"Selected Actors: United States / Soviet Union Selected Actions: United States: Immediate Air Strike Soviet Union: Immediate Military Retaliation Predicted Variable Change: Tension: (+0.15) + (+0.15) = +0.30 Diplomatic_Support: (-0.05) + (-0.05) = -0.10 Public_Opinion: (-0.05) + (-0.05) = -0.10 Leadership_Unity: (-0.10) + (-0.10) = -0.20 Generated Triggers: Military Conflict Risk Increased (Tension at 0.80 is >= 0.8) Diplomatic Isolation (Diplomatic_Support at 0.40 is <= 0.5) Civil Unrest, Chaos (Public_Opinion at 0.40 is <= 0.4) Internal Division, Coup Risk (Leadership_Unity at 0.30 is <= 0.5) [",T1 실제 공습·즉각 보복을 기록하고 두 증분을 더하지만 적용 사건 이름을 기록하지 않는다. Strike와 동일한 수치라는 사실과 사건 적용이 관찰된다는 판단을 구별한다.,"AI direct source interpretation, frozen annotation",True,record_effect_mapping_unreported,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-05-ES-003-MAP,GEM-05,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,5,6,T1,"vil Unrest, Chaos (Public_Opinion at 0.40 is <= 0.4) Internal Division, Coup Risk (Leadership_Unity at 0.30 is <= 0.5) [RECONFIRM VARIABLE STATUS] Tension: 0.80 Diplomatic_Support: 0.40 Military_Posture: Aggressive Public_Opinion: 0.40 Leadership_Unity: 0.30 Scenario 3: Alternative Plausible Path 2 (Diplomatic Stalemate) In this scenario, the U.S. makes a diplomatic appeal that fails (Diplomatic_Failure), and the Soviet Union denies, stalls, and continues deployment (Diplomatic_Failure + Defense_Prep). [RESULT LOG] Scenario Combination Name: Alternative Plausible Path 2 (Diplomatic Stalemate) ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,,조건부 규칙,판정 불가,,,"Selected Actors: United States / Soviet Union Selected Actions: United States: Diplomatic Appeal via UN Soviet Union: Deny, Stall, and Continue Deployment Predicted Variable Change: Tension: (+0.10) + (+0.10) + (+0.05) = +0.25 Diplomatic_Support: (-0.10) + (-0.10) + (-0.02) = -0.22
Public_Opinion: (-0.05) + (-0.05) + (-0.02) = -0.12 Leadership_Unity: (-0.05) + (-0.05) + (-0.05) = -0.15 Generated Triggers: Diplomatic Isolation (Diplomatic_Support at 0.28 is <= 0.5) Civil Unrest, Chaos (Public_Opinion at 0.38 is <= 0.4) Internal Division, Coup Risk (Leadership_Unity at 0.35 is <= 0.5) [",T1 UN 외교 호소와 소련 부인·지연·배치 지속에 세 증분을 부여하나 사건 이름/효과 귀속이 없다. 실패 또는 준비 효과를 추정하여 채우지 않는다.,"AI direct source interpretation, frozen annotation",True,record_effect_mapping_unreported,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-001-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,5,5,T1,"all of Khrushchev's de-escalation triggers and activate his ""last-resort
retaliation"" trigger for a ""US_invasion_Cuba,"" which an air strike would represent. The Soviet response would be military, as their core goal of protecting their ally Cuba would have been violated.
Based on the strategic combinations from the previous turn, the following result logs are generated. All calculations adhere strictly to the Variable-Decision Matrix.json file, assuming a neutral starting value of 0.5 for all variables prior to the event. Combination 1: Result Log Scenario Combination Name: Most Plausible Path ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Defense_Prep,조건부 규칙,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Naval Quarantine (Interpreted as ""Defense_Prep"" event) ",실제 해상 검역/봉쇄라는 군사 경계·차단 행동과 준비 사건을 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-002-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,5,5,T1,"Trigger (Diplomatic Support): The variable has fallen to 0.46, crossing the <= 0.5 threshold and triggering a state of ""Diplomatic Solution Blocked, Alliance Withdrawal Increased"". Variable Trigger (Leadership Unity): The variable has fallen to 0.40, crossing the <= 0.5 threshold and triggering a state of ""Decision Delay, Radical Policy Preference"" and ""Internal Division"" risk. [RECONFIRM VARIABLE STATUS] tension: 0.60 diplomatic_support: 0.46 military_posture: Limited public_opinion: 0.46 leadership_unity: 0.40 Combination 2: Result Log Scenario Combination Name: Alternative Plausible Path A ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Defense_Prep,조건부 규칙,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Naval Quarantine (Interpreted as ""Defense_Prep"" event) ",별도 대안 경로의 실제 해상 검역/봉쇄를 준비 사건으로 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-003-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,6,6,T1,"Trigger (Diplomatic Support): The variable has fallen to 0.38, crossing the <= 0.5 threshold and triggering a state of ""Diplomatic Solution Blocked, Alliance Withdrawal Increased"". Variable Trigger (Leadership Unity): The variable has fallen to 0.40, crossing the <= 0.5 threshold and triggering a state of ""Decision Delay, Radical Policy Preference"" and ""Internal Division"" risk. [RECONFIRM VARIABLE STATUS] tension: 0.65 diplomatic_support: 0.38 military_posture: Limited public_opinion: 0.43 leadership_unity: 0.40 Combination 3: Result Log Scenario Combination Name: Alternative Plausible Path B ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States Selected Action: Immediate Air Strike (Interpreted as ""Strike"" event) ",즉각 공습을 실제 선정 행동으로 기록하여 공격 사건과 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-004-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,8,8,T2,"cenario. All judgments and calculations are derived strictly from the provided JSON files. Scenario 1: Most Plausible Path - Result Log Scenario Context: Following the U.S. quarantine and a Soviet deterrent threat, the U.S. successfully intercepts a Soviet vessel without violence. This is interpreted as a ""Strong_Leadership"" event for the U.S. and a ""Diplomatic_Failure"" for the USSR. The most plausible path is that the U.S. leverages this success to open secret talks while maintaining the quarantine, and the Soviets, seeing the blockade is real, agree to negotiate to achieve their core goals. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strong_Leadership,조건부 규칙,준수,Strong_Leadership,,"Selected Actor: United States Selected Action: Maintain Quarantine & Open Backchannel (Interpreted as ""Strong_Leadership"" event) ",p8 성공한 비폭력 봉쇄를 유지하며 대통령이 비밀 채널을 개설하는 실제 결단이 기록된다. 반대파·권한 준수와 전체 효과 집계는 별도다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-005-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,8,8,T2,"s removed. [RECONFIRM VARIABLE STATUS] tension: 0.60 diplomatic_support: 0.61 military_posture: Limited public_opinion: 0.61 leadership_unity: 0.55 Scenario 2: Alternative Plausible Path A - Result Log Scenario Context: The U.S. quarantine has exposed the Soviet ""Deny and Delay"" tactic as a lie by intercepting a vessel with military cargo. This is a major public embarrassment for the Soviets and a vindication for the U.S. The most plausible path is for the U.S. to use this proof to maximize public pressure, while the cornered Soviet leadership urgently seeks a secret deal to cut their losses. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strong_Leadership,조건부 규칙,준수,Strong_Leadership,,"Selected Actor: United States Selected Action: Publicly Expose Soviet Deception (Interpreted as ""Strong_Leadership"" event) ",p8 실제 차단으로 드러난 군사 화물 증거를 공개하고 정부의 압박 정책을 강화하는 행동이 기록된다. 단순 준수 자기진술을 증거로 쓰지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-006-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,9,9,T2,"to find a ""diplomatic_resolution_offer"" to prevent a military attack on Cuba, which now seems more likely. [RECONFIRM VARIABLE STATUS] tension: 0.70 diplomatic_support: 0.33 military_posture: Limited public_opinion: 0.48 leadership_unity: 0.45 Scenario 3: Alternative Plausible Path B - Result Log Scenario Context: The previous turn saw a U.S. air strike and Soviet retaliation. The conflict is already hot. A subsequent event where a U.S. reconnaissance plane is shot down over Cuba is a severe escalation. The most plausible path is for both sides to proceed to the next stage of their war plans. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States Selected Action: Launch Full Invasion of Cuba (Interpreted as ""Strike"" event) ",쿠바 전면 침공을 개시하는 선정 행동과 공격 사건이 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-007-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,11,11,T3,"ch scenario. All judgments and calculations are derived strictly from the provided JSON files. Scenario 1: Most Plausible Path - Result Log Scenario Context: Secret negotiations had just begun when the U-2 was shot down, killing the pilot. This event shatters the fragile progress. The U.S. DoD's trigger for this exact event is ""execute offensive operations at once"". With Leadership Unity collapsing, the pressure to retaliate becomes immense. The Soviets, to save the talks, will likely deflect blame. The most plausible path is a U.S. retaliatory strike met by a Soviet denial of responsibility. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States Selected Action: Execute Retaliatory Air Strike (Interpreted as ""Strike"" event) ",보복 공습을 실행하는 선정 행동과 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-008-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,11,12,T3,"itary_posture: Aggressive public_opinion: 0.51 leadership_unity: 0.40 Scenario 2: Alternative Plausible Path A - Result Log Scenario Context: Following the exposure of their lies and the successful U.S. interception, the Soviets have now shot down a U.S. plane. For the U.S., this is the final provocation. The Tension variable crosses the critical 0.8 threshold, making aggressive military action the default policy. The most plausible path is for the U.S. to launch the air strikes it has been preparing for, while the Soviets, anticipating the assault, prepare their designated military response. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States
Selected Action: Launch Full Air Strikes (Interpreted as ""Strike"" event) ",전면 공습 개시를 기록하여 공격 사건과 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-010-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,14,14,T4,"e events of Turn 4, the following result logs are generated for each scenario. All judgments and calculations are derived strictly from the provided JSON files. Scenario 1: Most Plausible Path - Result Log Scenario Context: In the midst of maximum tension and after a U.S. retaliatory strike, the Soviets have sent a mixed signal of de-escalation and preparation for war. The U.S. is at DEFCON 2. The most plausible path is that the ""de-escalate"" portion of the Soviet signal is a preamble to a concrete offer. President Kennedy, driven by his goal to avoid nuclear war, seizes this fragile opening. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: United States Selected Action: Accept De-escalation Channel, Propose a Summit (Interpreted as ""Diplomatic_Success"" event) ",실제 완화 채널 수용 및 정상회담 제안이 상대의 완화 신호와 연결된다. 완전한 조약 체결만을 성공으로 요구하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
GEM-15-ES-011-MAP,GEM-15,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,14,15,T4,"dibility"". [RECONFIRM VARIABLE STATUS] tension: 0.90 diplomatic_support: 0.66 military_posture: Aggressive public_opinion: 0.62 leadership_unity: 0.50 Scenario 2: Alternative Plausible Path A - Result Log Scenario Context: The U.S. is in the middle of a full-scale air assault on Cuba. The Soviet de-escalation signal comes amidst this hot war. Given the extremely high tension, near-zero diplomatic support, and an ""Aggressive"" military posture, the U.S. military command is overwhelmingly likely to interpret the signal as a deceptive tactic. The most plausible path is for the attack to continue. ",distinct supplemental action/event block or explicit branch facet,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json; actor JSON when indicated,$.event_driven_adjustments.Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States
Selected Action: Ignore Diplomatic Signal, Continue Full-Scale Attack (Interpreted as a ""Strike"" event) ",외교 신호를 무시하고 진행 중 전면 공격을 계속하는 실제 행동과 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,True,Preserved inputs conditional audit; execution-time byte binding unconfirmed
