check_id,run_id,report_id,report_title,requirement_id,source_file,page,log_pages,turn,branch,selected_action,prior_state,status,evidence,reason,uncertainty_code,review_completed,human_review_required,assessment_class,review_scope,input_version_condition,source_anchors_verified
SUP-NARR-GEM-24-03,GEM-24,3,The Firebreak,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/24.pdf,33-35,"3,5-6,12-14,19-21,26-28",FINAL,보고서 3,establish a direct military-to-military hotline to prevent future accidents.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,준수,서사 p.34: establish a direct military-to-military hotline to prevent future accidents. | 로그 p.27: U.S. Action: Establish a Direct Military Hotline and Enforce the Deal.,"비밀 협상 출발→Turkey·불가침 조건 수락→U-2 방해에도 합의 유지·공동 수습→직접 군사 hotline 신설/검증 가능한 중지 명령이라는 실제 세 번째 경로와 최종 완화 결과를 연결한다. 여기의 hotline은 실제 마지막 행동으로 명시돼 있어, 다른 실행에서 로그 없이 추가한 hotline과 구별하여 C로 판정한다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-23-01,GEM-23,1,The Razor's Edge,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/23.pdf,25-27,"7-9,14-16,20-21",FINAL,보고서 1,Leadership Unity began to fray,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.25: Leadership Unity began to fray | 로그 p.9: Successful enforcement of the quarantine generates a ""Strong_Leadership"" event",검역 유지/철수 협상 제안→U-2에 보복하지 않고 합의 추진/책임 부인→DEFCON2 유지/공개 수락과 평화 결말은 실제 첫 경로와 대응한다. 그러나 T2 미국 Leadership Unity가 fray하기 시작했다는 상태 설명은 실제 그 턴의 Strong_Leadership 생성 및 .45에서 .50으로 회복된 보고 방향과 반대다. 주요 행동 경로는 연결되며 이 V는 T2 상태 설명의 한정된 반전이다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-23-02,GEM-23,2,Red Cascade,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/23.pdf,27-29,"9-11,16-17,22-23",FINAL,보고서 2,A low-yield nuclear warhead was detonated over the U.S. fleet off the Cuban coast.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,판정 불가,서사 p.28: A low-yield nuclear warhead was detonated over the U.S. fleet off the Cuban coast. | 로그 p.16: this analysis applies the Turn 3 event to the variable states from the end of Turn 1,"T2 침공/전술핵 문턱 통과와 T4 양국 전략핵 발사·문명 종말은 실제 로그에 있다. 그러나 T3 원문은 T2를 승계하지 않고 명시적으로 T1 말로 되돌아가 같은 침공/전술핵 선택을 다시 생성한다. 최종은 T2 핵폭발→T3 침공→T4 전략핵이라는 연속 경로를 쓰지만, 보존 로그 자체가 T2와 T3를 연속으로 실행한 것인지 대체 경로인지 일관되지 않아 전 과정 승계를 확정할 수 없다. 개별 마지막 전략핵 결말 대응은 확인했다.",record_missing_or_incomplete,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-23-03,GEM-23,3,The Quiet Bargain,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/23.pdf,29-31,"17-19,23-24",FINAL,보고서 3,"The U-2 shootdown, a product of high military tension in other scenarios, was avoided here",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.30: The U-2 shootdown, a product of high military tension in other scenarios, was avoided here | 로그 p.17: In this timeline, the U-2 is shot down while both sides are moving to finalize a secret deal.","마지막 비밀 협정 완료/소련 수락 및 평화 결과는 실제 세 번째 경로와 대응한다. 하지만 실제 그 경로의 T3 U-2 격추를 최종은 발생하지 않았다고 명시적으로 부정하고, 실제 T2에 넣었던 유출 사건을 T3로 이동한다. 같은 경로에서 발생한 고정 사건의 부정과 턴 변경이라는 명백한 내용 불일치다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-21-01,GEM-21,1,The Razor's Edge,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/21.pdf,20-22,"3-4,7-9,12-13,16-18",FINAL,보고서 1,"Through the backchannel, they finalized the agreement with",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,준수,"서사 p.21: Through the backchannel, they finalized the agreement with | 로그 p.17: A final agreement is reached. The process of de-escalation begins.","검역/배치 부인→T2 봉쇄 유지·비밀 협상/비밀 거래 제안→T3 격추에 보복하지 않고 협상 지속/책임 부인→T4 즉시 협정 완료/수락의 순서와 쌍이 실제 A–A1–A1-1 로그에 대응한다. 긴장이 높아도 합의에 도달한 결말은 마지막 Generated Triggers의 합의 성립과 연결된다. 이 C는 보존된 행동·사건·결말의 서사 승계이며, 고긴장에서도 비밀협상을 허용한 상위 통제조건의 적법성이나 모든 장기 전망의 사실성을 보증하지 않는다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-21-02,GEM-21,2,The Broken Arrow,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/21.pdf,23-25,"3,7,13-14",FINAL,보고서 2,"authorized an immediate, massive air strike against all known missile sites in Cuba.",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.23: authorized an immediate, massive air strike against all known missile sites in Cuba. | 로그 p.7: Based on the progression from the ""Most Plausible Path"" in the previous turn","최종은 T1 Immediate Air Strike에서 시작하는 별도 최초 대안인데, 실제 T2–T3는 T1 Most Plausible인 검역 부모에서만 전개되었다. 실제 T3 B1도 검역 강화·최후통첩에서 뒤늦게 공습하는 경로이고 침공은 C1의 별도 선택이다. 최종은 T1 공습 대안에 검역 출발 부모의 후속 전쟁·침공을 붙여 서로 다른 경로를 혼합했다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-21-03,GEM-21,3,The Unraveling,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/21.pdf,25-28,"3-4,10-11,14-16",FINAL,보고서 3,Their response was equally absolute: full military retaliation,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,준수,서사 p.26: Their response was equally absolute: full military retaliation | 로그 p.15: Soviet Action: Full Military Retaliation.,T1 검역/부인→T2 UN 감시 동결 제안/소련 거부→T3 침공/전면 보복과 외교 고립·결속 하락·소련 여론 혼란이 실제 C–C1 로그에 대응한다. 최종은 핵사용을 이미 완료됐다고 확정하지 않고 핵확전 가능성으로 유지한다. T4가 해당 부모에 보존되지 않은 이유를 최종이 같은 방식으로 설명하므로 보존 로그 승계 자체는 C다. T4 고정 사건을 제외한 상위 생성 절차의 타당성은 별도 판정이며 이 C에 포함하지 않는다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-22-01,GEM-22,1,The Brinkmanship Trap,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/22.pdf,19-21,"11-12,15-16",FINAL,보고서 1,The crisis had now spiraled out of the leaders' control.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.19: The crisis had now spiraled out of the leaders' control. | 로그 p.12: U.S. Executes Retaliatory Air Strikes vs. USSR Prepares for U.S.,"T1 검역/부인과 T2 군사선박 회항·정치 결속 저하, T4 미국 침공/소련 군사 대응 및 재래식 전쟁 결말은 실제 주경로와 대응한다. 그러나 T3 서사는 격추 사건과 보복 압력만 기술하고 실제 그 턴에 선택된 미국 보복 공습/소련 공격 대비를 사건 흐름에서 생략한다. 완전한 최종 응답에서 명시된 중간 선택을 서사로 옮기지 못한 부분에 한정한 V이다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-22-02,GEM-22,2,The Mended Rift,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/22.pdf,21-23,"4-5,8-9,12-13,16-17",FINAL,보고서 2,the removal of U.S. missiles in Turkey for the Soviet missiles in Cuba.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,준수,서사 p.22: the removal of U.S. missiles in Turkey for the Soviet missiles in Cuba. | 로그 p.17: Most Plausible (A Messy Peace): U.S. Finalizes the Diplomatic Deal vs. USSR Accepts and Announces the,"검역과 비밀교섭 출발, 비폭력 검문 뒤 외교·여론 지지 상승, U-2 충격에 대한 보복 억제 및 Turkey–Cuba 교환, 마지막 협정 수락이라는 실제 Diplomatic Resolution 부모의 핵심 사건·선택·완화 결말을 연결한다. T3와 T4 로그가 모두 합의 finalization을 반복하는 범위에서 최종은 이를 마지막 수락으로 종합한다. 감정·명분 보충은 행동 쌍을 바꾸지 않으며 C는 보존된 주요 경로의 승계 범위에 한정한다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-GEM-22-03,GEM-22,3,Collapse from Within,P-FINAL-LINK,runs/raw_logs/Gemini_2.5_Flash/22.pdf,23-25,17-18,FINAL,보고서 3,This immediately escalates into a global nuclear war.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.24: This immediately escalates into a global nuclear war. | 로그 p.18: The U.S. invasion is met with a Soviet tactical nuclear response,지도부 붕괴·미국 침공·소련 전술핵 대응이라는 마지막 Hardline 내용은 로그에 존재한다. 그러나 최종 결과는 곧바로 전 지구 열핵전쟁과 인류 문명 소멸로 확정한다. 실제 마지막 조합은 쿠바 침공에 대한 전술핵 대응이며 전략핵 상호 발사 명령·전 지구 교전은 기록되지 않았다. 국제관계의 미래 가능성 제시와 구별하여 현재 완료 결말을 확대한 부분을 V로 판정한다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-28-01,PER-28,1,The Brinkmanship Tango,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,17-18,"7-8,10-11,14-15",FINAL,보고서 1,leadership unity strengthens on both sides.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.17: leadership unity strengthens on both sides. | 로그 p.8: Leadership_Unity: 0.90 (1.0 -0.05 Event -0.05 USSR),이 보고서의 검역·최후통첩/은밀배치→SAM 보복/독자 지휘관 비난→경계 유지·후방 협상/공개 완화·전쟁 준비와 전면전 없는 긴장 결말은 실제 경로에 대응한다. 다만 T2 지도부 결속이 강화됐다는 문장은 실제 그 턴의 1.00에서 .90으로 감소한 방향과 반대다. 행동 경로의 상당 부분은 대응하며 이 판정은 지도부 상태 변화 방향의 명시 반전에 한정한다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-28-02,PER-28,2,The Furnace of Escalation,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,18-19,"11-12,15-16",FINAL,보고서 2,local commanders initiated retaliatory launches after communication breakdowns.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.19: local commanders initiated retaliatory launches after communication breakdowns. | 로그 p.15: Potential: Accidental Launch,공습 확대·전술핵 사용 승인→마지막 미국 전술핵 승인/소련 전면 경계·위임은 실제 hardline 선택과 대응한다. 하지만 실제 로그에서 지휘 단절 뒤 우발 발사는 Potential이고 조건부 Perimeter 발동일 뿐인데 최종은 현장 지휘관들이 실제 발사하여 폐허가 됐다고 확정한다. 예측된 위험을 이미 실행된 마지막 핵명령·발사로 강화한 부분을 판정했다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-28-03,PER-28,3,The Unlikely Accord,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,19-21,16-17,FINAL,보고서 3,Missiles were removed without direct combat,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.20: Missiles were removed without direct combat | 로그 p.16: Orders partial withdrawal of non-nuclear forces,"정상회담 수락과 상징적 철수, 쿠데타 시도 위험의 존재는 실제 마지막 경로와 대응한다. 그러나 실제 지시된 철수 대상은 non-nuclear forces의 일부인데 최종 결과는 미사일이 제거됐다고 변경했다. 핵미사일 제거를 결정하는 추가 명령·이행이 로그에 없으며, 실패한 쿠데타와 장성 숙청도 잠재 위험을 실행된 정치 사건으로 강화한다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-29-01,PER-29,1,Threshold of No Return,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,17-18,12-13,FINAL,보고서 1,leads to plans for full-scale invasion,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.17: leads to plans for full-scale invasion | 로그 p.13: Most Plausible: Invasion + Nuclear Deployment,검역 출발과 고위험 군사 경로는 대응하나 실제 마지막 주조합의 미국 침공을 서사는 침공 계획으로 낮춘다. 다른 대안 Nuclear Authorization/Withdrawal Ultimatum을 택한 내용도 아니므로 마지막 실행 단계와 짝이 맞지 않는다. 전면전 회피를 긴장값만으로 부정한 판정은 아니다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-29-02,PER-29,2,Brinkmanship In Extremis,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,18-20,13-14,FINAL,보고서 2,"Final Outcome Stalemate, eroded international order",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.20: Final Outcome Stalemate, eroded international order | 로그 p.14: Most Plausible: Preemptive Strike + Soviet First Strike",실제 마지막 hardline의 양국 선택은 Preemptive Nuclear Strike/Strategic Nuclear First Strike이며 명시적 대안은 Turkey Swap/Soviet Coup이다. 서사는 어느 쌍도 승계하지 않고 보복 승인·지속 경계의 stalemate로 끝낸다. 선택된 전략핵 공격을 준비 상태로 바꾼 핵심 결말 불일치다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-29-03,PER-29,3,The Illusion of Compromise,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,20-21,15-16,FINAL,보고서 3,"Final Outcome Strategic stalemate, destabilized alliances",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.21: Final Outcome Strategic stalemate, destabilized alliances | 로그 p.16: Most Plausible: Limited Strike + Decapitation Strike",Freeze/조건부 철수라는 최초 부모는 대응하나 실제 마지막 조합은 제한 핵타격/워싱턴 지휘부 타격이고 대안은 무조건 항복 요구/항복이다. 최종은 검증 지연·은밀 능력 잔존에 따른 동결 교착으로 끝내 두 마지막 행동쌍 모두의 실질 결과를 지운다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-30-01,PER-30,1,The Breaking Point,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,23-25,"12-13,18-20",FINAL,보고서 1,U.S. Decisive Move: Tactical nuclear strike authorization,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.24: U.S. Decisive Move: Tactical nuclear strike authorization | 로그 p.13: U.S.: Air Strike on SAM sites,마지막 전술핵 타격/잠수함 핵보복 및 핵전쟁 결과는 실제 마지막 주경로와 대응한다. 그러나 최종 T3의 미국 선택을 전술핵 승인으로 바꾸는데 실제 T3는 SAM 재래식 공습이고 미국 전술핵 선택은 T4에서 한다. B-59·DEFCON 2도 T2에 앞당겨 사건과 핵사용 의사결정 순서를 바꿨다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-30-02,PER-30,2,The Mended Rift,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,25-26,20-21,FINAL,보고서 2,Diplomatic: U.S.–Soviet hotline established,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.26: Diplomatic: U.S.–Soviet hotline established | 로그 p.21: USSR: Accept Turkey Deal Publicly,Turkey–Cuba 교환 및 미사일 제거라는 결과는 실제 마지막 외교 경로와 대응한다. 그러나 최종은 그 결과에 미국–소련 hotline 신설이라는 완료된 제도 결정을 추가한다. 실제 마지막 선택·결과에는 교환 공식화/공개 수락만 있고 통신 체계 신설은 없다. 후일의 가능성 전망이 아니라 위기 해결의 완료된 외교 결과로 적혔다는 점에 한정한 판정이다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-30-03,PER-30,3,Collapse from Within,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,27-29,22-23,FINAL,보고서 3,"Military: Partial Cubana missile strikes initiated “limited war,” drawing retaliation.",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.27: Military: Partial Cubana missile strikes initiated “limited war,” drawing retaliation. | 로그 p.22: U.S.: Preemptive ICBM Launch",지도부 분열이라는 상태는 실제 Riskier 경로와 대응하지만 마지막 행동은 미국 선제 ICBM/소련 미국 도시 SS-4 타격이다. 서사는 핵도시 공격을 부분적 쿠바 미사일 공격과 limited war로 낮춰 결과와 타격 대상을 바꾼다. 명시된 대안은 무조건 항복이므로 그 대안을 승계했다고도 볼 수 없다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-25-01,PER-25,1,Countdown to Brinkmanship,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,"19-20,22",16-17,FINAL,보고서 1,USSR: Covert acceleration (T1) → dual de-escalate/prepare (T2) → nuclear alert (T3) →,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.20: USSR: Covert acceleration (T1) → dual de-escalate/prepare (T2) → nuclear alert (T3) → | 로그 p.17: Most Plausible: U.S. Reinforced Blockade + Soviet Withdrawal,선택된 마지막 소련 행동은 UN 관찰 아래 잠수함 철수이고 미국은 봉쇄 강화다. 최종 첫 경로는 소련의 마지막 행동을 submarine provocation으로 바꾸어 마지막 완화 선택을 없앤다. 별도 공습/핵배치 대안을 선택한 것이라면 미국도 공습으로 연결되어야 하나 서사는 DEFCON 2 준비로 끝나므로 실제 어느 마지막 행동 쌍도 온전히 계승하지 않는다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-25-02,PER-25,2,Shattered Equilibrium,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,20-22,17-18,FINAL,보고서 2,"Soviets retaliate against Turkey. NATO invokes Article 5, triggering mutual strategic nuclear",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.21: Soviets retaliate against Turkey. NATO invokes Article 5, triggering mutual strategic nuclear | 로그 p.18: Most Plausible: U.S. Invasion + Soviet Guantanamo Strike",핵전쟁 결말 범주는 실제 escalation 조합과 대응하지만 소련의 선택된 보복 표적 Guantanamo를 Turkey로 바꾸고 NATO Article 5를 새로운 핵확전 원인으로 추가했다. 또한 실제 마지막 미국 침공/소련 타격 선택을 잠수함 후퇴와 상호 준비로 낮추므로 동일한 핵전쟁 제목만으로 내용 승계를 인정할 수 없다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-25-03,PER-25,3,Pact in the Shadows,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,21-23,18-19,FINAL,보고서 3,Turn 4: Post-crisis stabilization:,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.21: Turn 4: Post-crisis stabilization: | 로그 p.19: Most Plausible: U.S. Missile Swap + Soviet Acceptance,"교환 수락과 평화 결말 자체는 마지막 선택과 일치한다. 그러나 실제 T4 고정 잠수함 사건 이후 교환 제안/수락을 서사의 T2로 이동하고 T3에는 UN 결의에 따른 제거 완료, T4에는 사후 안정화만 남긴다. 위기 중 네 번째 턴에서 한 결정의 시점을 바꿔 보존된 사건·선택 순서를 승계하지 못했다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-26-01,PER-26,1,The Tenuous Accord,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,16-19,"10-11,13-14",FINAL,보고서 1,"U.S.: Avoids air strikes, shifting focus to a proposed Turkey missile swap.",수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,"서사 p.17: U.S.: Avoids air strikes, shifting focus to a proposed Turkey missile swap. | 로그 p.10: Demand Khrushchev denounce Cuba","마지막 외교 최후통첩/UN 중재 수락은 평화적 출구를 지지하지만, 최종 서사의 T3 미국 선택은 Turkey 교환인데 실제 T3 선택지는 SAM 공습 또는 Khrushchev의 Cuba 규탄 요구다. 원래의 Turkey 교환은 다른 턴/분기에 있으며, 이후 미사일 해체 완료를 추가해 최종 결정의 계통과 실행 단계를 바꿨다.",,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
SUP-NARR-PER-26-02,PER-26,2,The Abyss of Mutually Assured Destruction,P-FINAL-LINK,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,19-20,"8,14-15",FINAL,보고서 2,U.S.: Probes full invasion prep as missiles near readiness.,수치 검산 대상이 아닌 분기 사건·선택의 원문 승계,위반,서사 p.19: U.S.: Probes full invasion prep as missiles near readiness. | 로그 p.8: Air strikes Tactical nuke use,마지막 핵보복/ICBM 발사 및 양국 파괴는 실제 마지막 로그와 대응한다. 그러나 서사의 T2는 미국 침공 준비와 소련 전술핵 사용 승인을 한 쌍으로 묶는다. 실제 T2 쌍은 Air strikes/Tactical nuke use와 Invasion prep/Full nuclear alert로 분리되어 있다. 두 대안 쌍을 교차 혼합한 중간 선택의 불일치이며 핵전쟁 결말의 개연성 판정이 아니다.,,true,true,AI 원문 의미 대조(인간 미확인),해당 보존 보고서의 실제 사건·행동·결말과 명시 분기 로그 대조. 위반 확정은 그 명시 모순의 판정이며 나머지 모든 통제조건 준수 보증이 아님.,보존 Root 입력이 사용되었다는 조건부 대조; 당시 첨부 바이트 동일성 미확정,true
