check_id,run_id,source_file,source_sha256,page,page_end,turn,branch,unit,domain,requirement_id,rule_file,rule_path,rule_type,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,human_review_required,limitation_category,input_version_caveat,does_not_certify
PER-20-GE-004-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,4,4,T1,"0.8
Generated Triggers:
Inevitable: U.S. naval blockade enforcement, Soviet mobilization [4 ] [5].
Potential: Diplomatic failure if Soviet ships breach quarantine; U-2 shootdown [4 ] [5].
ReconfirmV ariableS tatus:
tension: 1.0 (clamped)
diplomatic_support: 0.6
public_opinion: 1.0 (clamped)
leadership_unity: 1.0 (clamped)
Combination 2 : Air Strikes (US ) + Deployment (USSR)
Selected Actor: United States
Action: Immediate Air Strikes
Matrix Adjustment Applied: Strike event (tension +0.15, diplomatic_support -0.05,
public_opinion -0.05, leadership_unity -0.10 ) [Variable-Decision-Matrix.json].
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:military_alert,조건부 규칙,준수,SU:military_alert,,"Selected Actor: Soviet Union
Action: Accelerate Missile Readiness
Effect Rules Applied: military_alert (tension +0.45, leadership_unity +0.65)
[SOVIET_JSON_FILE].
Predicted VariableC hanges:
tension: +0.6 (0.15  + 0.45)
diplomatic_support: -0.05
public_opinion: -0.05
leadership_unity: +0.55 (-0.10  + 0.65)
Generated Triggers:
[4] [5]
Inevitable: Soviet retaliation against U.S. bases; U.S. invasion preparations  .
[4] [5]
Potential: Tactical nuclear deployment; NATO fracture  .",미사일 준비 가속을 군사 경계와 연결한다. 실제 핵 사용을 관찰했다고 간주하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-20-GE-005-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,5,5,T1,"ess
Effect Rules Applied: military_alert (tension +0.45, leadership_unity +0.65)
[SOVIET_JSON_FILE].
Predicted VariableC hanges:
tension: +0.6 (0.15  + 0.45)
diplomatic_support: -0.05
public_opinion: -0.05
leadership_unity: +0.55 (-0.10  + 0.65)
Generated Triggers:
[4] [5]
Inevitable: Soviet retaliation against U.S. bases; U.S. invasion preparations  .
[4] [5]
Potential: Tactical nuclear deployment; NATO fracture  .
ReconfirmV ariableS tatus:
tension: 1.0 (clamped)
diplomatic_support: 0.55
public_opinion: 0.55
leadership_unity: 1.0 (clamped)
Combination 3 : Diplomacy (US ) + Compromise (USSR)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: United States
Action: Backchannel Diplomacy
Matrix Adjustment Applied: Diplomatic_Success event (tension -0.05, diplomatic_support
+0.10, public_opinion +0.05, leadership_unity +0.05 ) [Variable-Decision-Matrix.json].",미국 비밀 외교와 소련 절충 교섭이 상호 행동쌍으로 기록돼 실제 외교 진전을 관찰한다. 두 효과를 합산하는 우선순위는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-20-GE-006-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,5,5,T1,"10  + 0.65)
Generated Triggers:
[4] [5]
Inevitable: Soviet retaliation against U.S. bases; U.S. invasion preparations  .
[4] [5]
Potential: Tactical nuclear deployment; NATO fracture  .
ReconfirmV ariableS tatus:
tension: 1.0 (clamped)
diplomatic_support: 0.55
public_opinion: 0.55
leadership_unity: 1.0 (clamped)
Combination 3 : Diplomacy (US ) + Compromise (USSR)
Selected Actor: United States
Action: Backchannel Diplomacy
Matrix Adjustment Applied: Diplomatic_Success event (tension -0.05, diplomatic_support
+0.10, public_opinion +0.05, leadership_unity +0.05 ) [Variable-Decision-Matrix.json].
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: Soviet Union
Action: Negotiate Compromise
Matrix Adjustment Applied: Diplomatic_Success event (tension -0.05, diplomatic_support
+0.10, public_opinion +0.05, leadership_unity +0.05 ) [Variable-Decision-Matrix.json].
Predicted VariableC hanges:
tension: -0.10
diplomatic_support: +0.20
public_opinion: +0.10
leadership_unity: +0.10
Generated Triggers:
[4] [5]
Inevitable: Soviet denial in public talks; U.S. demands for concrete concessions  .
[4] [5]
Potential: Secret Turkey-Cuba missile trade; Presidium l eadership rift  .",미국 비밀 외교와 소련 절충 교섭이 상호 행동쌍으로 기록돼 실제 외교 진전을 관찰한다. 두 효과를 합산하는 우선순위는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-001-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,4,4,T1,"Threshold Risk
↑viaquarantine/blockade [2] orexposureof At ±0.8threshold→militaryoptions
Tension
missiles [3 ]. dominate [2].
Diplomatic ↓i f U.S. isolates allies →U N/OAS legitimacy Below 0.5 →i solation increases war
Support erosion [1 ]. risk [2].
Leadership Strained if U.S. opts for airstrikes vs. blockade Below 0.5 →i nternal discord →r adical
Unity [1 ]. policies [2].
All analyses derived strictly from J SON data. Variable changes mapped to Variable-Decision
Matrix.json thresholds and triggers.
⁂
Scenario 1 : Most Plausible Path (US Naval Quarantine + Soviet Continue Covert
Deployment)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:military_alert,조건부 규칙,준수,US:military_alert,,"Selected Actor: United States
Action: Naval Quarantine
VariableC hange: Tension +0.3, Leadership Unity +0.8 (from U S ""military_alert"" effect rule)",실제 해상 검역과 군사 경계가 대응한다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-002-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,4,4,T1,"solates allies →U N/OAS legitimacy Below 0.5 →i solation increases war
Support erosion [1 ]. risk [2].
Leadership Strained if U.S. opts for airstrikes vs. blockade Below 0.5 →i nternal discord →r adical
Unity [1 ]. policies [2].
All analyses derived strictly from J SON data. Variable changes mapped to Variable-Decision
Matrix.json thresholds and triggers.
⁂
Scenario 1 : Most Plausible Path (US Naval Quarantine + Soviet Continue Covert
Deployment)
Selected Actor: United States
Action: Naval Quarantine
VariableC hange: Tension +0.3, Leadership Unity +0.8 (from U S ""military_alert"" effect rule)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:covert_detection,조건부 규칙,준수,SU:covert_detection,,"Selected Actor: Soviet Union
Action: Continue Covert Deployment
VariableC hange: Tension +0.45 (from S oviet ""covert_detection"" effect rule;
diplomatic_room e xcluded as per tracking rules)
Trigger Generation
Tension (0.5  + 0.3  + 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
Increased"" (exceeds 0.8 threshold) [4 ] [5].
Diplomatic Support (unchanged at 0.5) : Triggers ""Diplomatic Isolation"" (≤0.5 threshold) [4].",발견된 소련 미사일의 비밀 배치 지속을 원 발견 효과와 연결하며 diplomatic_room을 DS로 전용하지 않았다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-003-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,4,4,T1,"t
VariableC hange: Tension +0.45 (from S oviet ""covert_detection"" effect rule;
diplomatic_room e xcluded as per tracking rules)
Trigger Generation
Tension (0.5  + 0.3  + 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
Increased"" (exceeds 0.8 threshold) [4 ] [5].
Diplomatic Support (unchanged at 0.5) : Triggers ""Diplomatic Isolation"" (≤0.5 threshold) [4].
Reconfirmed Variable Status
tension: 1.0
diplomatic_support: 0.5
public_opinion: 0.5 (unchanged)
leadership_unity: 1.0 (0.5  + 0.8 → c lamped)
Scenario 2 : Hardline Response Path (US Air Strikes + Soviet Military Preparedness)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:military_alert,조건부 규칙,위반,US:military_alert,,"Selected Actor: United States
Action: Air Strikes
VariableC hange: Tension +0.3, Leadership Unity +0.8 (US ""military_alert"" effect rule) [5 ] [6].",실제 Air Strikes 경로를 군사 경계 효과만으로 처리한다. p3도 proceed with strikes라고 명시하며 준비 단계로 제한하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-004-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,4,5,T1,"Tension (0.5  + 0.3  + 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
Increased"" (exceeds 0.8 threshold) [4 ] [5].
Diplomatic Support (unchanged at 0.5) : Triggers ""Diplomatic Isolation"" (≤0.5 threshold) [4].
Reconfirmed Variable Status
tension: 1.0
diplomatic_support: 0.5
public_opinion: 0.5 (unchanged)
leadership_unity: 1.0 (0.5  + 0.8 → c lamped)
Scenario 2 : Hardline Response Path (US Air Strikes + Soviet Military Preparedness)
Selected Actor: United States
Action: Air Strikes
VariableC hange: Tension +0.3, Leadership Unity +0.8 (US ""military_alert"" effect rule) [5 ] [6].
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:military_alert,조건부 규칙,준수,SU:military_alert,,"Selected Actor: Soviet Union
Action: Military Preparedness
VariableC hange: Tension +0.45, Leadership Unity +0.65 (Soviet ""military_alert"" effect rule)
[4]
.
Trigger Generation
Tension (0.5  + 0.3  + 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
[4]
Increased"" .
Leadership Unity (0.5  + 0.8  + 0.65 = 1.95 →c lamped to 1.0): No trigger (remains above
0.5 threshold).
[4]
Diplomatic Support (0.5) : Triggers ""Diplomatic Isolation"" .",소련 방어 준비는 군사 경계와 대응한다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-005-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,5,5,T1,"
VariableC hange: Tension +0.45, Leadership Unity +0.65 (Soviet ""military_alert"" effect rule)
[4]
.
Trigger Generation
Tension (0.5  + 0.3  + 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
[4]
Increased"" .
Leadership Unity (0.5  + 0.8  + 0.65 = 1.95 →c lamped to 1.0): No trigger (remains above
0.5 threshold).
[4]
Diplomatic Support (0.5) : Triggers ""Diplomatic Isolation"" .
Reconfirmed Variable Status
tension: 1.0
diplomatic_support: 0.5
public_opinion: 0.5
leadership_unity: 1.0
Scenario 3 : Diplomatic Resolution Path (US Diplomatic Negotiation + Soviet
Preemptive Negotiation)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:public_appeal;SU:public_appeal,조건부 규칙,판정 불가,US:public_appeal;SU:public_appeal,,"Selected Actor: United States
Action: Diplomatic Negotiation
VariableC hange: Public Opinion +0.5 (US ""public_appeal"" effect rule) [5 ] [6].",상호 교섭 선택에 공중 호소를 붙이나 공개 발표인지 비공개 접촉인지 관찰되지 않는다. 국가별 수치는 일치해도 청중 조건을 숫자로 검증하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_action_audience_unreported,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-22-GE-006-MAP,PER-22,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,5,5,T1," 0.45 = 1.25 →c lamped to 1.0): Triggers ""Military Conflict Risk
[4]
Increased"" .
Leadership Unity (0.5  + 0.8  + 0.65 = 1.95 →c lamped to 1.0): No trigger (remains above
0.5 threshold).
[4]
Diplomatic Support (0.5) : Triggers ""Diplomatic Isolation"" .
Reconfirmed Variable Status
tension: 1.0
diplomatic_support: 0.5
public_opinion: 0.5
leadership_unity: 1.0
Scenario 3 : Diplomatic Resolution Path (US Diplomatic Negotiation + Soviet
Preemptive Negotiation)
Selected Actor: United States
Action: Diplomatic Negotiation
VariableC hange: Public Opinion +0.5 (US ""public_appeal"" effect rule) [5 ] [6].
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:public_appeal;SU:public_appeal,조건부 규칙,판정 불가,US:public_appeal;SU:public_appeal,,"Selected Actor: Soviet Union
Action: Preemptive Negotiation
VariableC hange: Public Opinion +0.55 (Soviet ""public_appeal"" effect rule) [4].
Trigger Generation
Public Opinion (0.5  + 0.5  + 0.55 = 1.55 →c lamped to 1.0): No trigger (remains above 0.4
threshold).
Diplomatic Support (0.5) : Triggers ""Diplomatic Isolation"" [4].
Leadership Unity (0.5) : Triggers ""Internal Division, Coup Risk"" (≤0.5 threshold) [4].",상호 교섭 선택에 공중 호소를 붙이나 공개 발표인지 비공개 접촉인지 관찰되지 않는다. 국가별 수치는 일치해도 청중 조건을 숫자로 검증하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_action_audience_unreported,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-001-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,4,4,T1,") via alliance coordination .
Risk of public perception of weakness if no concessions secured.
Critical Variables Post-Event
Variable Initial State Expected Movement
Tension 0.0 →0 .05-0.15 ↑v ia military action or covert exposure .
Diplomatic_Support 0.0 →0 .5-0.8 ↑w ith negotiation →↓ w ith unilateralism .
Public_Opinion 0.0 →0 .4-0.6 ↑v ia leadership coherence; ↓w ith visible risk .
All decisions adhere strictly to the JSON-defined actor parameters and variable transition rules.
No historical outcomes or external context considered.
⁂
Path A : U.S. Naval Quarantine + Soviet Maintain Denial
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Defense_Prep;US:public_appeal,조건부 규칙,판정 불가,Defense_Prep;US:public_appeal,,"Selected Actor: United States
Selected Action: Naval Quarantine Blockade
’ [4] [5]
Rationale: Kennedys medium r isk tolerance aligns with measured escalation  .
Predicted Variable Changes:
[6]
tension: +0.05 (Defense_Prep event )
[6]
diplomatic_support: -0.02 (Defense_Prep event )
[4]
public_opinion: +0.05 (public_appeal effect )
[6]
leadership_unity: -0.05 (Defense_Prep event )",검역의 군사 대비는 관찰되지만 별도 공개 호소는 이 경로에서 제시되지 않는다. 공개 호소 상수 .05 오류는 별도 검증한다.,AI direct source interpretation; recovered PDF character geometry,True,True,partial_mapping_uncertain,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-002-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,4,4,T1,"risk .
All decisions adhere strictly to the JSON-defined actor parameters and variable transition rules.
No historical outcomes or external context considered.
⁂
Path A : U.S. Naval Quarantine + Soviet Maintain Denial
Selected Actor: United States
Selected Action: Naval Quarantine Blockade
’ [4] [5]
Rationale: Kennedys medium r isk tolerance aligns with measured escalation  .
Predicted Variable Changes:
[6]
tension: +0.05 (Defense_Prep event )
[6]
diplomatic_support: -0.02 (Defense_Prep event )
[4]
public_opinion: +0.05 (public_appeal effect )
[6]
leadership_unity: -0.05 (Defense_Prep event )
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:covert_detection;SU:military_alert,조건부 규칙,판정 불가,SU:covert_detection;SU:military_alert,,"Selected Actor: Soviet Union
Selected Action: Maintain Denial + Covert Continuation
’ [4] [5]
Rationale: Khrushchevs reliance on secrecy to preserve bargaining power  .
Predicted Variable Changes:
[4]
tension: +0.45 (covert_detection effect )
[4]
leadership_unity: +0.65 (military_alert effect )
Generated Triggers:
Tension surge → M ilitaryC onflict Risk Increased (tension = 0.50 ≥ 0.8? No threshold
breach)
Diplomatic_Support decline → D iplomatic Isolation (diplomatic_support = -0.02 ≤ 0.5)
Leadership_Unity instability → I nternal Division Risk (leadership_unity = 0.60  > 0.5? Stable)",비밀 배치의 발견은 입력 사건과 대응하지만 군사 경계가 발동되는 구체 준비 행동은 부인/비밀 지속만으로 확정하기 어렵다.,AI direct source interpretation; recovered PDF character geometry,True,True,partial_mapping_uncertain,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-003-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,4,5,T1,"d Variable Changes:
[4]
tension: +0.45 (covert_detection effect )
[4]
leadership_unity: +0.65 (military_alert effect )
Generated Triggers:
Tension surge → M ilitaryC onflict Risk Increased (tension = 0.50 ≥ 0.8? No threshold
breach)
Diplomatic_Support decline → D iplomatic Isolation (diplomatic_support = -0.02 ≤ 0.5)
Leadership_Unity instability → I nternal Division Risk (leadership_unity = 0.60  > 0.5? Stable)
ReconfirmV ariableS tatus:
tension: 0.50
diplomatic_support: -0.02 (clamped to 0.0)
public_opinion: 0.05
leadership_unity: 0.60
Path B : U.S. Air Strike + Soviet Accelerate Deployments
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States
Selected Action: Air Strike with Invasion Threat
Rationale: Pentagon’s prioritization of immediate threat elimination[ 4 ] [5].
Predicted Variable Changes:
tension: +0.15 (Strike event [6])
diplomatic_support: -0.05 (Strike event [6])
public_opinion: -0.05 (Strike event [6])
leadership_unity: -0.10 (Strike event [6])",실제 공습과 침공 위협 경로의 공습에 Strike를 연결한다. p4–5 원본에서 행동자와 연속 효과를 확인했다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-004-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,5,5,T1," I nternal Division Risk (leadership_unity = 0.60  > 0.5? Stable)
ReconfirmV ariableS tatus:
tension: 0.50
diplomatic_support: -0.02 (clamped to 0.0)
public_opinion: 0.05
leadership_unity: 0.60
Path B : U.S. Air Strike + Soviet Accelerate Deployments
Selected Actor: United States
Selected Action: Air Strike with Invasion Threat
Rationale: Pentagon’s prioritization of immediate threat elimination[ 4 ] [5].
Predicted Variable Changes:
tension: +0.15 (Strike event [6])
diplomatic_support: -0.05 (Strike event [6])
public_opinion: -0.05 (Strike event [6])
leadership_unity: -0.10 (Strike event [6])
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:military_alert,조건부 규칙,준수,SU:military_alert,,"Selected Actor: Soviet Union
Selected Action: Accelerate Missile Deployments
Rationale: Military High Command’s push for operational security [4 ] [5].
Predicted Variable Changes:
tension: +0.45 (military_alert effect [4])
leadership_unity: +0.65 (military_alert effect [4])
Generated Triggers:
Critical tension → M ilitaryC onflict Risk Increased (tension = 0.60  < 0.8? No breach)
Diplomatic_Support collapse → D iplomatic Isolation (diplomatic_support = -0.05 ≤ 0.5)
Leadership_Unity fracture → C oup Risk (leadership_unity = 0.55  > 0.5? Stable)",소련 배치 가속을 군사 경계에 연결한다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-005-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,5,5,T1,"cted Variable Changes:
tension: +0.45 (military_alert effect [4])
leadership_unity: +0.65 (military_alert effect [4])
Generated Triggers:
Critical tension → M ilitaryC onflict Risk Increased (tension = 0.60  < 0.8? No breach)
Diplomatic_Support collapse → D iplomatic Isolation (diplomatic_support = -0.05 ≤ 0.5)
Leadership_Unity fracture → C oup Risk (leadership_unity = 0.55  > 0.5? Stable)
ReconfirmV ariableS tatus:
tension: 0.60
diplomatic_support: -0.05 (clamped to 0.0)
public_opinion: -0.05 (clamped to 0.0)
leadership_unity: 0.55
Path C : U.S. Diplomatic Pressure + Soviet Backchannel Talks
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:public_appeal;Diplomatic_Success,조건부 규칙,준수,US:public_appeal;Diplomatic_Success,,"Selected Actor: United States
Selected Action: Public Address + Multilateral Diplomacy
’ [4] [5]
Rationale: State Department s alliance-focused de-escalation  .
Predicted Variable Changes:
[4]
public_opinion: +0.55 (public_appeal effect )
[6]
diplomatic_support: +0.10 (Diplomatic_Success event )",미국의 명시 공개 연설/다자외교와 소련 비밀 교섭이 연결된다. 미국 공중 호소 .55 값과 threshold 처리는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-23-GE-006-MAP,PER-23,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,5,5,T1," = -0.05 ≤ 0.5)
Leadership_Unity fracture → C oup Risk (leadership_unity = 0.55  > 0.5? Stable)
ReconfirmV ariableS tatus:
tension: 0.60
diplomatic_support: -0.05 (clamped to 0.0)
public_opinion: -0.05 (clamped to 0.0)
leadership_unity: 0.55
Path C : U.S. Diplomatic Pressure + Soviet Backchannel Talks
Selected Actor: United States
Selected Action: Public Address + Multilateral Diplomacy
’ [4] [5]
Rationale: State Department s alliance-focused de-escalation  .
Predicted Variable Changes:
[4]
public_opinion: +0.55 (public_appeal effect )
[6]
diplomatic_support: +0.10 (Diplomatic_Success event )
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:public_appeal;Diplomatic_Success,조건부 규칙,준수,US:public_appeal;Diplomatic_Success,,"Selected Actor: Soviet Union
Selected Action: Backchannel Negotiations
’ [4] [5]
Rationale: Khrushchevs face-saving compromise strategy  .
Predicted Variable Changes:
[6]
tension: -0.05 (Diplomatic_Success event )
[6]
diplomatic_support: +0.10 (Diplomatic_Success event )
Generated Triggers:
Public_Opinion surge → S tableL eadership (public_opinion = 0.55  > 0.4)
Diplomatic_Support boost → A llianceS trength (diplomatic_support = 0.20  > 0.5? No
isolation)",미국의 명시 공개 연설/다자외교와 소련 비밀 교섭이 연결된다. 미국 공중 호소 .55 값과 threshold 처리는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
