execution_id,source_commit,raw_log_path,source_pdf_sha256,source_url,download_required_for_new_pdf_review,needed_for_fixed_label_aggregation
Claude_Opus_4-04,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,40ed9943db9822e0a9e63d8f4a7e9b9b6d53c0b5bc29ac3b092464de64a84acd,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/4.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-05,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/5. Strategic Decision Modeling Protocol.pdf,f668bfe0fa63e29d37bd0bc5e77f2d848cdc7902d3b0e8a196771f492768310b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/5.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-06,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/6. Strategic Decision Modeling Protocol.pdf,bb6deff79a553a8604a9df6eab4e68e954b122f7cf24ee75aaa2431d914436ec,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/6.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-07,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/7. Strategic Decision Modeling Protocol.pdf,bc1a14b993ed1b7b515df936c8c2c6766e8ad849c6beaf23f5a2c1300bd55ae3,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/7.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-08,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/8. Strategic Decision Modeling Protocol.pdf,5b336e028ed2a632165b9753b8e14d1f6ac1b74fd84c15e74c5f80a91002f706,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/8.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-09,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/9. Strategic Decision Modeling Protocol.pdf,3e463422829f39192ebbb24aa96f676d5bda251f4d225a45c204d53857f394fb,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/9.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-10,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/10. Strategic Decision Modeling Protocol.pdf,5255cd8d71f9307c8ed99cef241c860e42aa46b41ac602bc69fd74491fc6da3e,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/10.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-11,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-12,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-13,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-14,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,true,false
Claude_Opus_4-15,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,8c74bc5d7c3173bd504a72b0e7f67e036dfa659ebb86c93df50015772406dba4,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/15.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-16,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,512cad7aeb7d57f010cb83ce1de3b46e8604e4c5a9ab56ce7439249bd51d173b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/16.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-17,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,23cb50f75cbbfed2b24308abbcdb2c3d80b63f35f95d56c38ff116faadbe5895,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/17.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-18,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,1335cd9261700838df1005974bc9b6d8e0d588edc4e6fa98266cf7f7b4b6f4eb,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/18.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-19,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,865cb6b736997d80879ca1e14a2ac4287a22d947f1e8a9001777cd989ad1739e,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/19.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-20,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/20.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-21,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,5ee44e1ed46e15915bd9c886afecd1bd24314e9cb01852c1cef874e5cef627f7,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/21.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-22,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,d074b16e3594924462b1c7d66b1276a5e557b97922f485b616c78fb2455293b5,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/22.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-23,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,286ed2b46996ee5f703069d95d599a17d5b40279c8e8653363fd76a7fc8b48bf,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/23.Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-24,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,822278632565a419957939665a946d23b1996d89c719f726bcdc7e6bf50c8934,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/24.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-25,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,2f6cac443ec1cf8b7d33cca5e1f424a04d3bed2d80d10edca11eb64b73791b06,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/25.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-26,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,7e77386b1508cb0ccb67234a4c65ac36e1ba14a49f024211c4968f9d6dec192e,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/26.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-27,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,74ebc65e71943daab5b1d67c2f483bc0681058e99d10903ee21cd20e8d26f517,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/27.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-28,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,b8f3364ae20410873bc6b6a153c4f6b11b653f6b27b8b1a574020e2e6869a337,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/28.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-29,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,58e8e1c1071435670fd7047ff623809184435745bb9882b7c8b5d9f752051541,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/29.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-30,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,b2d21bce34c5189b872a0904e6ffd2720ff48da70483eee12737cde23898c37a,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/30.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Perplexity_RAG-01,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/1. Strategic Decision Modeling_ U.S. Discovery of Cub.pdf,3a5f70972ae4b178b2ba9ff51b3127770e918103fe41b688c11032b827bb532c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/1.%20Strategic%20Decision%20Modeling_%20U.S.%20Discovery%20of%20Cub.pdf,true,false
Perplexity_RAG-02,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/2. Strategic Options Analysis_ U.S. Discovery of Sovi.pdf,bdd671738db7d1f126dbe72a53027c5970ac761a90731b39a00766aa34082e53,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/2.%20Strategic%20Options%20Analysis_%20U.S.%20Discovery%20of%20Sovi.pdf,true,false
Perplexity_RAG-03,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,f66660795410dafe3f5701cb7adfc38276bcd171429e66f79411bb5e18b79d0c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/3.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-04,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,e690d7c16a86bd88adbd6a64cf76c62061eaeafa4af8304cfd4dcf5ab4611803,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/4.%20Strategic%20Alternatives%20%26%20Conflict%20Scenarios.pdf,true,false
Perplexity_RAG-05,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/5. You are a tool for modeling strategic decisions. A.pdf,b168b0ce9bf51ef2a92086c472372d37641efe0d4584cc53cdb0cbf28d12af48,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/5.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-06,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/6. Strategic Analysis of Soviet Missile Discovery in.pdf,cc974f3606f19904b045b791e122d013847ea1e8c44175bf38f1a76bdf994f8b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/6.%20Strategic%20Analysis%20of%20Soviet%20Missile%20Discovery%20in.pdf,true,false
Perplexity_RAG-07,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/7. Strategic Decision Modeling_ Soviet Missile Deploy.pdf,1668f1cf6f059d3671721d77aa3cf9f72fc0c4f1bcaa98466f3cfe21db443de4,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/7.%20Strategic%20Decision%20Modeling_%20Soviet%20Missile%20Deploy.pdf,true,false
Perplexity_RAG-08,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/8. U.S. Strategic Alternatives.pdf,f28dfb54f3011bdc879738da1a4ca595625a79451f3ffd79b8d1ecaaf848223b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/8.%20U.S.%20Strategic%20Alternatives.pdf,true,false
Perplexity_RAG-09,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,d0e66854e6be9415522cbc0ac45e89d3a30e05d6dc4c276b9776ade368481352,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/9.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-10,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/10. Strategic Alternatives and Triggers.pdf,ffe6549ae0e4c4252079f40ac3eedcd601481c0b7a5d552879b1f143ff5f8061,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/10.%20Strategic%20Alternatives%20and%20Triggers.pdf,true,false
Perplexity_RAG-11,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/11. __Strategic Action Options Analysis__.pdf,c4bde1b8fb8f558cb6480afe71d3266fb879254fed954e6dfde8cb0b248d2fbe,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/11.%20__Strategic%20Action%20Options%20Analysis__.pdf,true,false
Perplexity_RAG-12,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/12. Strategic Decision Modeling for Cuban Missile Cris.pdf,80fdaba7f1f0a872aecb0d610fb8bf792b288f88a30d14b3a6095def4627fcf5,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/12.%20Strategic%20Decision%20Modeling%20for%20Cuban%20Missile%20Cris.pdf,true,false
Perplexity_RAG-13,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/13. Strategic Analysis of Current Event_ Soviet Nuclea.pdf,5b712a6d1b6c251a9027e011f4e6250e2f6c80a5620bdb283829af5f25f3900f,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/13.%20Strategic%20Analysis%20of%20Current%20Event_%20Soviet%20Nuclea.pdf,true,false
Perplexity_RAG-14,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/14. Strategic Decision Modeling_ Cuban Missile Crisis.pdf,f4e323e0d788f5423578471fbbc8d541d9b5c6f533439a35d302fd52bb52b9f2,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/14.%20Strategic%20Decision%20Modeling_%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-15,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/15. Strategic Decision Model for Cuban Missile Crisis.pdf,bbe1d6156557812e559fa9bd82cfa7965887593868c4ad8285aa7798dbd9f5c0,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/15.%20Strategic%20Decision%20Model%20for%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-16,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/16. You are a tool for modeling strategic decisions. A.pdf,bafd99d6049da828c410d69298865ad2c2e5cdee59cc7fe0fcee8c406e495621,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/16.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-17,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/17. Strategic Decision Modeling_ Cuban Missile Crisis (1).pdf,7fe13a44539c6e256f7983e49ac38b8a3e62df817de6878b69711ab3c0dd03c2,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/17.%20Strategic%20Decision%20Modeling_%20Cuban%20Missile%20Crisis%20%281%29.pdf,true,false
Perplexity_RAG-18,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/18.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-19,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/19. Strategic Analysis of Cuban Missile Crisis Event.pdf,48113015b8f8167b340f24e6225e7f895102252c5767eaf7696d979f21b111f8,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/19.%20Strategic%20Analysis%20of%20Cuban%20Missile%20Crisis%20Event.pdf,true,false
Perplexity_RAG-20,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/20.%20Strategic%20Analysis%20for%20Cuban%20Missile%20Crisis%20%28Based.pdf,true,false
Perplexity_RAG-21,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/21. Strategic Decision Model for Cuba Missile Crisis D.pdf,b4020fece93a951229c550c8ebadd25d6e2b12de5f793de110be6c9031874342,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/21.%20Strategic%20Decision%20Model%20for%20Cuba%20Missile%20Crisis%20D.pdf,true,false
Perplexity_RAG-22,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/22.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-23,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/23.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-24,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/24. Strategic Alternatives Analysis for Missile Crisis.pdf,2a6ec5f9e15f31b3fa67d32b5c790079f140b611bf13012923316d6a10215a37,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/24.%20Strategic%20Alternatives%20Analysis%20for%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-25,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-26,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,true,false
Perplexity_RAG-27,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,true,false
Perplexity_RAG-28,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,true,false
Perplexity_RAG-29,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,true,false
Perplexity_RAG-30,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,6633d5f367fc9b84501437bba8e62278ae94c9da8eb7321adea9b8e64f865503,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/30.%20Strategic%20Decision%20Analysis_%20Soviet%20Missile%20Discov.pdf,true,false
