execution_id,system,raw_log_path,source_pdf_sha256,original_outcome,status,outcome_5,recoding_changed,source_branch,selection_evidence,terminal_evidence,reasoning,common_state,actor_states,state_pages,limitations
Gemini_2.5_Flash-01,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/1.pdf,60b683fad5d8af65fc9934a49a4bc262b5f63f9c4271a5c57f250c9a4cd86edc,Diplomatic resolution,confirmed,Diplomatic resolution,False,"Most Plausible Path, Tense De-escalation / The Razor's Edge","[{""page"": 21, ""excerpt"": ""Scenario 1: Most Plausible Path (Tense De-escalation)""}, {""page"": 26, ""excerpt"": ""The U.S. President used the backchannel to demand a naval stand-down""}]","[{""page"": 26, ""excerpt"": ""successful removal of the Soviet missiles from Cuba""}, {""page"": 26, ""excerpt"": ""By trading the missiles for a non-invasion pledge""}]","Main log's backchannel containment and Soviet naval stand-down recur in the narrative, preserving the already-agreed missile-removal deal. The ending records completed removal despite residual tension.",,"{""United States"": [0.65, 0.73, 0.73, 0.5], ""Soviet Union"": [0.7, 0.68, 0.63, 0.4]}","[21, 22]",Actor-specific terminal vectors retained separately; no averaging or arithmetic validation.
Gemini_2.5_Flash-02,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/2.pdf,f60a793430a7ec5a8d7948d4d8877506baf6a7c56e7f77de8451d1d02533a744,Diplomatic resolution,confirmed,Diplomatic resolution,False,Combination 1 Most Plausible -> Backchannel Negotiation -> Last-Minute Deal -> Resolution / The Mended Rift,"[{""page"": 4, ""excerpt"": ""Scenario Combination Name: Most Plausible Path""}, {""page"": 11, ""excerpt"": ""Result Log: Scenario 1 - The Backchannel Negotiation""}, {""page"": 15, ""excerpt"": ""Result Log: Scenario 1 - The Last-Minute Deal""}]","[{""page"": 15, ""excerpt"": ""Generated Triggers: Final settlement implemented.""}, {""page"": 20, ""excerpt"": ""the missiles were removed in exchange for a non-invasion pledge""}]","Same numbered branch and named predecessor links trace the initially ranked quarantine path through accepted deal to observable dismantling. The narrative repeats quarantine, non-retaliation and final verification/dismantling, and explicitly records completed withdrawal.","[0.9, 0.82, 1.0, 0.9]",,"[15, 16]",The source gives inconsistent intermediate calculations and corrections. Final status is transcribed without resolving or endorsing arithmetic.
Gemini_2.5_Flash-03,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,Full-scale war,confirmed,Protracted stalemate,True,"Combination 1 Most Plausible, Naval Quarantine + Deny and Negotiate / The Mended Rift","[{""page"": 3, ""excerpt"": ""Combination 1 (Most Plausible): U.S. Action: Naval Quarantine. Soviet Action: Deny and Negotiate.""}, {""page"": 15, ""excerpt"": ""Scenario Combination Name: Most Plausible Path - Turn 4""}]","[{""page"": 20, ""excerpt"": ""The final outcome is a \""stabilized state of extreme crisis.\""""}, {""page"": 21, ""excerpt"": ""A state of extreme but stable tension, with full-scale war avoided but both nations remaining on high alert.""}]","Narrative follows ranked quarantine/denial-negotiation and final invasion pause. It explicitly ends without war or a permanent settlement, with both leaders surviving; earlier collapse rhetoric describes strain/near-collapse, not a terminal failed government.",,"{""United States"": [0.9, 0.36, 0.36, 0.2], ""Soviet Union"": [0.75, 0.4, 0.5, 0.45]}","[15, 16]",Actor-specific values remain separate. Source references to collapse-level variables do not independently establish realized internal collapse or correct calculations.
Gemini_2.5_Flash-04,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,Diplomatic resolution,confirmed,Diplomatic resolution,False,"Scenario 1 Most Plausible Path, DEFCON 2 + Soviet Full Compliance / The Razor's Edge","[{""page"": 23, ""excerpt"": ""Result Log for Scenario 1: Most Plausible Path""}, {""page"": 24, ""excerpt"": ""Selected Action: Publicly Announce Full Compliance (Diplomatic_Success)""}]","[{""page"": 29, ""excerpt"": ""The Soviet Union publicly announced it would comply with American demands and withdraw the missiles.""}, {""page"": 30, ""excerpt"": ""War was averted and the missiles were removed""}]","The narrative's final DEFCON 2 pressure and public Soviet compliance match the marked main combination, and the ending states completed missile removal. Coercion and an unequal bargain do not negate settlement.","[0.5, 0.76, 0.61, 0.55]",,[24],"Terminal vector recorded as shown; does not certify numerical arithmetic, event mapping or historical accuracy."
Gemini_2.5_Flash-05,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,Diplomatic resolution,confirmed,Diplomatic resolution,False,Scenario 1 Most Plausible Combination / The Precipice Deal,"[{""page"": 13, ""excerpt"": ""Scenario 1: Most Plausible Combination - Result Log""}, {""page"": 13, ""excerpt"": ""A final agreement is reached and publicly confirmed by both sides.""}]","[{""page"": 17, ""excerpt"": ""Khrushchev, to cement the resolution, publicly broadcast the terms of the agreement.""}, {""page"": 18, ""excerpt"": ""War was avoided, and the missiles were removed.""}]",The report's accepted deal and public broadcast reproduce the selected main actions. Completed missile removal controls the outcome despite the source's cold-peace language and high residual tension.,"[0.85, 0.77, 0.62, 0.4]",,[13],Intermediate limited retaliation and residual coup risk do not supersede the explicit terminal settlement. No arithmetic certification.
Gemini_2.5_Flash-06,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/6.pdf,18c44b91110590a552fded979dd21edaa1820df5c18a98cd0daecaee41b00136,Full-scale war,confirmed,Protracted stalemate,True,Combination 1 Most Plausible Path / The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Combination 1: Most Plausible Path U.S. Action: Naval Quarantine. Soviet Action: Deny Deployment and Attempt to Complete Construction.""}, {""page"": 15, ""excerpt"": ""Result Log: Combination 1 (Most Plausible Path)""}]","[{""page"": 20, ""excerpt"": ""The scenario concludes not with resolution, but with a deeply unstable and high-stakes standoff.""}, {""page"": 21, ""excerpt"": ""War was averted, but an extremely tense and unstable standoff ensued""}]","The narrative follows the ranked quarantine/denial path and terminal DEFCON 2/public de-escalation offer, rather than the alternative airstrike-to-nuclear-war path. A final offer and paused military action do not constitute a completed settlement; ending explicitly remains unresolved.",,"{""United States"": [0.75, 0.49, 0.44, 0.3], ""Soviet Union"": [0.55, 0.64, 0.54, 0.45]}",[15],Intermediate limited strikes and leadership fragmentation are retained in the source but the dominant terminal outcome is unresolved standoff. Actor values not averaged; no arithmetic validation.
Gemini_2.5_Flash-07,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/7.pdf,717dc2371128a4a1db840c6fb1b92f909e4d4df3278c30de36a293cd69e0f746,Diplomatic resolution,confirmed,Diplomatic resolution,False,Combination 1 Most Plausible -> Diplomatic Resolution Path - The Brink / The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Combination 1 (Most Plausible Path)""}, {""page"": 20, ""excerpt"": ""Scenario Combination Name: Diplomatic Resolution Path - The Brink""}]","[{""page"": 24, ""excerpt"": ""the U.S. President finalized the secret deal""}, {""page"": 24, ""excerpt"": ""The scenario resulted in a peaceful resolution of the immediate crisis.""}]","Initial quarantine/backchannel (not the alternative quarantine challenge) continues as Scenario 1 into US finalization and public Soviet withdrawal. The narrative repeats that pair and records completed crisis resolution, despite mistrust.","[0.55, 0.81, 0.61, 0.5]",,[20],Political near-collapse language denotes risk/strain before the completed agreement. Recorded final vector does not validate calculations.
Gemini_2.5_Flash-08,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/8.pdf,839ef63d28bc63e5ee12235fdb0c4a113606bfdd28c15ea80d30fbe1df5505c5,Full-scale war,confirmed,Diplomatic resolution,True,"Scenario 1 Most Plausible Path, Tense Standoff / The Brinkman's Bargain","[{""page"": 20, ""excerpt"": ""Scenario 1: Most Plausible Path (Tense Standoff)""}, {""page"": 21, ""excerpt"": ""Selected Action: Transmit Unconditional Agreement to U.S. Terms""}]","[{""page"": 27, ""excerpt"": ""He transmitted his unconditional agreement.""}, {""page"": 27, ""excerpt"": ""A deal was struck at the moment of maximum danger""}, {""page"": 27, ""excerpt"": ""verifying the subsequent missile withdrawal""}]",The narrative's urgent final deal and unconditional Soviet acceptance reproduce the marked main actions. It records a completed deal and subsequent missile withdrawal; unstable coexistence and internal dissent do not reverse that settlement into war or unresolved confrontation.,,"{""United States"": [0.35, 0.83, 0.63, 0.55], ""Soviet Union"": [0.55, 0.55, 0.55, 0.55]}",[21],"Actor-specific vectors retained. Severe instability is not a realized government failure, and near-war language is not actual full-scale war."
Gemini_2.5_Flash-09,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/9.pdf,efa339c5b9d76c8a994d137771ed819addd5ce7beec7cecc7665ff57853bc665,Full-scale war,confirmed,Diplomatic resolution,True,Scenario 1 Most Plausible Path Continuation / The Razor's Edge,"[{""page"": 12, ""excerpt"": ""Result Log: Scenario 1 - \""Most Plausible Path\"" Continuation""}, {""page"": 12, ""excerpt"": ""Capitulate to U.S. demands and agree to withdraw the missiles in exchange for a non-invasion pledge""}]","[{""page"": 16, ""excerpt"": ""The missiles were removed, and American credibility was powerfully demonstrated.""}, {""page"": 17, ""excerpt"": ""War was avoided, but a bitter and unstable peace was established""}]","The narrative repeats main-branch quarantine, limited retaliation, final DEFCON 2 ultimatum and Soviet acceptance. Missile removal is completed; the bitter peace and peak-tension wording describe the aftermath of settlement, not a continuing unresolved missile crisis.","[0.85, 0.47, 0.42, 0.25]",,"[12, 13]",An unequal coercive settlement still meets the outcome definition. Earlier retaliatory strike is not coded as the terminal category. No arithmetic validation.
Gemini_2.5_Flash-10,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/10.pdf,af69ef34182f9377e7841f1d52bead035465690250852c6534352750132c57a1,Diplomatic resolution,confirmed,Diplomatic resolution,False,Scenario 1 Most Plausible Path / The Mended Rift,"[{""page"": 21, ""excerpt"": ""Scenario Combination Name: Most Plausible Path""}, {""page"": 21, ""excerpt"": ""A final diplomatic agreement is reached, ending the crisis.""}]","[{""page"": 26, ""excerpt"": ""The U.S., seeing the only remaining path away from annihilation, immediately accepted.""}, {""page"": 27, ""excerpt"": ""Nuclear war was avoided through a negotiated settlement involving the removal of missiles for a non-invasion pledge.""}]","The marked final pair, immediate US acceptance plus public Soviet missile-withdrawal agreement, recurs in the narrative and culminates in negotiated settlement. High residual tension does not negate that explicit agreement.","[0.95, 0.6, 0.5, 0.95]",,[21],"The source's generic claim that conflict was averted sits alongside an earlier limited retaliation; outcome coding concerns the final settlement, not absence of every intermediate engagement. No arithmetic certification."
Gemini_2.5_Flash-11,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/11.pdf,1e7cc5584589422807c07a6e553a76bd75c7d2987baf595494cc8ee58b062e5b,Protracted stalemate,confirmed,Diplomatic resolution,True,Most Plausible quarantine + denial/acceleration -> secret talks -> retaliatory SAM strike -> The Mended Rift,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination:U.S. Action: Naval Quarantine.Soviet Action: Deny, Deceive, and Accelerate Deployment.""}, {""page"": 16, ""excerpt"": ""Accept Soviet De-escalation and Stand Down from DEFCON 2""}]","[{""page"": 21, ""excerpt"": ""the primary goal of removing the missiles was achieved.""}, {""page"": 22, ""excerpt"": ""Nuclear war was avoided and the missiles were removed""}]","Explicitly preferred lineage matches the narrative, including the limited SAM retaliation and subsequent accepted de-escalation. Completed missile removal is reported; damaged Soviet authority and residual tension do not erase the settlement or establish actual governmental collapse.",,"{""United States"": [0.7, 0.61, 0.56, 0.45], ""Soviet Union"": {""tension_printed"": 0.9, ""tension_conflicting_annotation"": ""Clamped to 1.0"", ""diplomatic_support"": 0.38, ""public_opinion"": 0.38, ""leadership_unity"": 0.3}}","[16, 17]","Actor-specific states only; Soviet tension contains an explicit contradictory clamping annotation, retained without correction."
Gemini_2.5_Flash-12,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/12.pdf,c2c2bce3e75636936daee00e9c96947fda09833c4b926293af2461a8bc8706f7,Protracted stalemate,confirmed,Diplomatic resolution,True,Combination 1 Most Plausible quarantine + military alert/denial -> final ultimatum -> The Mended Rift,"[{""page"": 3, ""excerpt"": ""Combination 1: Most Plausible Path""}, {""page"": 13, ""excerpt"": ""Most Plausible Path (Turn 4 - The Resolution)""}]","[{""page"": 17, ""excerpt"": ""a deal was struck. The Soviets would withdraw the missiles in exchange for a U.S. pledge not to invade Cuba.""}, {""page"": 17, ""excerpt"": ""the United States achieved its primary objective of missile removal.""}]","Initial and later explicitly main choices match the final report. Its negative peace is nevertheless a completed negotiated settlement, with both core goals achieved, not an unresolved standoff.",,"{""United States"": [0.8, 0.56, 0.46, 0.3], ""Soviet Union"": [0.95, 0.5, null, 0.9]}",[13],Soviet public opinion is printed N/A; not imputed. Residual high readiness is not substituted for completed settlement.
Gemini_2.5_Flash-13,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/13.pdf,ccf30441bebecfd97a4409496d8fff4aadec2b8480a9db6ba8168c506776b861,Full-scale war,confirmed,Diplomatic resolution,True,Most Plausible quarantine + deny/continue -> explanation/backchannel -> final terms accepted -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination:US Action: Naval Quarantine.Soviet Action: Deny and Continue Deployment (Bluff).""}, {""page"": 19, ""excerpt"": ""Scenario Combination Name: Most Plausible Path - Turn 4""}]","[{""page"": 19, ""excerpt"": ""Crisis resolution agreement is reached""}, {""page"": 25, ""excerpt"": ""War was averted and the missiles were removed via a negotiated settlement""}]","Named main lineage matches the narrative and explicitly completes a negotiated settlement/withdrawal. Residual mistrust and temporary truce rhetoric are consequences of the agreement, not denial of its completion.","[0.55, 0.89, 0.64, 0.5]",,[19],Reported shared state only; no rule or arithmetic certification.
Gemini_2.5_Flash-14,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/14.pdf,32558992e6b4380b514ad18b74013c5da25a4475b714b431da1d3a71b49fd364,Diplomatic resolution,confirmed,Diplomatic resolution,False,Most Plausible quarantine + denial/high alert -> damaged backchannel talks -> The Whispered Bargain,"[{""page"": 2, ""excerpt"": ""Most Plausible CombinationU.S. Action: Implement a naval quarantine.Soviet Action: Deny the missiles' offensive nature while placing forces on high alert.""}, {""page"": 20, ""excerpt"": ""Scenario Combination Name: Most Plausible Path - Turn 4""}]","[{""page"": 26, ""excerpt"": ""He accepted. With the deal struck, both leaders moved to stand down their forces""}, {""page"": 27, ""excerpt"": ""A secret deal trading the removal of missiles in Cuba for the future removal of U.S. missiles in Turkey averted war.""}]","Explicit main lineage leads to an accepted secret bargain and mutual stand-down, satisfying completed negotiated de-escalation despite remaining mistrust.","[0.55, 0.58, 0.53, 0.5]",,[20],Source explicitly says final state is identical for both nations; retained without recomputation.
Gemini_2.5_Flash-15,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,Full-scale war,confirmed,Diplomatic resolution,True,Most Plausible quarantine + public deterrent threat -> backchannel -> retaliatory strike -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Most Plausible CombinationU.S. Action: Naval Quarantine.Soviet Action: Issue a Public Deterrent Threat (while privately seeking backchannels).""}, {""page"": 14, ""excerpt"": ""Scenario 1: Most Plausible Path - Result Log""}]","[{""page"": 18, ""excerpt"": ""Diplomatically, a complex deal was struck, but it was done in secret""}, {""page"": 19, ""excerpt"": ""Nuclear war was avoided through a secret deal""}]",Main lineage remains distinct from denial/delay and initial-strike alternatives. The final narrative proceeds from an offer to an explicit struck deal; prior limited retaliation and residual mistrust do not constitute the terminal outcome.,"[0.9, 0.66, 0.62, 0.5]",,[14],Narrative settlement completion does not validate the high-tension log or transition arithmetic.
Gemini_2.5_Flash-16,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,Protracted stalemate,withheld,,False,Combination 1 Most Plausible quarantine + high alert -> retaliatory strikes -> From Brink of War to De-escalation -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Combination 1: Most Plausible Path""}, {""page"": 13, ""excerpt"": ""The \""Most Plausible Combination\"" is chosen, where the U.S. retaliates for the attack""}, {""page"": 16, ""excerpt"": ""Scenario Combination Name: From Brink of War to De-escalation""}]","[{""page"": 19, ""excerpt"": ""broadcast a unilateral offer to withdraw the missiles. The immediate military conflict ceased, and the de-escalation began.""}, {""page"": 20, ""excerpt"": ""a final Soviet decision to unilaterally withdraw""}]","Preferred lineage is clear. After actual retaliation, the final record reports conflict cessation and a withdrawal offer/decision, but does not establish implemented withdrawal, accepted settlement, or sustained unresolved confrontation. A unique terminal category among diplomatic resolution, post-conflict standoff and contained conflict cannot be assigned safely.",,"{""United States"": [0.95, 0.63, 0.58, 0.85], ""Soviet Union"": [0.95, 0.51, 0.46, 0.7]}","[16, 17]",Narrative ends during the transition into de-escalation; no missing final implementation is reconstructed.
Gemini_2.5_Flash-17,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/17.pdf,6066886a021fcdd753f7cda12cda04a70cd6d1bdd2aef6ac8f8a112415114b83,Diplomatic resolution,confirmed,Diplomatic resolution,False,Most Plausible quarantine + denial/high alert -> secret missile-swap talks -> The Mended Rift,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination:United States: Institutes a Naval Quarantine.""}, {""page"": 15, ""excerpt"": ""Accept the Final Terms of the Secret Deal and Announce a Stand-Down from DEFCON 2""}]","[{""page"": 20, ""excerpt"": ""The agreement—the removal of the missiles in exchange for a non-invasion pledge—was accepted by both sides.""}, {""page"": 20, ""excerpt"": ""the missiles were removed from Cuba, and Cuba's security was guaranteed.""}]","The main branch's secret agreement is explicitly accepted and implemented in the matching narrative. Low unity and unstable peace are residual consequences, not actual collapse or unresolved missile confrontation.","[0.65, 0.79, 0.59, 0.45]",,[16],Reported common state retained without threshold or arithmetic verification.
Gemini_2.5_Flash-18,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/18.pdf,aaa0d621f0c19f50ff8297f4fb55ee4d8a07bddde5d253b44931494c6b5ccbed,Protracted stalemate,confirmed,Diplomatic resolution,True,Most Plausible quarantine + denial/high alert -> negotiations paused -> definitive deal -> The Mended Rift,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination:United States: Initiates a Naval Quarantine.""}, {""page"": 19, ""excerpt"": ""Scenario Combination Name: Most Plausible Path - Turn 4""}]","[{""page"": 24, ""excerpt"": ""The crisis, having peaked twice, finally de-escalated into a negotiated settlement.""}, {""page"": 24, ""excerpt"": ""The final outcome was the avoidance of nuclear war and the peaceful removal of the missiles.""}]",Final offer in the primary log is followed by explicit negotiated settlement and missile removal in its matching narrative. Later report headings/order are not used as the sole linkage.,,"{""United States"": [0.3, 0.55, 0.65, 0.6], ""Soviet Union"": [0.55, 0.43, 0.43, 0.4]}",[19],Actor-specific reported vectors only; future implications are not used as final-event evidence.
Gemini_2.5_Flash-19,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/19.pdf,6e649446230838f960d437735ad8b9305820f677efd5850bb52e6e9bbc3f6244,Diplomatic resolution,confirmed,Diplomatic resolution,False,Most Plausible quarantine + covert deployment/denial -> backchannel/ultimatum -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination:U.S. Action: Naval Quarantine.Soviet Action: Continue Covert Deployment and Denial.""}, {""page"": 16, ""excerpt"": ""Most Plausible Combination: U.S. (Pause Military Action to Finalize Secret Agreement) & Soviet Union (Broadcast Unilateral Decision to Withdraw).""}]","[{""page"": 20, ""excerpt"": ""the U.S. achieved its primary objective: the removal of the Soviet missiles from Cuba.""}, {""page"": 21, ""excerpt"": ""forcing the leaders to strike a last-minute deal to avert war.""}]","Initially preferred branch persists through the final most-plausible action pair and is retold in the narrative, which reports a completed last-minute deal and missile removal. The alternate post-U-2 invasion is not substituted.",,,[],The final result log records event effects and mid-turn states rather than a post-selected-action common vector; no final vector is reconstructed.
Gemini_2.5_Flash-20,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/20.pdf,b5366f0317c70f3f2ca2d4adac5d59e5ee6abce2235f4a485e1c61d5fa34312d,Protracted stalemate,confirmed,Full-scale war,True,Combination 1 -> 1A The Diplomatic Turn -> 1A-1 Crisis within a Crisis -> 1A-1-A The Brink of Annihilation -> Report 2 The Dominoes of Distrust,"[{""page"": 3, ""excerpt"": ""Combination 1: Most Plausible Path""}, {""page"": 8, ""excerpt"": ""Scenario 1A: The Diplomatic Turn (Most Plausible)""}, {""page"": 12, ""excerpt"": ""Scenario 1A-1: Crisis within a Crisis (Most Plausible)""}, {""page"": 16, ""excerpt"": ""Scenario 1A-1-A: The Brink of Annihilation (Most Plausible)""}]","[{""page"": 16, ""excerpt"": ""military_posture: Global Thermonuclear War.""}, {""page"": 22, ""excerpt"": ""The world tumbled into a full-scale superpower war.""}, {""page"": 23, ""excerpt"": ""The outcome is a global thermonuclear war""}]","The explicit main lineage runs from quarantine/denial through talks, failed ultimatum and strikes to actual global war. Report 2 matches that lineage. Report 1 instead begins with the initially alternative diplomatic-first path and is not Top-1 merely because it appears first.","[0.95, 0.33, 0.28, 0.15]",,[16],Retrospective main-lineage selection; no claim that original coding followed this operational rule. No later global reranking was found.
Gemini_2.5_Flash-21,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/21.pdf,48780cb2300f1e4a3dcfdfc5be7e89a40fbd9812d79b098fbc28175fc8f1432e,Diplomatic resolution,confirmed,Diplomatic resolution,False,Combination 1 → Path A → A1 → A1-1 The Brink-of-War Agreement / The Razor's Edge,"[{""page"": 8, ""excerpt"": ""Path A: De-escalation through Negotiation (Most Plausible)""}, {""page"": 12, ""excerpt"": ""Path A1: The Diplomatic Save (Most Plausible)""}, {""page"": 17, ""excerpt"": ""Path A1-1: The Brink-of-War Agreement (Most Plausible)""}]","[{""page"": 17, ""excerpt"": ""A final agreement is reached. The process of de-escalation begins.""}, {""page"": 22, ""excerpt"": ""Soviet missiles were removed from Cuba in exchange for a U.S. non-invasion pledge.""}]",The source explicitly follows Path A1 into the final A1-1 agreement; the narrative repeats containment of the U-2 attack and urgent finalization of the same deal. Completed removal/non-invasion settlement supports diplomatic resolution despite residual modeled tension.,,"{""United States"": [0.85, 0.73, 1, 0.95], ""Soviet Union"": [0.85, 0.78, 0.63, 1]}","[17, 18]","[""The terminal reconfirmations are separate actor vectors; no shared vector is derived or averaged."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Gemini_2.5_Flash-22,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/22.pdf,bfa358bdaed1913da73d49cfb017ac39e9767ca320223b8a6252c09fcaf08dba,Full-scale war,confirmed,Full-scale war,False,Scenario 1 Most Plausible Path → War / The Brinkmanship Trap,"[{""page"": 2, ""excerpt"": ""Most Plausible Combination: U.S. Naval Quarantine vs. Soviet Maintain Deception/Continue Deployment""}, {""page"": 16, ""excerpt"": ""Most Plausible (War): U.S. Launches Full-Scale Invasion vs. USSR Authorizes Full Military Response.""}]","[{""page"": 20, ""excerpt"": ""The scenario culminates in a full-scale conventional war in Cuba""}, {""page"": 21, ""excerpt"": ""Full-scale conventional war in Cuba, with nuclear escalation imminent.""}]","The explicitly primary quarantine/deception path proceeds to the selected invasion/full-response combination, reproduced in the narrative. Actual full-scale conventional war supports this category; the still-imminent nuclear escalation is not claimed as realized.",,,[],"[""The p.15 shared vector is a Turn 4 incoming-event update before the selected invasion/full-response actions, not a post-choice terminal vector."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Gemini_2.5_Flash-23,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/23.pdf,939e97ca32c21fcc8ba046295057b74065589dbd0a1cc4571edc78dfc53a589f,Protracted stalemate,confirmed,Diplomatic resolution,True,Scenario 1 Most Plausible Path → Hold DEFCON 2/Public Acceptance / The Razor's Edge,"[{""page"": 20, ""excerpt"": ""Scenario 1: Most Plausible Path (Negotiations Amidst Crisis)""}, {""page"": 21, ""excerpt"": ""Selected Action: Publicly Broadcast Acceptance of Terms""}]","[{""page"": 26, ""excerpt"": ""The U.S., holding its breath at DEFCON 2, accepted.""}, {""page"": 27, ""excerpt"": ""The U.S. secured the removal of the missiles, while the USSR secured a non-invasion pledge for Cuba.""}]",The explicitly primary final hold/acceptance log is directly reproduced in the public-broadcast finale. The narrative reports accepted withdrawal terms and completed missile-removal/non-invasion objectives; residual distrust is not an unresolved crisis.,,"{""United States"": [1, 0.43, 0.43, 0.3], ""Soviet Union"": [0.85, 0.78, 0.63, 0.6]}",[21],"[""Separate actor-specific final reconfirmations; no common vector is derived or averaged."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Gemini_2.5_Flash-24,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/24.pdf,9638caa8bc4fa08de4553906e1c5f485dbb91a60ac0fb4c28ae40f3d841cad38,Diplomatic resolution,confirmed,Diplomatic resolution,False,Scenario 1 Most Plausible Path → The Final Agreement / The Razor's Edge,"[{""page"": 22, ""excerpt"": ""Scenario 1: Most Plausible Path (Containing the Escalation)""}, {""page"": 23, ""excerpt"": ""U.S. Action: Finalize the Negotiated Deal Immediately.""}, {""page"": 23, ""excerpt"": ""Soviet Action: Announce Public Acceptance of the Deal and Order All Forces to Stand Down.""}]","[{""page"": 30, ""excerpt"": ""The resolution—the public withdrawal of Soviet missiles for a quiet U.S. non-invasion pledge—was sealed.""}, {""page"": 31, ""excerpt"": ""both nations achieved their primary strategic goals through a negotiated settlement.""}]",The explicitly primary final agreement pair is reproduced by the narrative's public Soviet acceptance and simultaneous U.S. finalization. Its ending reports a sealed withdrawal/non-invasion settlement and removal of the immediate nuclear threat.,,"{""United States"": [0.45, 0.73, 0.53, 0.5], ""Soviet Union"": [0.5, 0.65, 0.5, 0.5]}",[24],"[""Separate actor-specific terminal vectors; no shared vector is derived or averaged."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Gemini_2.5_Flash-25,Gemini 2.5 Flash,runs/raw_logs/Gemini_2.5_Flash/25.pdf,cc8ae9cce3fa6720e3e004d5795c653b28396fd13694062ec29cc3059fae60bb,Diplomatic resolution,withheld,,False,Scenario 1 Most Plausible Path → Emergency Stand-Down / The Razor's Edge,"[{""page"": 16, ""excerpt"": ""Scenario 1: Most Plausible Path - Result Log""}, {""page"": 16, ""excerpt"": ""Open Emergency Communication Channel and Demand Soviet Stand-Down""}, {""page"": 16, ""excerpt"": ""Leadership Bypasses Military Command to Order a General Stand-Down""}]","[{""page"": 21, ""excerpt"": ""a mutual stand-down was agreed upon.""}, {""page"": 21, ""excerpt"": ""The scenario concludes not in victory for either side, but in a tense, terrified stalemate.""}]","The primary final emergency-stand-down log is linked to the same narrative actions, but the ending explicitly combines an achieved mutual de-escalation agreement with a declared continuing stalemate. No missile-resolution details settle this conflict under the five-category codebook, so the outcome is withheld.",,"{""United States"": [0.85, 0.65, 0.55, 0.9], ""Soviet Union"": [0.95, 0.65, 0.55, 0.825]}","[16, 17]","[""Separate actor terminal vectors are directly printed; no common vector is derived. The numerical record does not resolve the contradictory terminal descriptions."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
