check_family,check_id,calculated,stored,match,scope
inheritance,CLA-12-INH-E008-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E008-U2-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E008-U2-Diplomatic_Support,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E008-U2-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U1-Public_Opinion,0.43,0.43,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U2-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U2-Public_Opinion,0.43,0.43,True,fixed parent identification and value transcription
inheritance,CLA-12-INH-E009-U2-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E001-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E001-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E001-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E001-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E002-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E002-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E002-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E002-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E003-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E003-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E003-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E003-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E004-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E004-U1-Diplomatic_Support,0.61,0.61,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E004-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E004-U1-Leadership_Unity,0.72,0.72,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E005-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E005-U1-Diplomatic_Support,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E005-U1-Public_Opinion,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E005-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E006-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E006-U1-Diplomatic_Support,0.51,0.51,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E006-U1-Public_Opinion,0.46,0.46,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E006-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E007-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E007-U1-Diplomatic_Support,0.71,0.71,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E007-U1-Public_Opinion,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E007-U1-Leadership_Unity,0.87,0.87,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E008-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E008-U1-Diplomatic_Support,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E008-U1-Public_Opinion,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E008-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E009-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E009-U1-Diplomatic_Support,0.46,0.46,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E009-U1-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,CLA-13-INH-E009-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E001-U1-Diplomatic_Support,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E001-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E002-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E002-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E003-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E003-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E004-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E005-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E005-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E006-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E007-U1-Diplomatic_Support,0.76,0.76,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E007-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E008-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E009-U1-Diplomatic_Support,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E009-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E010-U1-Diplomatic_Support,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E010-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E011-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E011-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E012-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E013-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E015-U1-Tension,0.25,0.25,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E015-U1-Diplomatic_Support,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E015-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E016-U1-Diplomatic_Support,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E016-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E017-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-14-INH-E017-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E001-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E001-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E001-U1-Public_Opinion,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E001-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E002-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E002-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E002-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E002-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E003-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E003-U1-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E003-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E003-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E004-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E004-U1-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E004-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E004-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E005-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E005-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E005-U1-Public_Opinion,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E005-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E006-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E006-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E006-U1-Public_Opinion,0.63,0.63,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E006-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E007-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E007-U1-Diplomatic_Support,0.51,0.51,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E007-U1-Public_Opinion,0.51,0.51,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E007-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E008-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E008-U1-Diplomatic_Support,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-15-INH-E008-U1-Public_Opinion,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E007-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E007-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E007-U1-Public_Opinion,0.63,0.63,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E007-U1-Leadership_Unity,0.56,0.56,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E008-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E008-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E008-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E008-U1-Leadership_Unity,0.26,0.26,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E009-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E009-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E009-U1-Public_Opinion,0.38,0.38,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E009-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E010-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E010-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E010-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E010-U1-Leadership_Unity,0.36,0.36,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E011-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E011-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E011-U1-Public_Opinion,0.25,0.25,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E011-U1-Leadership_Unity,0.01,0.01,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E012-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E012-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E012-U1-Public_Opinion,0.33,0.33,True,fixed parent identification and value transcription
inheritance,CLA-16-INH-E012-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E001-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E001-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E002-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E003-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E004-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E004-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E005-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E006-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E007-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E007-U1-Diplomatic_Support,0.36,0.36,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E008-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E009-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E010-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E010-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E011-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E012-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E013-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E013-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E014-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E015-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E016-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E016-U1-Diplomatic_Support,0.34,0.34,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E017-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E018-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E019-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E019-U1-Diplomatic_Support,0.63,0.63,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E019-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E020-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E021-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E022-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E022-U1-Diplomatic_Support,0.15,0.15,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E022-U1-Public_Opinion,0.30,0.30,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E023-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E024-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E025-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E025-U1-Diplomatic_Support,0.34,0.34,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E025-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E026-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,CLA-17-INH-E027-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E001-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E001-U1-Diplomatic_Support,0.44,0.44,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E001-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E001-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E002-U1-Tension,0.795,0.795,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E002-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E002-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E002-U1-Leadership_Unity,0.455,0.455,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E003-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E003-U1-Diplomatic_Support,0.655,0.655,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E003-U1-Public_Opinion,0.605,0.605,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E003-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E004-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E004-U1-Diplomatic_Support,0.38,0.38,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E004-U1-Public_Opinion,0.46,0.46,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E004-U1-Leadership_Unity,0.465,0.465,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E005-U1-Tension,0.695,0.695,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E005-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E005-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E005-U1-Leadership_Unity,0.555,0.555,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E006-U1-Tension,0.30,0.30,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E006-U1-Diplomatic_Support,0.855,0.855,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E006-U1-Public_Opinion,0.705,0.705,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E006-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E007-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E007-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E007-U1-Public_Opinion,0.43,0.43,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E007-U1-Leadership_Unity,0.415,0.415,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E008-U1-Tension,0.795,0.795,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E008-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E008-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E008-U1-Leadership_Unity,0.505,0.505,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E009-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E009-U1-Diplomatic_Support,0.905,0.905,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E009-U1-Public_Opinion,0.685,0.685,True,fixed parent identification and value transcription
inheritance,CLA-18-INH-E009-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E001-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E001-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E001-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E001-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E002-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E002-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E002-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E002-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E003-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E003-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E003-U1-Public_Opinion,0.52,0.52,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E003-U1-Leadership_Unity,0.73,0.73,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E004-U1-Tension,0.33,0.33,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E004-U1-Diplomatic_Support,0.62,0.62,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E004-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E004-U1-Leadership_Unity,0.72,0.72,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E005-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E005-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E005-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E005-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E006-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E006-U1-Diplomatic_Support,0.57,0.57,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E006-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E006-U1-Leadership_Unity,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E007-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E007-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E007-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E007-U1-Leadership_Unity,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E008-U1-Tension,0.30,0.30,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E008-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E008-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E008-U1-Leadership_Unity,0.72,0.72,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E009-U1-Tension,0.37,0.37,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E009-U1-Diplomatic_Support,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E009-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E009-U1-Leadership_Unity,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E010-U1-Tension,0.30,0.30,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E010-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E010-U1-Public_Opinion,0.52,0.52,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E010-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E011-U1-Tension,0.43,0.43,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E011-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E011-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E011-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E012-U1-Tension,0.32,0.32,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E012-U1-Diplomatic_Support,0.62,0.62,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E012-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E012-U1-Leadership_Unity,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E013-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E013-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E013-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E013-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E014-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E014-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E014-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E014-U1-Leadership_Unity,0.67,0.67,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E015-U1-Tension,0.42,0.42,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E015-U1-Diplomatic_Support,0.83,0.83,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E015-U1-Public_Opinion,0.57,0.57,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E015-U1-Leadership_Unity,0.81,0.81,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E016-U1-Tension,0.25,0.25,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E016-U1-Diplomatic_Support,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E016-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E016-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E017-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E017-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E017-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E017-U1-Leadership_Unity,0.52,0.52,True,fixed parent identification and value transcription
